#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.89688e+09 0.000526758 0.000526758 2.27042e-05 0 0 0 0.00046259 6.74745e-06 0 0 0 1021342
1.58071e+10 0.00150592 0.00151037 5.80894e-05 0 0 0 0.0011443 1.74364e-05 0 0 0 449560
2.49764e+10 0.00280872 0.00281368 8.36212e-05 0 0 0 0.00207394 2.52458e-05 0 0 0 402675
3.92439e+10 0.00413043 0.0041577 0.000112749 0 0 0 0.00296414 3.46569e-05 0 0 0 329990
6.17329e+10 0.00646556 0.00653163 0.00017677 0 0 0 0.00461026 6.06011e-05 0 0 0 211892
9.78815e+10 0.0113204 0.0114354 0.000307716 0 0 0 0.00809236 0.000113119 0 0 0 121815
1.55015e+11 0.0192512 0.0195281 0.000535822 0 0 0 0.0153586 0.000227482 0 0 0 68619
2.45278e+11 0.0284972 0.0289744 0.000878149 0 0 0 0.0279122 0.000431155 0 0.0304889 0 37723
3.89352e+11 0.0369934 0.0376812 0.00135982 0 0 0 0.0492571 0.000785406 0 0.0969685 0 20355
6.16858e+11 0.0515122 0.0519609 0.00212173 0 0 0 0.0794065 0.00129099 0 0.201374 0 11143
9.75025e+11 0.0630861 0.0646206 0.00329107 0 0 0 0.117148 0.00206775 0.0379243 0.244829 0.0379243 5865
1.5437e+12 0.0777202 0.0791019 0.00513464 0 0 0 0.153922 0.00317557 0.0931824 0.24364 0.0931824 2895
2.42913e+12 0.0868629 0.0890165 0.00783265 0 0 0 0.201793 0.00506699 0.161791 0.248874 0.161791 1393
3.87048e+12 0.0913174 0.0943114 0.0117063 0 0 0 0.251424 0.00746833 0.243047 0.219772 0.219085 668
6.03882e+12 0.133333 0.133333 0.0207262 0 0 0 0.291834 0.0118127 0.279712 0.217266 0.212181 270
9.69339e+12 0.107143 0.107143 0.029357 0 0 0 0.334199 0.0177592 0.346819 0.203361 0.221843 112
1.4592e+13 0.0588235 0.0588235 0.0409594 0 0 0 0.405005 0.0308065 0.410847 0.187578 0.159925 34
2.54924e+13 0 0 0 0 0 0 0.399044 0.0531787 0.319477 0.328643 0.0542273 11
3.49914e+13 0 0 0 0 0 0 0.589116 0.0297942 0.61891 0 0.0595885 2
