#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#mpeak range: 10.25 - 10.75
#HM   Stats: 3.167650e+10 (median) + 2.051470e+10  / - 1.207360e+10
#SM   Stats: 8.882380e+08 (median) + 8.907992e+09  / - 7.744030e+08
#VMP  Stats: 6.624000e+01 (median) + 1.809000e+01  / - 1.286000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 9.620276e-12 (median) + 6.724427e-12  / - 9.620276e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 25
sfh 0.071373 0 0 0 #avg: 9.6745e-13; avg_err: 9.6745e-13; sd: 4.73952e-12; counts: 25
sfh 0.073623 0 0 0 #avg: 9.3664e-13; avg_err: 9.3664e-13; sd: 4.58858e-12; counts: 25
sfh 0.075873 0 0 0 #avg: 4.43607e-13; avg_err: 4.43607e-13; sd: 2.17322e-12; counts: 25
sfh 0.078123 0 0 0 #avg: 2.21516e-12; avg_err: 1.54094e-12; sd: 7.54903e-12; counts: 25
sfh 0.080373 0 0 0 #avg: 2.62825e-12; avg_err: 1.95725e-12; sd: 9.58851e-12; counts: 25
sfh 0.082623 0 0 0 #avg: 8.67396e-12; avg_err: 6.10394e-12; sd: 2.99031e-11; counts: 25
sfh 0.085998 0 4.36312e-13 0 #avg: 2.79097e-11; avg_err: 1.819e-11; sd: 8.91126e-11; counts: 25
sfh 0.089373 0 3.08395e-11 0 #avg: 7.25733e-11; avg_err: 5.67254e-11; sd: 2.77896e-10; counts: 25
sfh 0.092748 0 2.30268e-11 0 #avg: 6.94913e-11; avg_err: 3.77595e-11; sd: 1.84983e-10; counts: 25
sfh 0.096123 0 7.83822e-11 0 #avg: 1.15289e-10; avg_err: 6.06995e-11; sd: 2.97366e-10; counts: 25
sfh 0.099498 4.46493e-13 9.37979e-11 4.46493e-13 #avg: 1.19255e-10; avg_err: 6.35903e-11; sd: 3.11527e-10; counts: 25
sfh 0.102873 2.32277e-12 1.201e-10 2.32277e-12 #avg: 1.02538e-10; avg_err: 5.62088e-11; sd: 2.75366e-10; counts: 25
sfh 0.106248 3.79035e-12 2.45094e-10 3.79035e-12 #avg: 1.10663e-10; avg_err: 4.28767e-11; sd: 2.10052e-10; counts: 25
sfh 0.109623 8.6166e-12 6.23281e-10 8.6166e-12 #avg: 1.35661e-10; avg_err: 4.92718e-11; sd: 2.41381e-10; counts: 25
sfh 0.112998 9.03418e-12 5.58063e-10 9.03418e-12 #avg: 2.14671e-10; avg_err: 1.07405e-10; sd: 5.26177e-10; counts: 25
sfh 0.116373 1.38362e-11 5.24956e-10 1.38362e-11 #avg: 2.2369e-10; avg_err: 1.06183e-10; sd: 5.20187e-10; counts: 25
sfh 0.119748 4.28738e-11 4.12921e-10 4.28738e-11 #avg: 1.8392e-10; avg_err: 6.12629e-11; sd: 3.00126e-10; counts: 25
sfh 0.123123 3.55278e-11 3.1345e-10 3.55278e-11 #avg: 2.54067e-10; avg_err: 1.21583e-10; sd: 5.95631e-10; counts: 25
sfh 0.126498 2.83292e-11 2.92272e-10 2.83292e-11 #avg: 2.43637e-10; avg_err: 1.16237e-10; sd: 5.69441e-10; counts: 25
sfh 0.129873 3.2872e-11 2.56875e-10 3.2872e-11 #avg: 1.76706e-10; avg_err: 7.11655e-11; sd: 3.48638e-10; counts: 25
sfh 0.133248 4.07018e-11 2.11576e-10 4.07018e-11 #avg: 1.47834e-10; avg_err: 5.63916e-11; sd: 2.76261e-10; counts: 25
sfh 0.136623 4.70223e-11 2.05983e-10 4.70223e-11 #avg: 1.27626e-10; avg_err: 3.73799e-11; sd: 1.83124e-10; counts: 25
sfh 0.141685 8.13895e-11 2.8945e-10 8.13895e-11 #avg: 1.60632e-10; avg_err: 5.10232e-11; sd: 2.49962e-10; counts: 25
sfh 0.146748 5.60502e-11 3.54812e-10 5.16116e-11 #avg: 2.53607e-10; avg_err: 1.06816e-10; sd: 5.23289e-10; counts: 25
sfh 0.15181 6.62526e-11 6.39887e-10 5.72975e-11 #avg: 3.67271e-10; avg_err: 1.31142e-10; sd: 6.42462e-10; counts: 25
sfh 0.156873 8.5477e-11 1.22792e-09 7.44521e-11 #avg: 4.40475e-10; avg_err: 1.46235e-10; sd: 7.16402e-10; counts: 25
sfh 0.161935 1.3991e-10 1.47831e-09 1.21693e-10 #avg: 5.98767e-10; avg_err: 2.20923e-10; sd: 1.0823e-09; counts: 25
sfh 0.166998 1.84358e-10 1.59167e-09 1.59303e-10 #avg: 6.92042e-10; avg_err: 2.41318e-10; sd: 1.18221e-09; counts: 25
