#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0149 0.0706264 0.0818787 0.000387077 0 0 0 0.0113742 4.83752e-05 0 0.0091242 0 668220
62.3512 0.0728515 0.0846987 0.000591776 0 0 0 0.0117906 6.90021e-05 0 0.0098313 0 296864
78.8391 0.098359 0.112799 0.000903975 0 0 0 0.0165826 0.00011607 0 0.0258178 0 160941
98.3299 0.143113 0.16545 0.00150177 0 0 0 0.0253563 0.000210096 0 0.0492039 0 82599
123.675 0.223866 0.269745 0.00297421 0 1 0 0.0413584 0.000437614 0 0.0941125 0 33806
155.269 0.372053 0.495743 0.00667864 0 1 0 0.0793852 0.00106301 0.01804 0.172207 0.01804 12216
195.316 0.611271 0.944844 0.0147091 1 1 1 0.172812 0.00272754 0.114785 0.256416 0.108896 4170
245.581 0.812861 1.40751 0.0279396 1 1 1 0.333432 0.00582544 0.334446 0.247862 0.258657 1384
310.033 0.86019 1.41706 0.0441688 1 1 0 0.483032 0.01076 0.518276 0.189513 0.267775 422
387.644 0.754237 1.07627 0.0790689 1 1 1 0.560992 0.0233193 0.647856 0.13932 0.396259 118
498.072 0.777778 1.13889 0.133052 1 1 1 0.606092 0.0407175 0.727064 0.0765849 0.400547 36
608.555 0.857143 1.71429 0.42056 2 1 1 0.52153 0.0935361 0.602146 0.0921596 0.165642 7
741.527 0.5 1.25 0.75 2 1 2 0.648257 0.17983 0.889874 0.0622975 0.724763 4
