#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#mpeak range: 13.25 - 13.75
#HM   Stats: 2.172060e+13 (median) + 8.397001e+12  / - 3.235299e+12
#SM   Stats: 3.929220e+11 (median) + 1.729210e+11  / - 2.674270e+11
#VMP  Stats: 6.124800e+02 (median) + 6.673999e+01  / - 4.119995e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 4.191929e-11 (median) + 3.819280e-10  / - 1.921713e-11
sfh 0.055623 0 0 0 #avg: 3.63425e-13; avg_err: 3.63425e-13; sd: 1.66542e-12; counts: 22
sfh 0.060123 0 0 0 #avg: 3.61069e-12; avg_err: 3.42504e-12; sd: 1.56955e-11; counts: 22
sfh 0.062373 0 7.10343e-13 0 #avg: 7.50516e-12; avg_err: 7.12596e-12; sd: 3.26552e-11; counts: 22
sfh 0.064623 0 2.24693e-12 0 #avg: 3.42565e-12; avg_err: 2.49925e-12; sd: 1.1453e-11; counts: 22
sfh 0.066873 0 4.27153e-12 0 #avg: 1.62252e-12; avg_err: 7.44623e-13; sd: 3.41229e-12; counts: 22
sfh 0.069123 8.20178e-14 3.34965e-12 8.20178e-14 #avg: 1.47088e-12; avg_err: 5.88845e-13; sd: 2.69843e-12; counts: 22
sfh 0.071373 4.85963e-13 1.69055e-12 4.85963e-13 #avg: 1.66712e-12; avg_err: 8.57697e-13; sd: 3.93046e-12; counts: 22
sfh 0.073623 9.03085e-13 5.05149e-12 9.03085e-13 #avg: 3.98701e-12; avg_err: 1.97597e-12; sd: 9.05504e-12; counts: 22
sfh 0.075873 1.76885e-12 9.68339e-12 1.76885e-12 #avg: 7.84952e-12; avg_err: 3.51878e-12; sd: 1.61251e-11; counts: 22
sfh 0.078123 2.95484e-12 1.43544e-11 2.95484e-12 #avg: 1.4639e-11; avg_err: 6.50381e-12; sd: 2.98042e-11; counts: 22
sfh 0.080373 4.89574e-12 1.87149e-11 4.89376e-12 #avg: 1.3323e-11; avg_err: 4.98296e-12; sd: 2.28348e-11; counts: 22
sfh 0.082623 3.96173e-12 1.92687e-11 3.87425e-12 #avg: 1.05649e-11; avg_err: 3.12319e-12; sd: 1.43123e-11; counts: 22
sfh 0.085998 7.98279e-12 2.88693e-11 7.75035e-12 #avg: 1.80268e-11; avg_err: 6.19898e-12; sd: 2.84073e-11; counts: 22
sfh 0.089373 1.22889e-11 4.17418e-11 1.1818e-11 #avg: 2.06839e-11; avg_err: 6.13058e-12; sd: 2.80938e-11; counts: 22
sfh 0.092748 7.23133e-12 3.34144e-11 6.23145e-12 #avg: 2.628e-11; avg_err: 9.66737e-12; sd: 4.43015e-11; counts: 22
sfh 0.096123 1.17658e-11 3.03884e-11 8.40901e-12 #avg: 3.31494e-11; avg_err: 1.27062e-11; sd: 5.82273e-11; counts: 22
sfh 0.099498 1.13727e-11 9.87193e-11 7.44795e-12 #avg: 4.43811e-11; avg_err: 1.38172e-11; sd: 6.33185e-11; counts: 22
sfh 0.102873 3.40456e-11 6.3228e-11 2.95244e-11 #avg: 6.6892e-11; avg_err: 2.75871e-11; sd: 1.2642e-10; counts: 22
sfh 0.106248 2.9048e-11 5.44584e-11 2.43632e-11 #avg: 1.00006e-10; avg_err: 4.607e-11; sd: 2.11119e-10; counts: 22
