#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.3157 0.00020292 0.000204829 5.33364e-06 0 0 0 8.33913e-05 8.72697e-07 0 0 0 7332944
62.1114 0.000404059 0.000404442 1.2467e-05 0 0 0 0.000242133 1.91174e-06 0 0 0 2606057
78.7009 0.000844469 0.00084758 2.57557e-05 0 0 0 0.000560715 4.26194e-06 0 0 0 1286015
98.5575 0.00222704 0.00224218 5.85903e-05 0 0 0 0.00107572 9.40944e-06 0 0 0 660517
124.125 0.00630028 0.0064286 0.00014606 0 0 0 0.0022446 2.45553e-05 0 0 0 311732
156.281 0.0230134 0.0241556 0.000419824 0 0 0 0.0115292 0.000120518 0 0 0 147088
196.692 0.0724113 0.0767485 0.00107145 0 0 0 0.0649961 0.000435602 0 0.157292 0 69630
247.532 0.108824 0.114437 0.00187613 0 0 0 0.183416 0.000919716 0.153664 0.205324 0.153664 32070
311.279 0.0924346 0.0963179 0.00256412 0 0 0 0.288892 0.00141933 0.282358 0.184434 0.183004 14421
391.673 0.083773 0.0871303 0.00371372 0 0 0 0.33667 0.00216076 0.339481 0.176336 0.198215 6255
492.432 0.0978903 0.1 0.00630649 0 0 0 0.338099 0.00354085 0.343299 0.177035 0.2027 2370
617.311 0.0896391 0.0931315 0.0103236 0 0 0 0.314341 0.00598589 0.315109 0.18392 0.192496 859
779.129 0.0817844 0.0892193 0.0196579 0 0 0 0.293602 0.0104295 0.285933 0.19595 0.191292 269
958.713 0.0909091 0.0909091 0.0438403 0 0 0 0.224435 0.0239644 0.221702 0.150931 0.156476 44
1159.53 0 0 0 0 0 0 0.132676 0.0551901 0.108849 0.129079 0.0575974 3
1455.08 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
