#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.25 - 11.75
#HM   Stats: 2.855880e+11 (median) + 1.530880e+11  / - 8.205900e+10
#SM   Stats: 3.866480e+09 (median) + 6.929319e+09  / - 2.478340e+09
#VMP  Stats: 1.141600e+02 (median) + 1.864000e+01  / - 1.521001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.682953e-12 (median) + 2.617279e-12  / - 1.060544e-12
sfh 0.055623 0 0 0 #avg: 5.36777e-09; avg_err: 4.49432e-09; sd: 1.64233e-06; counts: 133535
sfh 0.060123 0 0 0 #avg: 2.18737e-05; avg_err: 1.67905e-05; sd: 0.00613564; counts: 133535
sfh 0.062373 0 0 0 #avg: 6.28338e-05; avg_err: 2.72309e-05; sd: 0.0099508; counts: 133535
sfh 0.064623 0 0 0 #avg: 0.000217269; avg_err: 6.54407e-05; sd: 0.0239135; counts: 133535
sfh 0.066873 0 0 0 #avg: 0.00044388; avg_err: 8.60912e-05; sd: 0.0314597; counts: 133535
sfh 0.069123 0 0 0 #avg: 0.000781457; avg_err: 0.000119935; sd: 0.0438271; counts: 133535
sfh 0.071373 0 0 0 #avg: 0.00133456; avg_err: 0.000163358; sd: 0.0596948; counts: 133535
sfh 0.073623 0 0 0 #avg: 0.00205009; avg_err: 0.000231725; sd: 0.0846775; counts: 133535
sfh 0.075873 0 0 0 #avg: 0.00245795; avg_err: 0.000176422; sd: 0.0644686; counts: 133535
sfh 0.078123 0 0 0 #avg: 0.00371725; avg_err: 0.000214831; sd: 0.0785041; counts: 133535
sfh 0.080373 0 0 0 #avg: 0.00547903; avg_err: 0.000290671; sd: 0.106218; counts: 133535
sfh 0.082623 0 0 0 #avg: 0.0069377; avg_err: 0.000270127; sd: 0.0987106; counts: 133535
sfh 0.085998 0 0 0 #avg: 0.011467; avg_err: 0.000424992; sd: 0.155302; counts: 133535
sfh 0.089373 0 0 0 #avg: 0.0154254; avg_err: 0.000469699; sd: 0.171639; counts: 133535
sfh 0.092748 0 0 0 #avg: 0.0199844; avg_err: 0.000468827; sd: 0.17132; counts: 133535
sfh 0.096123 0 0.00431018 0 #avg: 0.0247904; avg_err: 0.000505249; sd: 0.18463; counts: 133535
sfh 0.099498 0 0.0150412 0 #avg: 0.0305474; avg_err: 0.000691785; sd: 0.252794; counts: 133535
sfh 0.102873 0 0.028368 0 #avg: 0.0360275; avg_err: 0.00089919; sd: 0.328585; counts: 133535
sfh 0.106248 0 0.0404696 0 #avg: 0.0413301; avg_err: 0.000819049; sd: 0.299299; counts: 133535
sfh 0.109623 0 0.0523969 0 #avg: 0.0474308; avg_err: 0.000909011; sd: 0.332174; counts: 133535
sfh 0.112998 7.34522e-06 0.0627381 7.34522e-06 #avg: 0.05336; avg_err: 0.000873058; sd: 0.319036; counts: 133535
sfh 0.116373 0.00182786 0.0679366 0.00182786 #avg: 0.0598515; avg_err: 0.00109402; sd: 0.399781; counts: 133535
sfh 0.119748 0.00440882 0.0738091 0.00440882 #avg: 0.0670142; avg_err: 0.00133106; sd: 0.4864; counts: 133535
sfh 0.123123 0.00675966 0.0792803 0.00675966 #avg: 0.0727304; avg_err: 0.0013115; sd: 0.479253; counts: 133535
sfh 0.126498 0.00915809 0.0864882 0.00915809 #avg: 0.0796722; avg_err: 0.00158479; sd: 0.579119; counts: 133535
sfh 0.129873 0.0116771 0.0936059 0.0116771 #avg: 0.0854458; avg_err: 0.00142213; sd: 0.519679; counts: 133535
sfh 0.133248 0.014446 0.100505 0.014446 #avg: 0.0938253; avg_err: 0.00189692; sd: 0.693178; counts: 133535
sfh 0.136623 0.0173868 0.108423 0.0173868 #avg: 0.100963; avg_err: 0.00188024; sd: 0.687083; counts: 133535
sfh 0.141685 0.0218945 0.119805 0.0216528 #avg: 0.112892; avg_err: 0.00194382; sd: 0.710316; counts: 133535
sfh 0.146748 0.0264666 0.132803 0.025443 #avg: 0.122825; avg_err: 0.00180526; sd: 0.659683; counts: 133535
sfh 0.15181 0.0309056 0.144985 0.0288832 #avg: 0.134789; avg_err: 0.00228352; sd: 0.834452; counts: 133535
sfh 0.156873 0.0353076 0.156482 0.0321005 #avg: 0.14748; avg_err: 0.00226691; sd: 0.82838; counts: 133535
sfh 0.161935 0.0391833 0.172919 0.0346593 #avg: 0.160974; avg_err: 0.00236448; sd: 0.864035; counts: 133535
sfh 0.166998 0.0438291 0.185031 0.0379529 #avg: 0.174847; avg_err: 0.00270041; sd: 0.986793; counts: 133535
sfh 0.17206 0.0476613 0.195186 0.0406282 #avg: 0.188033; avg_err: 0.00272829; sd: 0.99698; counts: 133535
sfh 0.177123 0.0517873 0.208871 0.0437492 #avg: 0.201725; avg_err: 0.00282707; sd: 1.03308; counts: 133535
sfh 0.182185 0.0565978 0.222288 0.0475329 #avg: 0.216843; avg_err: 0.00334104; sd: 1.22089; counts: 133535
sfh 0.187248 0.0604461 0.235895 0.0504022 #avg: 0.228487; avg_err: 0.00346025; sd: 1.26445; counts: 133535
sfh 0.19231 0.06541 0.24519 0.0543364 #avg: 0.24209; avg_err: 0.00409202; sd: 1.49532; counts: 133535
sfh 0.197373 0.0696512 0.260303 0.0575369 #avg: 0.256448; avg_err: 0.00525559; sd: 1.92051; counts: 133535
sfh 0.202435 0.0741685 0.272586 0.0609988 #avg: 0.270171; avg_err: 0.00584977; sd: 2.13764; counts: 133535
sfh 0.207498 0.0785219 0.285978 0.0641169 #avg: 0.28077; avg_err: 0.00584937; sd: 2.13749; counts: 133535
sfh 0.21256 0.0832008 0.300259 0.0675802 #avg: 0.292369; avg_err: 0.00552991; sd: 2.02076; counts: 133535
sfh 0.217623 0.0873845 0.312349 0.0704682 #avg: 0.299523; avg_err: 0.00456634; sd: 1.66864; counts: 133535
sfh 0.222685 0.0919081 0.326167 0.0737482 #avg: 0.310287; avg_err: 0.00402023; sd: 1.46908; counts: 133535
