#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.58824e+07 1 0 4.4096e+08 2.16542e+08 0 1.093e+09 0 0.216047 0.0127912 0.213773 0.0445632 0.0497949 0.312552 0.0222532 0.333616 0.0390798 0.133943 0.412506 0.0201813 0.422995 0.0424835 0.113321 11
1.64013e+08 1 0 1.40855e+09 4.45006e+08 6.92559e+08 3.34805e+09 6.92559e+08 0.205844 0.0249436 0.191527 0.12213 0.0572359 0.291713 0.0258601 0.291099 0.121101 0.125565 0.36714 0.0286685 0.418901 0.0353489 0.228046 16
2.5905e+08 1 0 1.07823e+09 2.21566e+08 4.7054e+08 2.22393e+09 4.7054e+08 0.206448 0.00977694 0.195036 0.0544606 0.0373712 0.304308 0.0113388 0.312273 0.0446024 0.0795798 0.399627 0.0127348 0.42577 0.0377033 0.11129 31
4.0628e+08 1 0 1.30509e+09 1.94543e+08 6.11817e+08 2.71474e+09 6.11817e+08 0.207612 0.00853199 0.192419 0.0915777 0.0453089 0.289573 0.00920854 0.280828 0.0934696 0.068762 0.378432 0.0111497 0.412053 0.0418457 0.137266 60
6.53586e+08 1 0 1.11854e+09 9.63515e+07 7.73094e+08 1.6283e+09 7.73094e+08 0.207801 0.0045018 0.204203 0.0502098 0.0525474 0.308188 0.00495401 0.308736 0.0681525 0.0576145 0.403677 0.00562677 0.427487 0.0345305 0.0912624 167
1.01673e+09 1 0 1.03215e+09 6.71322e+07 6.11817e+08 1.64079e+09 6.11817e+08 0.212763 0.00330533 0.205055 0.0657649 0.0482322 0.306657 0.00368874 0.309552 0.0666046 0.0709265 0.408206 0.00370318 0.429566 0.0330334 0.086044 316
1.6115e+09 1 0 1.19551e+09 4.54184e+07 8.53413e+08 1.62214e+09 8.53413e+08 0.208621 0.00223876 0.205624 0.0567344 0.0519246 0.312167 0.00258369 0.315501 0.0655636 0.072359 0.402047 0.00279874 0.425822 0.0393551 0.102209 671
2.56853e+09 1 0 1.1689e+09 3.3169e+07 8.53413e+08 1.54798e+09 8.53413e+08 0.220553 0.00172589 0.218386 0.0585509 0.0552358 0.322088 0.00197504 0.327979 0.0599557 0.0728215 0.407381 0.0020262 0.430276 0.0362165 0.0919577 1115
4.08091e+09 1 0 1.19865e+09 2.65316e+07 9.3351e+08 1.46788e+09 9.3351e+08 0.224199 0.00140518 0.220587 0.0617457 0.0552646 0.328137 0.00162763 0.337009 0.0597623 0.0824445 0.406448 0.00161437 0.428508 0.0377194 0.0916489 1797
6.38842e+09 1 0 1.22698e+09 2.0071e+07 1.01337e+09 1.38802e+09 1.01337e+09 0.230619 0.00116051 0.225929 0.0656219 0.0560846 0.331838 0.00127796 0.340914 0.0588889 0.0835313 0.404029 0.00123328 0.423347 0.0415333 0.091538 2798
