#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.16641e+09 1.05555e+09 1.59188e+06 7.94287e+08 9.26562e+08 4.24032e+08 2.15444e+09 2.88566e+06 1.74201e+09 2.02384e+09 1.02505e+09 264926
1.56505e+10 8.61292e+08 1.92605e+06 6.76918e+08 6.62527e+08 3.20645e+08 1.86615e+09 4.3653e+06 1.39649e+09 1.88396e+09 7.91253e+08 107691
2.4681e+10 8.28042e+08 2.30687e+06 6.05234e+08 6.76918e+08 2.54786e+08 1.71469e+09 5.29736e+06 1.21e+09 1.70986e+09 6.04762e+08 71292
3.919e+10 8.20399e+08 2.81897e+06 5.95618e+08 6.84699e+08 2.476e+08 1.57665e+09 6.2398e+06 1.16825e+09 1.39422e+09 5.74475e+08 48595
6.23285e+10 8.52239e+08 3.50738e+06 6.05234e+08 7.58842e+08 2.5599e+08 1.51992e+09 7.10093e+06 1.14106e+09 1.30303e+09 5.35825e+08 35380
9.91145e+10 9.09049e+08 4.34217e+06 6.79528e+08 7.76074e+08 3.27882e+08 1.52889e+09 8.34874e+06 1.16825e+09 1.27584e+09 5.63017e+08 27010
1.57307e+11 9.74041e+08 5.34675e+06 6.99664e+08 9.0946e+08 3.44522e+08 1.56632e+09 9.34825e+06 1.16825e+09 1.27584e+09 5.63017e+08 21252
2.49228e+11 1.0269e+09 6.23859e+06 7.17979e+08 9.56616e+08 3.57391e+08 1.65861e+09 1.0709e+07 1.28215e+09 1.39907e+09 6.76918e+08 17755
3.95382e+11 1.12932e+09 7.55713e+06 8.14837e+08 1.06912e+09 4.43903e+08 1.76523e+09 1.17121e+07 1.39649e+09 1.52337e+09 7.91253e+08 14980
6.26632e+11 1.25257e+09 9.47511e+06 8.62121e+08 1.22861e+09 4.12575e+08 1.92846e+09 1.34463e+07 1.51125e+09 1.64866e+09 7.94287e+08 12754
9.91612e+11 1.38705e+09 1.17709e+07 9.628e+08 1.36328e+09 5.02943e+08 2.15751e+09 1.59192e+07 1.74201e+09 2.00027e+09 1.02505e+09 10421
1.56984e+12 1.59532e+09 1.53428e+07 1.0987e+09 1.6842e+09 6.22933e+08 2.38227e+09 1.92796e+07 1.85802e+09 2.27501e+09 1.14106e+09 8393
2.46704e+12 1.83846e+09 2.05914e+07 1.26673e+09 2.01372e+09 7.48684e+08 2.5555e+09 2.33991e+07 2.09125e+09 2.41132e+09 1.26213e+09 6239
3.92168e+12 2.16978e+09 3.02477e+07 1.46631e+09 2.61351e+09 8.8254e+08 2.43907e+09 2.78883e+07 1.8961e+09 2.35986e+09 1.10789e+09 4047
6.13958e+12 2.40951e+09 4.25481e+07 1.69349e+09 2.92018e+09 1.08826e+09 2.38606e+09 3.40857e+07 1.97124e+09 2.16179e+09 1.14211e+09 2333
9.77376e+12 2.70729e+09 6.0813e+07 1.97444e+09 3.16759e+09 1.31949e+09 2.13792e+09 4.20602e+07 1.74201e+09 1.78051e+09 1.02505e+09 1354
1.55947e+13 3.08984e+09 8.84276e+07 2.39352e+09 3.51964e+09 1.59623e+09 2.0233e+09 5.54526e+07 1.62642e+09 1.77491e+09 9.0946e+08 717
2.43653e+13 3.08286e+09 1.32339e+08 2.41078e+09 3.43288e+09 1.6105e+09 1.86474e+09 8.21768e+07 1.41329e+09 1.74662e+09 7.99983e+08 311
3.86898e+13 2.94831e+09 1.66586e+08 2.44409e+09 3.11549e+09 1.64085e+09 1.66883e+09 9.52821e+07 1.28215e+09 1.39306e+09 5.65192e+08 166
6.00401e+13 3.27619e+09 2.68141e+08 2.9998e+09 2.28579e+09 2.05746e+09 1.29573e+09 9.99847e+07 1.05835e+09 8.91794e+08 4.53118e+08 67
9.52934e+13 3.11857e+09 4.0575e+08 2.88369e+09 2.11471e+09 2.05456e+09 1.41973e+09 1.47919e+08 1.28215e+09 6.92286e+08 5.50452e+08 29
1.59979e+14 2.71866e+09 5.49349e+08 1.83849e+09 2.61377e+09 7.53872e+08 1.99162e+09 3.63009e+08 1.85802e+09 1.6645e+09 1.14106e+09 11
3.01176e+14 3.48018e+08 3.48018e+08 3.48018e+08 0 0 1.62642e+09 1.62642e+09 1.62642e+09 0 0 1
3.16912e+14 3.1599e+09 60.8958 3.1599e+09 0 0 1.22222e+09 6.16274e+08 1.83849e+09 0 1.23255e+09 2
5.06765e+14 1.53348e+09 1.53348e+09 1.53348e+09 0 0 1.62642e+09 1.62642e+09 1.62642e+09 0 0 1
