#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 11.25 - 11.75
#HM   Stats: 3.416180e+12 (median) + 2.876470e+12  / - 1.430890e+12
#SM   Stats: 2.283450e+11 (median) + 7.170299e+10  / - 4.028601e+10
#VMP  Stats: 3.383100e+02 (median) + 7.326999e+01  / - 4.922000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.341976e-11 (median) + 1.271826e-09  / - 2.133451e-11
sfh 0.055623 0 0 0 #avg: 0.00251483; avg_err: 0.00177889; sd: 0.0392567; counts: 488
sfh 0.060123 0 0 0 #avg: 0.0744554; avg_err: 0.0323817; sd: 0.714601; counts: 488
sfh 0.062373 0 0 0 #avg: 0.20649; avg_err: 0.0881944; sd: 1.94628; counts: 488
sfh 0.064623 0 0 0 #avg: 0.578155; avg_err: 0.335847; sd: 7.41149; counts: 488
sfh 0.066873 0 0 0 #avg: 0.363468; avg_err: 0.101733; sd: 2.24505; counts: 488
sfh 0.069123 0 0.137234 0 #avg: 0.56979; avg_err: 0.140367; sd: 3.09763; counts: 488
sfh 0.071373 0 0.336635 0 #avg: 0.734766; avg_err: 0.173736; sd: 3.83402; counts: 488
sfh 0.073623 0 0.704786 0 #avg: 1.17236; avg_err: 0.341937; sd: 7.54589; counts: 488
sfh 0.075873 0 1.05161 0 #avg: 1.79932; avg_err: 0.688554; sd: 15.1951; counts: 488
sfh 0.078123 0.0222434 1.40891 0.0222434 #avg: 2.30123; avg_err: 0.701807; sd: 15.4875; counts: 488
sfh 0.080373 0.0565109 1.71405 0.0565109 #avg: 2.35322; avg_err: 0.580407; sd: 12.8085; counts: 488
sfh 0.082623 0.126276 1.75154 0.126276 #avg: 1.95131; avg_err: 0.341634; sd: 7.53921; counts: 488
sfh 0.085998 0.248068 2.82777 0.248068 #avg: 2.41823; avg_err: 0.332992; sd: 7.3485; counts: 488
sfh 0.089373 0.422492 3.33366 0.422492 #avg: 3.20868; avg_err: 0.457714; sd: 10.1009; counts: 488
sfh 0.092748 0.551178 4.63263 0.539257 #avg: 4.06336; avg_err: 0.689577; sd: 15.2176; counts: 488
sfh 0.096123 0.811236 4.95652 0.777206 #avg: 7.3597; avg_err: 2.72293; sd: 60.0898; counts: 488
sfh 0.099498 1.04438 6.05063 0.962378 #avg: 6.25442; avg_err: 1.05273; sd: 23.2317; counts: 488
sfh 0.102873 1.21756 7.72308 1.11042 #avg: 8.44936; avg_err: 1.67336; sd: 36.9278; counts: 488
