#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.10187e+09 0.0263158 0.0263158 0.0263158 0 0 0 0.131893 0.0176488 0.127495 0.11 0.0855609 38
1.71547e+10 0 0 0 0 0 0 0.14787 0.0380421 0.172225 0.0321128 0.147774 7
2.42343e+10 0 0 0 0 0 0 0.157825 0.139144 0.022537 0.691449 0.0149464 5
4.35075e+10 0 0 0 0 0 0 0.29419 0.199548 0.175238 0.508346 0.151491 3
6.7434e+10 0.0833333 0.0833333 0.0576303 0 0 0 0.160483 0.0295922 0.0886718 0.25625 0.0511439 24
1.06728e+11 0.126761 0.126761 0.0397658 0 0 0 0.147886 0.0178599 0.0754547 0.234785 0.0533288 71
1.65819e+11 0.124654 0.141274 0.0207201 0 0 0 0.140366 0.0080516 0.0852868 0.171251 0.0626432 361
2.62449e+11 0.155774 0.165622 0.0118944 0 0 0 0.158547 0.00469459 0.104773 0.193116 0.0814237 1117
4.1033e+11 0.128079 0.13582 0.0068925 0 0 0 0.17593 0.0029966 0.127585 0.209894 0.0984112 2842
6.42155e+11 0.12867 0.137622 0.00533329 0 0 0 0.205655 0.00235935 0.163559 0.210492 0.111301 4803
9.9926e+11 0.111846 0.118455 0.00453739 0 0 0 0.23509 0.00219475 0.205925 0.20867 0.139479 5749
1.56856e+12 0.119119 0.124677 0.00489459 0 0 0 0.270161 0.00231696 0.251526 0.193544 0.15557 5037
2.47232e+12 0.103078 0.10675 0.00538612 0 0 0 0.308936 0.00271327 0.298881 0.181692 0.159506 3541
3.90678e+12 0.110413 0.114901 0.00704962 0 0 0 0.36224 0.00348065 0.357298 0.175242 0.170829 2228
6.17437e+12 0.0861925 0.0903766 0.00870976 0 0 0 0.392825 0.00461242 0.398909 0.151177 0.177111 1195
9.79586e+12 0.0924092 0.0957096 0.0124083 0 0 0 0.419824 0.00614476 0.432532 0.142033 0.165827 606
1.54183e+13 0.0818505 0.0818505 0.0163828 0 0 0 0.429366 0.00860527 0.436695 0.138469 0.155223 281
2.49726e+13 0.0483871 0.0483871 0.0193483 0 0 0 0.425528 0.0147696 0.430644 0.165615 0.188445 124
3.85133e+13 0.08 0.08 0.0387562 0 0 0 0.435846 0.0205443 0.451011 0.117638 0.195468 50
6.05178e+13 0.0689655 0.0689655 0.0478872 0 0 0 0.443995 0.0253863 0.411062 0.185486 0.0904417 29
9.12029e+13 0 0 0 0 0 0 0.372055 0.0744325 0.472803 0.0772828 0.347956 6
2.63971e+14 0 0 0 0 0 0 0.237928 0.237928 0.237928 0 0 1
