#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.45 - 2.61667
#HM   Stats: 5.770590e+12 (median) + 3.302940e+12  / - 1.600000e+12
#SM   Stats: 9.716820e+10 (median) + 9.689980e+10  / - 5.671760e+10
#VMP  Stats: 3.221800e+02 (median) + 5.005002e+01  / - 2.994998e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.918753e-12 (median) + 5.499486e-12  / - 1.808704e-12
sfh 0.055623 0 0 0 #avg: 0.00252072; avg_err: 0.000867694; sd: 0.104912; counts: 14620
sfh 0.060123 0 0 0 #avg: 0.0262266; avg_err: 0.00587489; sd: 0.710328; counts: 14620
sfh 0.062373 0 0 0 #avg: 0.0467794; avg_err: 0.00805934; sd: 0.974447; counts: 14620
sfh 0.064623 0 0 0 #avg: 0.102176; avg_err: 0.0137843; sd: 1.66665; counts: 14620
sfh 0.066873 0 0 0 #avg: 0.161234; avg_err: 0.0216; sd: 2.61163; counts: 14620
sfh 0.069123 0 0 0 #avg: 0.199043; avg_err: 0.0161446; sd: 1.95203; counts: 14620
sfh 0.071373 0 0.0441975 0 #avg: 0.261343; avg_err: 0.0158123; sd: 1.91185; counts: 14620
sfh 0.073623 0 0.141683 0 #avg: 0.374685; avg_err: 0.0271786; sd: 3.28614; counts: 14620
sfh 0.075873 0 0.31338 0 #avg: 0.500312; avg_err: 0.0320169; sd: 3.87114; counts: 14620
sfh 0.078123 0 0.519706 0 #avg: 0.596012; avg_err: 0.0311836; sd: 3.77038; counts: 14620
sfh 0.080373 0.0132506 0.741916 0.0132506 #avg: 0.700081; avg_err: 0.039081; sd: 4.72525; counts: 14620
sfh 0.082623 0.0426907 0.826328 0.0426907 #avg: 0.689461; avg_err: 0.0275683; sd: 3.33325; counts: 14620
sfh 0.085998 0.119365 1.12813 0.119365 #avg: 1.00822; avg_err: 0.0398065; sd: 4.81297; counts: 14620
sfh 0.089373 0.218867 1.36029 0.218867 #avg: 1.27633; avg_err: 0.0468453; sd: 5.66403; counts: 14620
sfh 0.092748 0.32193 1.62338 0.312789 #avg: 1.53294; avg_err: 0.0541149; sd: 6.54298; counts: 14620
sfh 0.096123 0.444241 1.98195 0.41527 #avg: 1.87042; avg_err: 0.0664005; sd: 8.02842; counts: 14620
sfh 0.099498 0.551148 2.32446 0.494053 #avg: 2.23992; avg_err: 0.0692925; sd: 8.37809; counts: 14620
sfh 0.102873 0.67709 2.66136 0.586613 #avg: 2.66661; avg_err: 0.0742136; sd: 8.9731; counts: 14620
sfh 0.106248 0.801872 3.22819 0.677516 #avg: 3.18688; avg_err: 0.0934652; sd: 11.3008; counts: 14620
sfh 0.109623 0.95732 3.80985 0.800762 #avg: 3.66574; avg_err: 0.101989; sd: 12.3314; counts: 14620
sfh 0.112998 1.11067 4.33411 0.915152 #avg: 4.20204; avg_err: 0.125675; sd: 15.1952; counts: 14620
sfh 0.116373 1.27869 5.10957 1.04428 #avg: 4.80812; avg_err: 0.140514; sd: 16.9894; counts: 14620
sfh 0.119748 1.47852 5.83543 1.2132 #avg: 5.44943; avg_err: 0.145634; sd: 17.6084; counts: 14620
sfh 0.123123 1.6787 6.58299 1.36165 #avg: 6.14196; avg_err: 0.172404; sd: 20.8453; counts: 14620
sfh 0.126498 1.92686 7.43909 1.56516 #avg: 6.92199; avg_err: 0.190494; sd: 23.0324; counts: 14620
sfh 0.129873 2.21082 8.28258 1.80109 #avg: 7.60801; avg_err: 0.189424; sd: 22.9031; counts: 14620
sfh 0.133248 2.50939 9.27491 2.04183 #avg: 8.27499; avg_err: 0.185477; sd: 22.4259; counts: 14620
sfh 0.136623 2.83187 10.0989 2.29812 #avg: 9.09741; avg_err: 0.215531; sd: 26.0596; counts: 14620
sfh 0.141685 3.28969 11.7993 2.66639 #avg: 10.3646; avg_err: 0.221282; sd: 26.755; counts: 14620
sfh 0.146748 3.82097 13.6341 3.07823 #avg: 12.0934; avg_err: 0.292512; sd: 35.3674; counts: 14620
sfh 0.15181 4.42982 15.4863 3.56787 #avg: 13.6272; avg_err: 0.315874; sd: 38.1921; counts: 14620
