#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 12.25 - 12.75
#HM   Stats: 2.738240e+12 (median) + 1.511760e+12  / - 7.250001e+11
#SM   Stats: 7.479820e+10 (median) + 6.308680e+10  / - 3.763400e+10
#VMP  Stats: 2.143200e+02 (median) + 3.237999e+01  / - 2.317001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 8.388898e-12 (median) + 3.313488e-11  / - 7.091364e-12
sfh 0.055623 0 0 0 #avg: 5.05027e-06; avg_err: 3.88294e-06; sd: 0.00076249; counts: 38562
sfh 0.060123 0 0 0 #avg: 0.00150915; avg_err: 0.000664547; sd: 0.130497; counts: 38562
sfh 0.062373 0 0 0 #avg: 0.00392246; avg_err: 0.000952614; sd: 0.187064; counts: 38562
sfh 0.064623 0 0 0 #avg: 0.00816251; avg_err: 0.00198602; sd: 0.389994; counts: 38562
sfh 0.066873 0 0 0 #avg: 0.0134022; avg_err: 0.00210249; sd: 0.412866; counts: 38562
sfh 0.069123 0 0 0 #avg: 0.0242409; avg_err: 0.00298368; sd: 0.585904; counts: 38562
sfh 0.071373 0 0 0 #avg: 0.0331282; avg_err: 0.00232584; sd: 0.456725; counts: 38562
sfh 0.073623 0 0 0 #avg: 0.0494024; avg_err: 0.00307527; sd: 0.60389; counts: 38562
sfh 0.075873 0 0 0 #avg: 0.0717539; avg_err: 0.00433018; sd: 0.850316; counts: 38562
sfh 0.078123 0 0.00598892 0 #avg: 0.0983691; avg_err: 0.00631865; sd: 1.24079; counts: 38562
sfh 0.080373 0 0.0341125 0 #avg: 0.126878; avg_err: 0.011437; sd: 2.24587; counts: 38562
sfh 0.082623 0 0.0786171 0 #avg: 0.127407; avg_err: 0.00529141; sd: 1.03907; counts: 38562
sfh 0.085998 0 0.168786 0 #avg: 0.188188; avg_err: 0.00730109; sd: 1.43371; counts: 38562
sfh 0.089373 0.00296965 0.271456 0.00296965 #avg: 0.23775; avg_err: 0.00782401; sd: 1.5364; counts: 38562
sfh 0.092748 0.0206599 0.347439 0.0206599 #avg: 0.299324; avg_err: 0.00977274; sd: 1.91907; counts: 38562
sfh 0.096123 0.0463871 0.4229 0.0463871 #avg: 0.35719; avg_err: 0.0107739; sd: 2.11567; counts: 38562
sfh 0.099498 0.0805866 0.472539 0.0805866 #avg: 0.404088; avg_err: 0.00862441; sd: 1.69357; counts: 38562
sfh 0.102873 0.112454 0.533952 0.110828 #avg: 0.467193; avg_err: 0.00828817; sd: 1.62754; counts: 38562
sfh 0.106248 0.141521 0.601751 0.133257 #avg: 0.543544; avg_err: 0.00911537; sd: 1.78998; counts: 38562
sfh 0.109623 0.173629 0.6827 0.156441 #avg: 0.625618; avg_err: 0.010469; sd: 2.0558; counts: 38562
sfh 0.112998 0.20369 0.76461 0.176998 #avg: 0.723574; avg_err: 0.0136784; sd: 2.68602; counts: 38562
sfh 0.116373 0.232143 0.859877 0.196903 #avg: 0.812761; avg_err: 0.0162929; sd: 3.19944; counts: 38562
sfh 0.119748 0.263636 0.983764 0.218642 #avg: 0.909105; avg_err: 0.0176332; sd: 3.46263; counts: 38562
