#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.77461e+09 0 0 0 0 0 0 0.120237 0.0239352 0.0888973 0.147588 0.0726966 21
1.60938e+10 0.0625 0.0625 0.0625 0 0 0 0.186568 0.0475731 0.127808 0.181291 0.111607 16
2.55119e+10 0.133333 0.133333 0.0631243 0 0 0 0.236116 0.0352414 0.206009 0.216281 0.181977 30
4.11647e+10 0.10101 0.10101 0.0304401 0 0 0 0.207778 0.0163967 0.171318 0.230647 0.128835 99
6.52442e+10 0.0675105 0.0675105 0.0163325 0 0 0 0.249111 0.0131783 0.199051 0.259828 0.156568 237
1.03368e+11 0.0673575 0.0673575 0.0104253 0 0 0 0.232145 0.00724476 0.201446 0.219512 0.14646 579
1.61078e+11 0.0634495 0.0634495 0.00729053 0 0 0 0.24249 0.00553598 0.199051 0.25429 0.135469 1119
2.55934e+11 0.0678879 0.0684267 0.00591139 0 0 0 0.234709 0.00417854 0.19295 0.233135 0.132072 1856
4.02411e+11 0.0624295 0.0639338 0.00486286 0 0 0 0.241496 0.00336148 0.205182 0.223113 0.140398 2659
6.37597e+11 0.0702903 0.0714286 0.00441909 0 0 0 0.229971 0.00281339 0.199236 0.204465 0.136222 3514
1.00398e+12 0.0748715 0.0760949 0.0042196 0 0 0 0.232501 0.00258787 0.198741 0.20836 0.133957 4087
1.58274e+12 0.0860448 0.0870089 0.00442898 0 0 0 0.240572 0.00263483 0.208219 0.210872 0.142141 4149
2.49267e+12 0.0900877 0.0916822 0.00479415 0 0 0 0.267766 0.00292717 0.23241 0.228256 0.145098 3763
3.94629e+12 0.103723 0.105718 0.00572427 0 0 0 0.294002 0.00330034 0.267247 0.222161 0.156594 3008
6.20068e+12 0.100632 0.102213 0.00707392 0 0 0 0.327065 0.00418194 0.307563 0.216194 0.171994 1898
9.79018e+12 0.102955 0.105815 0.0097848 0 0 0 0.356567 0.00569589 0.347268 0.200153 0.190442 1049
1.52783e+13 0.0635514 0.0635514 0.0105568 0 0 0 0.406202 0.00788791 0.403083 0.19827 0.20007 535
2.46817e+13 0.0704225 0.0704225 0.0175724 0 0 0 0.461298 0.0121783 0.456031 0.181993 0.173966 213
3.83131e+13 0.0769231 0.0769231 0.030367 0 0 0 0.498023 0.015266 0.504469 0.113219 0.169051 78
5.82854e+13 0.05 0.05 0.05 0 0 0 0.566819 0.0380153 0.567167 0.197018 0.173549 20
9.46856e+13 0 0 0 0 0 0 0.534893 0.0583344 0.483853 0.267142 0.0560375 5
