#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.75 - 11.25
#HM   Stats: 1.408380e+11 (median) + 2.533800e+10  / - 3.736700e+10
#SM   Stats: 1.479210e+09 (median) + 9.363290e+09  / - 9.529150e+08
#VMP  Stats: 1.303400e+02 (median) + 2.303000e+01  / - 2.117999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.345442e-12 (median) + 4.109045e-12  / - 1.696596e-12
sfh 0.055623 0 0 0 #avg: 5.00143e-07; avg_err: 5.00143e-07; sd: 9.34344e-06; counts: 350
sfh 0.060123 0 0 0 #avg: 7.21237e-06; avg_err: 7.21237e-06; sd: 0.000134738; counts: 350
sfh 0.062373 0 0 0 #avg: 1.28382e-05; avg_err: 1.28382e-05; sd: 0.000239837; counts: 350
sfh 0.064623 0 0 0 #avg: 0.0346304; avg_err: 0.033721; sd: 0.62996; counts: 350
sfh 0.066873 0 0 0 #avg: 0.0084212; avg_err: 0.00769759; sd: 0.143803; counts: 350
sfh 0.069123 0 0 0 #avg: 0.00402703; avg_err: 0.00193552; sd: 0.0361586; counts: 350
sfh 0.071373 0 0 0 #avg: 0.00573599; avg_err: 0.00318516; sd: 0.0595037; counts: 350
sfh 0.073623 0 0 0 #avg: 0.0128194; avg_err: 0.00644662; sd: 0.120433; counts: 350
sfh 0.075873 0 0 0 #avg: 0.0248101; avg_err: 0.00908897; sd: 0.169796; counts: 350
sfh 0.078123 0 0 0 #avg: 0.0419405; avg_err: 0.0156106; sd: 0.29163; counts: 350
sfh 0.080373 0 0 0 #avg: 0.0609353; avg_err: 0.0251732; sd: 0.470275; counts: 350
sfh 0.082623 0 0.00603192 0 #avg: 0.0646446; avg_err: 0.0188284; sd: 0.351744; counts: 350
sfh 0.085998 0 0.0268733 0 #avg: 0.0866746; avg_err: 0.0216932; sd: 0.405262; counts: 350
sfh 0.089373 0 0.0846819 0 #avg: 0.0997847; avg_err: 0.023514; sd: 0.439278; counts: 350
sfh 0.092748 0 0.140578 0 #avg: 0.114515; avg_err: 0.0252948; sd: 0.472546; counts: 350
sfh 0.096123 0.00147696 0.181738 0.00147696 #avg: 0.137047; avg_err: 0.0238173; sd: 0.444944; counts: 350
sfh 0.099498 0.00814229 0.172492 0.00814229 #avg: 0.175875; avg_err: 0.0337442; sd: 0.630393; counts: 350
sfh 0.102873 0.0189935 0.225143 0.0189935 #avg: 0.266992; avg_err: 0.0676037; sd: 1.26294; counts: 350
sfh 0.106248 0.0283271 0.227961 0.0283271 #avg: 0.377061; avg_err: 0.150326; sd: 2.80832; counts: 350
sfh 0.109623 0.0380329 0.2855 0.0380329 #avg: 0.438469; avg_err: 0.157429; sd: 2.94101; counts: 350
sfh 0.112998 0.0446495 0.368627 0.0446495 #avg: 0.371354; avg_err: 0.0717535; sd: 1.34047; counts: 350
sfh 0.116373 0.0530402 0.544443 0.0528182 #avg: 0.450116; avg_err: 0.0740543; sd: 1.38345; counts: 350
