#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.74925e+07 9.08318e+08 6.31856e+06 6.79528e+08 8.00967e+08 3.29079e+08 1.50642e+09 1.13845e+07 1.05478e+09 1.38931e+09 4.72732e+08 12421
1.57716e+08 9.47064e+08 1.07455e+07 6.87229e+08 8.25746e+08 3.35583e+08 1.48973e+09 1.88786e+07 1.05478e+09 1.2713e+09 4.49546e+08 5001
2.51113e+08 1.02017e+09 1.21511e+07 7.1696e+08 1.01017e+09 3.62958e+08 1.4559e+09 1.89397e+07 1.05478e+09 1.2713e+09 4.49546e+08 4617
3.99806e+08 1.07278e+09 1.2251e+07 7.91253e+08 1.00546e+09 4.29635e+08 1.50232e+09 1.8648e+07 1.16825e+09 1.27584e+09 5.63017e+08 4579
6.27916e+08 1.08515e+09 1.27699e+07 7.97294e+08 1.06072e+09 4.38814e+08 1.53702e+09 2.15014e+07 1.16825e+09 1.15783e+09 5.63017e+08 4463
9.94647e+08 1.13021e+09 1.45479e+07 8.1198e+08 1.10155e+09 4.46534e+08 1.59737e+09 2.27409e+07 1.16825e+09 1.39422e+09 5.63017e+08 3912
1.57726e+09 1.18827e+09 1.66597e+07 8.29125e+08 1.21837e+09 4.59578e+08 1.65723e+09 2.48528e+07 1.28215e+09 1.28032e+09 6.76918e+08 3420
2.50824e+09 1.19597e+09 1.7811e+07 8.45988e+08 1.21776e+09 4.79657e+08 1.65577e+09 2.60638e+07 1.28215e+09 1.39907e+09 6.76918e+08 3047
3.96707e+09 1.22917e+09 1.99686e+07 8.58462e+08 1.22494e+09 4.1067e+08 1.81089e+09 2.94889e+07 1.39649e+09 1.52337e+09 7.91253e+08 2751
6.28151e+09 1.31178e+09 2.25078e+07 9.06013e+08 1.32718e+09 4.56467e+08 1.86457e+09 3.15683e+07 1.39649e+09 1.64322e+09 7.91253e+08 2611
9.96471e+09 1.41609e+09 2.65105e+07 9.41735e+08 1.50959e+09 4.88708e+08 1.93554e+09 3.27134e+07 1.51125e+09 1.64866e+09 7.94287e+08 2279
1.58376e+10 1.51328e+09 3.00443e+07 1.0173e+09 1.62078e+09 5.59136e+08 2.06772e+09 3.61986e+07 1.62642e+09 1.77491e+09 9.0946e+08 2143
2.48973e+10 1.65708e+09 3.41588e+07 1.05481e+09 1.9849e+09 6.00054e+08 2.22591e+09 4.13362e+07 1.74201e+09 1.90202e+09 1.02505e+09 2076
3.93962e+10 1.87795e+09 3.90809e+07 1.28215e+09 2.26948e+09 7.95513e+08 2.33181e+09 4.3096e+07 1.8521e+09 2.28092e+09 1.13514e+09 1829
6.24226e+10 1.93417e+09 4.64359e+07 1.27584e+09 2.22604e+09 7.83623e+08 2.48396e+09 4.9862e+07 1.85802e+09 2.64455e+09 1.14106e+09 1561
9.70424e+10 1.99648e+09 5.81778e+07 1.27584e+09 2.50654e+09 7.83623e+08 2.54865e+09 6.20653e+07 1.97444e+09 2.65178e+09 1.25748e+09 1022
1.51742e+11 2.20345e+09 9.45806e+07 1.37429e+09 2.90714e+09 7.91303e+08 2.56203e+09 9.19553e+07 1.85802e+09 3.01613e+09 1.14106e+09 450
2.3461e+11 2.39064e+09 1.91574e+08 1.74201e+09 3.13214e+09 1.17054e+09 2.31861e+09 1.71539e+08 1.6645e+09 2.71465e+09 9.47539e+08 115
3.73339e+11 2.5456e+09 4.09954e+08 2.20847e+09 2.07297e+09 1.37934e+09 1.4635e+09 2.58946e+08 1.26673e+09 1.15918e+09 8.1198e+08 22
5.67907e+11 2.74079e+09 5.95676e+07 2.80036e+09 0 1.19135e+08 6.61171e+08 3.01629e+08 9.628e+08 0 6.03258e+08 2
