#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8742 0.00034056 0.00034056 1.7242e-05 0 0 0 0.000339971 5.2006e-06 0 0 0 1145173
62.8009 0.000737286 0.000737286 3.26356e-05 0 0 0 0.000796196 9.97269e-06 0 0 0 691726
79.6168 0.00296091 0.00296848 7.50455e-05 0 0 0 0.00229486 2.20033e-05 0 0 0 528216
98.2981 0.00781543 0.00787145 0.000161556 0 0 0 0.00502232 4.84848e-05 0 0 0 303502
123.664 0.018381 0.0185932 0.000390299 0 0 0 0.0108848 0.000125737 0 0 0 122572
155.124 0.0349619 0.0355032 0.000892648 0 0 0 0.0218749 0.00031103 0 0.0252446 0 44334
194.742 0.048962 0.0495573 0.0018957 0 0 0 0.0338137 0.00070375 0 0.0671005 0 13439
243.912 0.0576675 0.0583119 0.00425577 0 0 0 0.0419705 0.00151 0 0.0953554 0 3104
306.366 0.0817844 0.0855019 0.0126275 0 0 0 0.0491098 0.00406057 0 0.11945 0 538
381.91 0.0897436 0.0897436 0.0325715 0 0 0 0.0622525 0.0113878 0 0.158895 0 78
484.981 0 0 0 0 0 0 0.0429636 0.0195256 0.0738848 0.00425915 0.0738848 4
