#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.97273e+07 4.65491e+08 6.98918e+06 3.94861e+08 2.33409e+08 7.22352e+07 1.54191e+09 1.88137e+07 1.57905e+09 5.15283e+08 6.34393e+08 714
1.56923e+08 4.8242e+08 1.02017e+07 4.01037e+08 2.86542e+08 7.91837e+07 1.42371e+09 2.64e+07 1.39517e+09 5.89866e+08 5.17181e+08 391
2.53139e+08 4.90607e+08 1.01285e+07 4.21578e+08 2.3625e+08 1.05738e+08 1.37444e+09 2.42641e+07 1.33261e+09 6.52428e+08 5.21825e+08 434
3.93973e+08 5.26319e+08 1.12828e+07 4.36884e+08 3.01821e+08 1.12104e+08 1.31932e+09 2.25961e+07 1.33261e+09 5.40147e+08 5.89564e+08 498
6.31765e+08 5.22046e+08 1.08593e+07 4.3338e+08 2.91063e+08 1.10234e+08 1.25299e+09 2.22838e+07 1.26943e+09 5.46096e+08 5.94649e+08 541
9.93289e+08 5.29038e+08 1.09975e+07 4.42101e+08 2.65513e+08 1.06126e+08 1.21704e+09 2.23707e+07 1.20565e+09 6.09881e+08 5.30864e+08 549
1.60599e+09 5.37976e+08 1.01077e+07 4.50623e+08 3.3048e+08 1.20144e+08 1.21557e+09 2.10733e+07 1.20565e+09 6.09881e+08 5.99643e+08 636
2.49455e+09 5.51396e+08 1.17629e+07 4.50623e+08 3.17635e+08 1.20144e+08 1.12708e+09 2.2252e+07 1.0763e+09 6.80662e+08 5.39586e+08 581
3.95244e+09 5.57103e+08 1.0968e+07 4.72159e+08 3.10164e+08 1.36184e+08 1.07946e+09 2.1282e+07 1.01076e+09 6.87579e+08 4.74045e+08 600
6.29199e+09 5.59365e+08 1.16903e+07 4.626e+08 3.22487e+08 1.25233e+08 1.04256e+09 2.04568e+07 1.01076e+09 6.28269e+08 4.74045e+08 596
1.00132e+10 5.6177e+08 1.1422e+07 4.70295e+08 3.32195e+08 1.32929e+08 1.07523e+09 2.20024e+07 1.01076e+09 6.87579e+08 4.74045e+08 559
1.58912e+10 5.7351e+08 1.21017e+07 4.95451e+08 2.58234e+08 1.56803e+08 1.00426e+09 2.15092e+07 9.44654e+08 5.73748e+08 4.07939e+08 514
2.49016e+10 5.73163e+08 1.18245e+07 4.82917e+08 3.27871e+08 1.4555e+08 1.02704e+09 2.13399e+07 9.44654e+08 6.94375e+08 4.07939e+08 540
3.97498e+10 5.686e+08 1.2316e+07 4.73473e+08 3.31871e+08 1.29628e+08 1.00331e+09 2.28664e+07 8.77994e+08 7.01053e+08 3.60165e+08 482
6.23638e+10 5.55472e+08 1.33944e+07 4.626e+08 3.4217e+08 1.21322e+08 1.05469e+09 2.52478e+07 1.01076e+09 5.68287e+08 4.74045e+08 383
9.81295e+10 5.20844e+08 1.46057e+07 4.54619e+08 2.5944e+08 1.2686e+08 1.13403e+09 3.28198e+07 1.0763e+09 6.80662e+08 4.70296e+08 243
1.54427e+11 4.96463e+08 1.91123e+07 4.50623e+08 2.07205e+08 1.17371e+08 1.02953e+09 4.86041e+07 9.44654e+08 7.53685e+08 4.07939e+08 106
2.42508e+11 4.48152e+08 2.91762e+07 3.87959e+08 1.9653e+08 5.47061e+07 1.23269e+09 8.68724e+07 1.20565e+09 5.51314e+08 5.30864e+08 38
4.10542e+11 5.85215e+08 1.32109e+08 6.06006e+08 5.91969e+08 2.92342e+08 9.26431e+08 2.46115e+08 7.26607e+08 1.31346e+09 3.66442e+08 6
