#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.75 - 11.25
#HM   Stats: 8.295590e+10 (median) + 4.489710e+10  / - 2.051470e+10
#SM   Stats: 2.188820e+08 (median) + 3.827580e+08  / - 1.338859e+08
#VMP  Stats: 1.041700e+02 (median) + 1.663000e+01  / - 1.233000e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.153875e-09 (median) + 1.187852e-09  / - 5.574363e-10
sfh 0.055623 0 0 0 #avg: 5.87197e-09; avg_err: 5.87197e-09; sd: 3.33576e-06; counts: 322718
sfh 0.060123 0 0 0 #avg: 3.32608e-05; avg_err: 1.30963e-05; sd: 0.0074398; counts: 322718
sfh 0.062373 0 0 0 #avg: 0.000107892; avg_err: 3.16284e-05; sd: 0.0179675; counts: 322718
sfh 0.064623 0 0 0 #avg: 0.000358736; avg_err: 0.00010509; sd: 0.0596998; counts: 322718
sfh 0.066873 0 0 0 #avg: 0.000562757; avg_err: 9.23576e-05; sd: 0.0524667; counts: 322718
sfh 0.069123 0 0 0 #avg: 0.000932011; avg_err: 0.000101072; sd: 0.057417; counts: 322718
sfh 0.071373 0 0 0 #avg: 0.0014871; avg_err: 0.000122056; sd: 0.069338; counts: 322718
sfh 0.073623 0 0 0 #avg: 0.0024147; avg_err: 0.00014893; sd: 0.0846046; counts: 322718
sfh 0.075873 0 0 0 #avg: 0.00348777; avg_err: 0.000156159; sd: 0.0887111; counts: 322718
sfh 0.078123 0 0 0 #avg: 0.00507927; avg_err: 0.000196397; sd: 0.11157; counts: 322718
sfh 0.080373 0 0 0 #avg: 0.00707987; avg_err: 0.000222028; sd: 0.12613; counts: 322718
sfh 0.082623 0 0 0 #avg: 0.00846517; avg_err: 0.000236894; sd: 0.134575; counts: 322718
