#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.92328e+09 4.75389e+08 4.8628e+06 4.2435e+08 2.10042e+08 9.95702e+07 1.56007e+09 9.81471e+06 1.57905e+09 3.50221e+08 3.73398e+08 1298
1.59021e+10 4.32457e+08 5.04335e+06 3.90856e+08 1.49291e+08 6.82307e+07 1.73333e+09 1.26738e+07 1.75696e+09 3.37367e+08 3.61789e+08 756
2.49872e+10 4.27998e+08 5.52078e+06 3.77135e+08 1.76941e+08 6.34706e+07 1.75582e+09 1.49024e+07 1.81553e+09 3.32289e+08 4.82918e+08 669
3.96448e+10 4.28067e+08 5.97666e+06 3.77759e+08 1.72915e+08 5.8886e+07 1.77296e+09 1.73092e+07 1.81553e+09 3.32289e+08 4.20356e+08 551
6.28337e+10 4.36282e+08 6.56255e+06 3.77759e+08 1.79312e+08 6.19188e+07 1.69359e+09 1.79266e+07 1.75696e+09 3.90856e+08 5.51314e+08 621
1.00947e+11 4.62708e+08 6.74528e+06 4.06005e+08 2.03876e+08 8.57429e+07 1.52481e+09 1.94609e+07 1.57905e+09 4.61019e+08 5.68287e+08 635
1.58844e+11 4.81764e+08 7.58349e+06 4.01037e+08 2.54355e+08 7.91837e+07 1.3936e+09 1.81603e+07 1.39517e+09 5.34093e+08 5.17181e+08 751
2.50386e+11 5.11339e+08 7.64063e+06 4.36884e+08 2.7073e+08 1.12104e+08 1.29014e+09 1.731e+07 1.26943e+09 5.46096e+08 5.26385e+08 845
3.98339e+11 5.23495e+08 8.79913e+06 4.2435e+08 3.07141e+08 9.6591e+07 1.15233e+09 1.78458e+07 1.0763e+09 6.80662e+08 4.70296e+08 858
6.27008e+11 5.34858e+08 8.72857e+06 4.50623e+08 2.92426e+08 1.14648e+08 1.0388e+09 1.70754e+07 9.44654e+08 6.34393e+08 4.07939e+08 851
9.92345e+11 5.58527e+08 1.01738e+07 4.70295e+08 3.10807e+08 1.31647e+08 9.30014e+08 1.78068e+07 8.10788e+08 5.84386e+08 3.43845e+08 673
1.55529e+12 5.4276e+08 1.06128e+07 4.66483e+08 2.7972e+08 1.27835e+08 8.54529e+08 1.94743e+07 7.43049e+08 5.26385e+08 2.76105e+08 461
2.45849e+12 5.52344e+08 1.47836e+07 4.7771e+08 2.48897e+08 1.36432e+08 7.76359e+08 2.33991e+07 6.74785e+08 4.66483e+08 2.07841e+08 249
3.77287e+12 5.41297e+08 2.16294e+07 4.50623e+08 2.88082e+08 1.13256e+08 8.2821e+08 3.25885e+07 7.43049e+08 5.26385e+08 2.76105e+08 136
6.0953e+12 5.14118e+08 3.47262e+07 4.42101e+08 3.00948e+08 1.06126e+08 7.85722e+08 5.95477e+07 6.74785e+08 4.99467e+08 2.07841e+08 44
9.89687e+12 5.3413e+08 4.49051e+07 4.66944e+08 1.90884e+08 8.406e+07 7.34307e+08 7.78503e+07 6.74785e+08 2.03209e+08 2.07841e+08 20
1.6076e+13 4.86801e+08 6.13355e+07 4.7771e+08 2.83326e+08 1.71294e+08 1.00357e+09 1.49896e+08 1.20565e+09 1.89526e+08 7.38705e+08 6
2.55735e+13 6.06006e+08 6.06006e+08 6.06006e+08 0 0 7.26607e+08 7.26607e+08 7.26607e+08 0 0 1
