#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.72084e+07 8.0067e+08 2.79543e+06 5.82048e+08 6.70737e+08 2.35276e+08 1.50693e+09 6.01451e+06 1.05478e+09 1.38931e+09 4.89588e+08 47352
1.57638e+08 8.25623e+08 4.77673e+06 5.88031e+08 6.94121e+08 2.41259e+08 1.48747e+09 9.97348e+06 1.05478e+09 1.2713e+09 4.81022e+08 17854
2.5011e+08 8.71813e+08 5.58602e+06 6.05234e+08 7.79114e+08 2.5599e+08 1.46087e+09 1.04604e+07 1.05478e+09 1.2713e+09 4.49546e+08 15229
3.97658e+08 9.08503e+08 6.07646e+06 6.79528e+08 8.06491e+08 3.29079e+08 1.48676e+09 1.12269e+07 1.16825e+09 1.15783e+09 5.74475e+08 13599
6.28385e+08 9.38977e+08 6.71125e+06 6.87229e+08 8.25746e+08 3.35583e+08 1.51893e+09 1.21387e+07 1.16825e+09 1.27584e+09 5.63017e+08 12305
9.95087e+08 9.79945e+08 7.51681e+06 7.0208e+08 9.12884e+08 3.46937e+08 1.54433e+09 1.27355e+07 1.16825e+09 1.27584e+09 5.63017e+08 10902
1.57924e+09 1.00125e+09 8.24557e+06 7.11392e+08 9.31827e+08 3.5512e+08 1.61656e+09 1.42398e+07 1.28215e+09 1.28032e+09 6.76918e+08 9893
2.51114e+09 1.03612e+09 8.92017e+06 7.1696e+08 9.97565e+08 3.56372e+08 1.62805e+09 1.45144e+07 1.28215e+09 1.28032e+09 6.76918e+08 9151
3.97431e+09 1.08192e+09 9.82863e+06 7.88209e+08 9.86696e+08 4.24631e+08 1.73399e+09 1.58168e+07 1.39649e+09 1.40387e+09 7.91253e+08 8690
6.31596e+09 1.1513e+09 1.07704e+07 8.2046e+08 1.08737e+09 4.51665e+08 1.78707e+09 1.6362e+07 1.39649e+09 1.52337e+09 7.91253e+08 8438
9.98102e+09 1.2319e+09 1.20231e+07 8.31239e+08 1.23729e+09 3.83447e+08 1.85896e+09 1.61247e+07 1.51125e+09 1.52846e+09 7.94287e+08 8268
1.58703e+10 1.34619e+09 1.3592e+07 9.16284e+08 1.34526e+09 4.64993e+08 1.99789e+09 1.72043e+07 1.62642e+09 1.65403e+09 9.0946e+08 8256
2.51109e+10 1.47882e+09 1.47984e+07 9.84238e+08 1.49946e+09 5.26069e+08 2.13834e+09 1.81805e+07 1.62645e+09 2.01758e+09 9.09486e+08 8596
3.97999e+10 1.60695e+09 1.62637e+07 1.06184e+09 1.72106e+09 5.97007e+08 2.33149e+09 1.90959e+07 1.85802e+09 2.15234e+09 1.14106e+09 8509
6.27293e+10 1.72887e+09 1.84358e+07 1.14952e+09 1.93819e+09 6.7524e+08 2.46679e+09 2.1255e+07 1.90783e+09 2.36109e+09 1.11354e+09 7656
9.81122e+10 1.8734e+09 2.30274e+07 1.21316e+09 2.22432e+09 7.26526e+08 2.52327e+09 2.48797e+07 1.97444e+09 2.52813e+09 1.14531e+09 5731
1.52982e+11 2.09239e+09 3.44251e+07 1.37429e+09 2.66653e+09 8.06931e+08 2.43097e+09 3.258e+07 1.85802e+09 2.39794e+09 1.02889e+09 2923
2.37887e+11 2.2313e+09 6.17583e+07 1.53348e+09 2.76488e+09 9.28249e+08 2.14187e+09 4.93867e+07 1.71452e+09 1.9295e+09 9.97565e+08 976
3.73198e+11 2.52525e+09 1.31023e+08 1.97444e+09 2.60552e+09 1.25748e+09 1.6964e+09 9.87932e+07 1.18169e+09 1.66042e+09 6.87745e+08 217
5.96118e+11 2.98029e+09 3.01302e+08 2.09125e+09 2.41132e+09 5.57769e+08 1.42818e+09 2.31677e+08 9.628e+08 1.44852e+09 6.03258e+08 33
8.31772e+11 4.9984e+09 4.9984e+09 4.9984e+09 0 0 9.78049e+08 9.78049e+08 9.78049e+08 0 0 1
