#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.0149 0.0121502 0.000134022 1.02329e+08 495944 0 0 0 0.40935 0.000136857 0.403208 0.104578 0.098939 0.69995 0.000113645 0.706973 0.0807993 0.097007 0.94338 3.61344e-05 0.949736 0.0160302 0.0273819 668220
62.3512 0.0178937 0.000243305 1.13712e+08 772940 0 0 0 0.364395 0.000174014 0.359924 0.0872945 0.0843245 0.700684 0.000138225 0.705023 0.0676811 0.0772083 0.944102 4.46865e-05 0.948682 0.0138956 0.0214974 296864
78.8391 0.023723 0.000379349 1.69731e+08 1.35153e+06 0 0 0 0.380931 0.000228016 0.376806 0.0779829 0.0782088 0.709188 0.000168141 0.712959 0.0591713 0.0691427 0.942457 6.6008e-05 0.947395 0.0132743 0.0203646 160941
98.3299 0.0318527 0.000611025 2.66085e+08 2.48011e+06 0 4.93943e+08 0 0.410542 0.000329875 0.403058 0.0765353 0.0729626 0.705612 0.000227277 0.706618 0.0546261 0.0590523 0.927186 0.00012657 0.934378 0.018365 0.0293697 82599
123.675 0.0403479 0.00107023 4.26838e+08 5.13189e+06 0 9.39217e+08 0 0.426297 0.000506006 0.419863 0.0695438 0.0711612 0.648787 0.000383024 0.643555 0.057466 0.0524452 0.873055 0.000316858 0.882437 0.0392357 0.058387 33806
155.269 0.0569745 0.00209727 7.79545e+08 1.23947e+07 0 1.76342e+09 0 0.405713 0.000829478 0.396549 0.0681829 0.063565 0.567089 0.000735739 0.559442 0.0565779 0.0558754 0.78036 0.000796432 0.785021 0.0750532 0.083952 12216
195.316 0.102398 0.00469539 1.47956e+09 3.02117e+07 7.0445e+08 2.576e+09 7.0445e+08 0.365252 0.00160232 0.350743 0.0777751 0.0661591 0.496744 0.00161239 0.480708 0.0780165 0.0650673 0.699425 0.00184149 0.697834 0.111829 0.117482 4170
245.581 0.148844 0.00957104 2.48158e+09 6.89302e+07 1.49151e+09 3.90757e+09 1.15238e+09 0.317165 0.00275149 0.3052 0.0733924 0.0684597 0.42765 0.00311957 0.406664 0.0914111 0.0691133 0.630795 0.00421283 0.632622 0.161664 0.172714 1384
310.033 0.208531 0.0197998 3.49527e+09 1.45656e+08 2.58925e+09 4.45767e+09 2.02405e+09 0.282454 0.00564664 0.264021 0.0816399 0.0657062 0.379008 0.00630231 0.355984 0.0945801 0.070033 0.578711 0.0091717 0.540879 0.263883 0.151233 422
387.644 0.288136 0.0418701 4.03043e+09 3.08316e+08 3.00455e+09 4.97777e+09 2.30979e+09 0.266811 0.0102012 0.241702 0.0842129 0.0542437 0.367599 0.011826 0.335657 0.1124 0.0678685 0.547236 0.0179106 0.483768 0.300498 0.0991511 118
498.072 0.388889 0.0824022 3.30116e+09 4.08792e+08 2.68123e+09 3.87939e+09 1.63362e+09 0.256068 0.0232503 0.213845 0.0894768 0.0460923 0.344244 0.0236723 0.315837 0.121527 0.0813646 0.536423 0.0331126 0.480135 0.343835 0.108044 36
608.555 0.142857 0.142857 3.89462e+09 1.17806e+09 2.88369e+09 3.11237e+09 2.31418e+09 0.222401 0.0144514 0.214111 0.0286507 0.0283964 0.2951 0.018566 0.278438 0.0571642 0.0117152 0.43015 0.039999 0.395211 0.106093 0.0331488 7
741.527 0.25 0.25 2.93301e+09 1.35603e+09 3.76585e+09 2.62789e+09 3.27801e+09 0.214621 0.0557792 0.188475 0.190341 0.0519281 0.350753 0.0802213 0.280454 0.310179 0.0279568 0.556137 0.14145 0.565448 0.387242 0.226268 4
