#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8969e+09 0.000525791 0.000525791 2.26836e-05 0 0 0 0.000460532 6.72222e-06 0 0 0 1021319
1.58071e+10 0.00150152 0.00150597 5.80063e-05 0 0 0 0.00113559 1.72276e-05 0 0 0 449545
2.49763e+10 0.00278408 0.00278905 8.32597e-05 0 0 0 0.00205017 2.48585e-05 0 0 0 402646
3.92433e+10 0.00409829 0.0041286 0.000112459 0 0 0 0.00288495 3.37542e-05 0 0 0 329894
6.17284e+10 0.00631757 0.00638372 0.00017492 0 0 0 0.00425101 5.5567e-05 0 0 0 211632
9.78561e+10 0.0107182 0.0108254 0.000300209 0 0 0 0.006734 9.66742e-05 0 0 0 121196
1.54914e+11 0.0173961 0.0176482 0.000514386 0 0 0 0.0107613 0.000171953 0 0 0 67429
2.44787e+11 0.0240386 0.0243175 0.000822936 0 0 0 0.015671 0.000290023 0 0.0104233 0 35859
3.88017e+11 0.0289775 0.0294216 0.00127852 0 0 0 0.0205661 0.000466717 0 0.024659 0 18014
6.12868e+11 0.0371834 0.0372996 0.00204938 0 0 0 0.0268173 0.000745829 0 0.0468406 0 8606
9.65618e+11 0.0418919 0.0427027 0.00338966 0 0 0 0.0313397 0.00118714 0 0.0652286 0 3700
1.52865e+12 0.0526316 0.0540735 0.00624381 0 0 0 0.0346713 0.00191861 0 0.0773851 0 1387
2.40051e+12 0.0602911 0.0602911 0.0108643 0 0 0 0.0367907 0.00350814 0 0.0949045 0 481
3.85532e+12 0.0980392 0.104575 0.0264962 0 0 0 0.048861 0.0074387 0 0.108251 0 153
5.99628e+12 0.0444444 0.0444444 0.0310678 0 0 0 0.0625676 0.0170258 0 0.158895 0 45
9.86412e+12 0 0 0 0 0 0 0.0907494 0.0385321 0.0738848 0.0107901 0.054059 7
1.62206e+13 0 0 0 0 0 0 0 0 0 0 0 1
