#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.68313e+07 0.0762736 0.0894924 0.00038158 0 0 0 0.0196134 5.92991e-05 0 0.0316173 0 763003
1.57067e+08 0.0785087 0.0916987 0.000649963 0 0 0 0.0203643 0.000103261 0 0.0345397 0 267550
2.48669e+08 0.0843208 0.0986267 0.000758987 0 0 0 0.0218962 0.000121909 0 0.0380133 0 209284
3.94285e+08 0.0917381 0.10809 0.000899228 0 0 0 0.0240395 0.00014606 0 0.0444527 0 164381
6.25541e+08 0.101167 0.118772 0.00105147 0 0 0 0.026749 0.000174915 0 0.0530498 0 129627
9.91636e+08 0.114466 0.134884 0.0012448 0 0 0 0.030583 0.000210267 0 0.0641924 0 104660
1.5729e+09 0.130726 0.155481 0.00147532 0 0 0 0.0351417 0.000254222 0 0.0784899 0 85515
2.49427e+09 0.147749 0.176661 0.00172102 0 0 0 0.0406642 0.000304336 0 0.0944265 0 70870
3.95541e+09 0.172758 0.208213 0.00201182 0 1 0 0.0489935 0.000374926 0 0.11629 0 60246
6.27935e+09 0.202314 0.249072 0.0024012 0 1 0 0.0596383 0.000467482 0 0.143025 0 50901
9.94379e+09 0.240916 0.305158 0.00288483 0 1 0 0.0745266 0.000599251 0.00854568 0.168925 0.00854568 43430
1.57866e+10 0.293863 0.388917 0.00350984 0 1 0 0.0986515 0.000782593 0.0202641 0.211456 0.0202641 38147
2.49923e+10 0.358432 0.501425 0.00426365 0 1 0 0.130557 0.000992155 0.0442838 0.256806 0.0442838 33694
3.96241e+10 0.424429 0.621844 0.00494514 0 1 0 0.17132 0.00121412 0.0810229 0.315818 0.0810229 30104
6.26089e+10 0.498186 0.749452 0.00576551 0 2 0 0.219294 0.00148105 0.136814 0.357462 0.136814 25089
9.86079e+10 0.546465 0.832014 0.00671293 1 1 1 0.276101 0.00186032 0.206372 0.386419 0.197958 19079
1.54664e+11 0.558144 0.830134 0.00838697 1 1 1 0.36426 0.00253733 0.335033 0.363502 0.29065 11721
2.43705e+11 0.529835 0.765432 0.0114843 1 1 1 0.497645 0.00344868 0.549042 0.230508 0.398651 5832
3.83163e+11 0.41375 0.573333 0.0162218 0 1 0 0.654735 0.00426417 0.723633 0.114399 0.311959 2400
6.04994e+11 0.287719 0.361404 0.0215574 0 1 0 0.760303 0.00468647 0.796059 0.0767688 0.142327 855
9.58561e+11 0.230469 0.296875 0.0386343 0 1 0 0.801686 0.0065199 0.822249 0.0666457 0.0943142 256
1.47577e+12 0.0652174 0.0652174 0.036807 0 0 0 0.848788 0.00985562 0.863208 0.0390209 0.069499 46
