#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.2606 0.0668031 0.0778651 0.00015675 0 0 0 0.0100356 1.81533e-05 0 0.00590784 0 3926163
62.0646 0.0606798 0.0716836 0.000302266 0 0 0 0.00869058 2.95297e-05 0 0.00876775 0 1001107
78.2838 0.0757084 0.0892839 0.000503059 0 0 0 0.0106161 4.95476e-05 0 0.00944782 0 440942
98.5898 0.114024 0.135477 0.00089512 0 0 0 0.0160864 9.37758e-05 0 0.0264832 0 205991
123.882 0.200427 0.247584 0.00177535 0 1 0 0.0298817 0.00020486 0 0.0649035 0 93116
155.958 0.363164 0.493187 0.00373037 0 1 0 0.0630341 0.000485434 0.0115773 0.136241 0.0115773 40439
196.212 0.639191 1.0144 0.00748777 1 1 1 0.155103 0.00120438 0.106223 0.221197 0.100017 17009
247.114 0.855823 1.51643 0.0122324 1 1 0 0.329208 0.00247347 0.318796 0.240804 0.220153 6818
310.037 0.903189 1.49886 0.0177233 1 1 0 0.497943 0.0037494 0.518239 0.176022 0.227839 2634
389.731 0.832 1.264 0.0276237 1 1 1 0.622415 0.00503526 0.653041 0.121265 0.186482 1000
490.505 0.714286 1.10794 0.0545503 1 1 1 0.699581 0.00783038 0.721638 0.106338 0.156526 315
611 0.6 0.852632 0.0859287 1 1 1 0.73855 0.0145501 0.759078 0.102529 0.127155 95
783.321 0.608696 0.73913 0.156763 1 0 1 0.791647 0.023576 0.817421 0.0883695 0.158344 23
1017.8 0.6 0.6 0.244949 1 0 1 0.849 0.0242121 0.824662 0.116485 0.0183538 5
1227.55 0.333333 0.333333 0.333333 0 1 0 0.653501 0.212054 0.821515 0.0852179 0.589257 3
