#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
41.8004 1 0 1.08573e+08 6.18951e+07 0 3.60165e+08 0 0.178371 0.00652894 0.167789 0.0305211 0.0070904 0.18891 0.00726391 0.182901 0.0210533 0.0136039 0.219141 0.0101231 0.20879 0.0406399 0.0311533 17
61.5514 1 0 1.78905e+08 1.78905e+08 0 5.36715e+08 0 0.210262 0.0463248 0.188795 0.110254 0.045853 0.233405 0.0447883 0.250414 0.0506497 0.101679 0.242183 0.0456893 0.270737 0.0323422 0.118004 3
77.1842 1 0 3.73828e+08 1.92158e+08 0 1.0763e+09 0 0.172314 0.0158302 0.155033 0.0442297 0.00822806 0.222581 0.0176225 0.220294 0.0654635 0.0485949 0.257593 0.0143988 0.256082 0.0474159 0.0310501 8
101.487 1 0 2.68174e+08 8.37796e+07 0 5.36715e+08 0 0.163953 0.00561538 0.160451 0.0284486 0.0227646 0.213957 0.00689365 0.216506 0.0329269 0.0440399 0.258921 0.00668315 0.271585 0.0216048 0.0547761 32
130.196 1 0 2.91728e+08 3.35003e+07 0 7.43049e+08 0 0.178252 0.00302205 0.176326 0.0463836 0.0375904 0.237776 0.00288357 0.244867 0.0338725 0.0483692 0.280459 0.00212595 0.288906 0.015566 0.0376764 182
162.671 1 0 3.51669e+08 1.52267e+07 0 8.0249e+08 0 0.186405 0.00138456 0.185165 0.0466072 0.0431577 0.248877 0.00119352 0.254479 0.0319449 0.0430097 0.288219 0.000901867 0.295045 0.0167078 0.029792 918
202.664 0.99963 0.000369549 4.47219e+08 9.52805e+06 3.60165e+08 5.84489e+08 3.60165e+08 0.192796 0.000829973 0.190843 0.0495528 0.0421932 0.25198 0.000715938 0.258662 0.0307338 0.0451086 0.288792 0.000572958 0.296384 0.0186145 0.0354051 2706
251.946 1 0 5.6089e+08 8.53506e+06 4.66944e+08 6.74324e+08 4.66944e+08 0.198204 0.000648129 0.198523 0.0453874 0.0459898 0.251719 0.000572693 0.258861 0.0294972 0.0456987 0.285036 0.000496235 0.293277 0.0200079 0.0391974 4244
314.512 0.999756 0.000244499 7.00772e+08 9.0872e+06 6.06006e+08 6.63428e+08 6.06006e+08 0.189925 0.000623994 0.18957 0.0422809 0.0404144 0.242374 0.000593965 0.247442 0.0329787 0.0434306 0.276222 0.000543638 0.283975 0.0241679 0.0413392 4090
391.972 1 0 8.68297e+08 1.21917e+07 8.10788e+08 7.07614e+08 4.50623e+08 0.179241 0.000735198 0.17849 0.0367376 0.0351076 0.227934 0.000769607 0.229863 0.0353973 0.0396214 0.264962 0.000772916 0.269989 0.0319464 0.0438008 2345
491.527 1 0 1.0274e+09 1.85937e+07 1.01076e+09 6.28269e+08 5.43816e+08 0.167419 0.00100995 0.166449 0.0334999 0.0294344 0.215355 0.00118155 0.214248 0.0355539 0.0358973 0.257711 0.00125048 0.259049 0.0390702 0.0418691 999
616.65 1 0 1.29948e+09 3.19045e+07 1.26943e+09 5.46096e+08 5.94649e+08 0.155008 0.0017358 0.154771 0.0299449 0.0276798 0.201472 0.0025613 0.200108 0.035862 0.0395261 0.251134 0.00291925 0.250564 0.0618412 0.0507017 275
766.246 1 0 1.52916e+09 6.66492e+07 1.45711e+09 7.95306e+08 4.46348e+08 0.145345 0.00361126 0.141174 0.0328182 0.0244881 0.187608 0.00508555 0.181851 0.0356775 0.0330251 0.247001 0.00649022 0.240213 0.0728054 0.0436616 62
971.228 1 0 1.46699e+09 9.72454e+07 1.45711e+09 2.99855e+08 1.87674e+08 0.155274 0.00772924 0.156468 0.0178839 0.0139105 0.217885 0.0220273 0.197272 0.114703 0.0351254 0.282007 0.0191564 0.322947 0.00266257 0.107614 8
