#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.28433e+09 0.0474732 0.0474732 0.00832797 0 0 0 0.0949763 0.00360598 0.0640986 0.107047 0.0522404 653
1.52931e+10 0.113636 0.159091 0.0722866 0 0 0 0.116001 0.0192628 0.0836884 0.102781 0.0710905 44
2.42586e+10 0 0 0 0 0 0 0.0980741 0.0771602 0.022537 0.0294395 0.0145683 9
4.2748e+10 0 0 0 0 0 0 0.212416 0.0892765 0.0991041 0.559891 0.0753572 9
6.63239e+10 0.0689655 0.0689655 0.0478872 0 0 0 0.169573 0.0287258 0.0886718 0.291716 0.0639916 29
1.06299e+11 0.144578 0.144578 0.038836 0 0 0 0.146785 0.0164857 0.0754547 0.236329 0.0673391 83
1.65261e+11 0.120907 0.13602 0.0193157 0 0 0 0.137444 0.0076849 0.0841503 0.170223 0.0616998 397
2.62827e+11 0.151097 0.160032 0.0111273 0 0 0 0.151534 0.00440093 0.097654 0.193655 0.074553 1231
4.11294e+11 0.12694 0.134389 0.00642798 0 0 0 0.16703 0.00275448 0.116695 0.206309 0.0929482 3222
6.46736e+11 0.120805 0.129115 0.00454169 0 0 0 0.183816 0.00199807 0.141372 0.203764 0.103667 6258
1.01354e+12 0.105374 0.111803 0.00336878 0 0 0 0.189851 0.00156398 0.148363 0.203528 0.110147 9955
1.59624e+12 0.105912 0.111742 0.00288327 0 0 0 0.201997 0.00131908 0.170873 0.189705 0.118383 13379
2.49914e+12 0.0965055 0.101298 0.00272773 0 0 0 0.231366 0.00132202 0.208478 0.182075 0.139071 13564
3.93281e+12 0.0914109 0.095247 0.00296335 0 0 0 0.271247 0.00155497 0.254799 0.183739 0.155181 10688
6.19828e+12 0.0812004 0.0838482 0.00347575 0 0 0 0.304823 0.00199125 0.297996 0.17732 0.172052 6798
9.81322e+12 0.0758604 0.0780417 0.0043012 0 0 0 0.330605 0.00253962 0.329238 0.171082 0.176642 4126
1.55477e+13 0.0876356 0.0911063 0.00624122 0 0 0 0.331556 0.00345049 0.337037 0.170224 0.197262 2305
2.46095e+13 0.0896027 0.090448 0.00842795 0 0 0 0.3378 0.00492539 0.340953 0.177312 0.188356 1183
3.86082e+13 0.0921875 0.0953125 0.0120301 0 0 0 0.310439 0.00680073 0.308404 0.182069 0.198122 640
6.07187e+13 0.0750853 0.0750853 0.0154219 0 0 0 0.29818 0.010194 0.306869 0.175015 0.211456 293
9.53181e+13 0.0601504 0.0601504 0.0206948 0 0 0 0.285178 0.0135012 0.277261 0.173669 0.166979 133
1.41025e+14 0.0638298 0.0638298 0.0360421 0 0 0 0.230113 0.0253325 0.181705 0.201901 0.130028 47
2.34044e+14 0.0909091 0.0909091 0.0909091 0 0 0 0.148632 0.0330345 0.108849 0.14595 0.0867838 11
6.03436e+14 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
