#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.75379e+07 9.00844e+08 6.42734e+06 6.76918e+08 7.7097e+08 3.26469e+08 1.53172e+09 1.18732e+07 1.16825e+09 1.27584e+09 5.63017e+08 11831
1.57723e+08 9.41155e+08 1.0993e+07 6.84684e+08 8.26562e+08 3.34236e+08 1.51714e+09 1.96523e+07 1.05478e+09 1.38931e+09 4.49546e+08 4749
2.51098e+08 1.00971e+09 1.2308e+07 7.13623e+08 1.0009e+09 3.59622e+08 1.48392e+09 1.99767e+07 1.05478e+09 1.2713e+09 4.49546e+08 4422
4.00149e+08 1.06214e+09 1.24564e+07 7.91253e+08 9.83652e+08 4.31711e+08 1.54271e+09 1.99162e+07 1.16825e+09 1.39422e+09 5.63017e+08 4356
6.28112e+08 1.08441e+09 1.32048e+07 7.94287e+08 1.06434e+09 4.36896e+08 1.57071e+09 2.26919e+07 1.16825e+09 1.27584e+09 5.63017e+08 4271
9.94497e+08 1.11561e+09 1.46875e+07 8.00274e+08 1.07748e+09 4.37659e+08 1.61861e+09 2.35129e+07 1.28215e+09 1.28032e+09 6.76918e+08 3729
1.57759e+09 1.19622e+09 1.72305e+07 8.31239e+08 1.23729e+09 4.62445e+08 1.6991e+09 2.65141e+07 1.28215e+09 1.39907e+09 6.76918e+08 3285
2.5087e+09 1.19024e+09 1.83944e+07 8.31239e+08 1.23251e+09 4.65794e+08 1.71329e+09 2.84132e+07 1.28215e+09 1.39907e+09 6.76918e+08 2877
3.96784e+09 1.22132e+09 2.05994e+07 8.48257e+08 1.22553e+09 4.49215e+08 1.84582e+09 3.04979e+07 1.51125e+09 1.40861e+09 8.36939e+08 2616
6.2784e+09 1.30838e+09 2.34569e+07 8.62121e+08 1.36355e+09 4.12641e+08 1.9194e+09 3.44947e+07 1.51125e+09 1.52846e+09 8.28639e+08 2473
9.95738e+09 1.42381e+09 2.82988e+07 9.41735e+08 1.50959e+09 4.90444e+08 2.02412e+09 3.72671e+07 1.53348e+09 1.74696e+09 8.16524e+08 2178
1.58592e+10 1.52167e+09 3.17946e+07 9.77827e+08 1.66673e+09 5.248e+08 2.2007e+09 4.06899e+07 1.74201e+09 1.78051e+09 1.02505e+09 2060
2.49591e+10 1.67785e+09 3.6883e+07 1.05478e+09 1.94502e+09 6.03489e+08 2.33681e+09 4.5188e+07 1.74201e+09 2.02384e+09 1.02505e+09 1998
3.94435e+10 1.93879e+09 4.3928e+07 1.25278e+09 2.43491e+09 7.74108e+08 2.55422e+09 5.10148e+07 1.87146e+09 2.5077e+09 1.1545e+09 1775
6.23557e+10 2.02567e+09 5.10392e+07 1.28032e+09 2.4817e+09 7.96194e+08 2.83113e+09 5.88711e+07 2.09125e+09 2.83467e+09 1.29697e+09 1537
9.69086e+10 2.18559e+09 6.71285e+07 1.33871e+09 2.81848e+09 8.48594e+08 2.86031e+09 7.42821e+07 2.09125e+09 3.09393e+09 1.26213e+09 1005
1.48461e+11 2.55195e+09 1.27947e+08 1.40387e+09 3.89563e+09 8.19825e+08 2.8818e+09 1.11041e+08 2.24472e+09 3.02341e+09 1.4156e+09 390
2.21919e+11 2.99387e+09 3.68167e+08 1.85802e+09 4.5744e+09 1.17849e+09 2.52569e+09 2.66506e+08 1.74201e+09 3.32188e+09 9.35956e+08 61
3.86115e+11 1.10341e+09 1.64053e+08 1.08462e+09 3.11866e+08 2.55496e+08 2.46742e+09 4.43525e+08 2.68123e+09 4.24858e+08 1.06626e+09 3
