#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.11103e+07 5.0321e+08 1.01294e+07 4.21578e+08 2.67374e+08 9.38185e+07 3.99074e+09 2.91487e+07 4.10191e+09 5.21663e+08 7.07614e+08 496
1.57898e+08 5.34714e+08 1.65492e+07 4.28905e+08 3.2478e+08 1.07052e+08 3.87325e+09 4.13767e+07 3.97868e+09 5.89866e+08 7.89168e+08 287
2.48267e+08 5.16666e+08 1.39492e+07 4.37779e+08 2.69674e+08 1.12999e+08 3.88099e+09 4.50723e+07 4.04061e+09 5.27933e+08 7.82323e+08 303
3.94388e+08 5.49819e+08 1.47812e+07 4.626e+08 2.90045e+08 1.29347e+08 3.75138e+09 4.71729e+07 3.85294e+09 7.15607e+08 8.0249e+08 293
6.34299e+08 5.78224e+08 1.79511e+07 4.73838e+08 3.4773e+08 1.46079e+08 3.58015e+09 4.86387e+07 3.78915e+09 6.67111e+08 1.09468e+09 354
1.00839e+09 5.82594e+08 1.87058e+07 4.70295e+08 3.63393e+08 1.51336e+08 3.39784e+09 5.79264e+07 3.59426e+09 8.0477e+08 1.26707e+09 329
1.57549e+09 6.8096e+08 2.43231e+07 5.34724e+08 4.20566e+08 1.88713e+08 3.25232e+09 6.00387e+07 3.52816e+09 8.12309e+08 1.42586e+09 358
2.52485e+09 6.35292e+08 1.93302e+07 4.9269e+08 4.55463e+08 1.65034e+08 2.94643e+09 6.07557e+07 3.25829e+09 9.64245e+08 1.92795e+09 420
3.96783e+09 6.8998e+08 2.16503e+07 5.32304e+08 4.24031e+08 1.76326e+08 2.73072e+09 6.27313e+07 3.05045e+09 1.05146e+09 2.11694e+09 442
6.3609e+09 6.69472e+08 1.93665e+07 5.12454e+08 5.54049e+08 1.61181e+08 2.50371e+09 6.04924e+07 2.54895e+09 1.36717e+09 1.61544e+09 448
1.00586e+10 7.29588e+08 2.32265e+07 5.58931e+08 5.59548e+08 2.01625e+08 2.26167e+09 6.2121e+07 2.02659e+09 1.82635e+09 1.17317e+09 426
1.59465e+10 7.70772e+08 2.34002e+07 5.63628e+08 6.82472e+08 2.0184e+08 2.25996e+09 5.82915e+07 2.22642e+09 1.49835e+09 1.45333e+09 474
2.50455e+10 7.59698e+08 2.47064e+07 5.63628e+08 6.21929e+08 2.21901e+08 2.13846e+09 6.12201e+07 1.95053e+09 1.83863e+09 1.14878e+09 422
3.94414e+10 7.19129e+08 2.55562e+07 5.46096e+08 6.29729e+08 1.87836e+08 2.19959e+09 6.98344e+07 2.10229e+09 1.62248e+09 1.33034e+09 315
6.23169e+10 6.26798e+08 2.04661e+07 5.46096e+08 3.26714e+08 2.07448e+08 2.03498e+09 8.23491e+07 1.95053e+09 1.57763e+09 1.33871e+09 229
9.88474e+10 7.09156e+08 4.15754e+07 5.49915e+08 5.47197e+08 1.82641e+08 2.0831e+09 1.15158e+08 1.95053e+09 1.64374e+09 1.33871e+09 129
1.50495e+11 8.0923e+08 7.31436e+07 6.09694e+08 6.48272e+08 1.8079e+08 1.84282e+09 1.78721e+08 1.25149e+09 2.40832e+09 6.39673e+08 53
2.332e+11 7.36646e+08 2.39906e+08 4.48964e+08 3.26133e+08 1.28149e+08 1.49706e+09 3.13211e+08 1.25149e+09 7.75097e+08 6.92559e+08 13
3.61631e+11 6.56679e+08 1.08265e+08 5.62121e+08 3.10533e+08 2.68593e+07 1.47098e+09 8.60531e+08 6.92559e+08 2.49695e+09 1.61682e+08 3
5.38947e+11 3.15921e+08 3.15921e+08 3.15921e+08 0 0 1.093e+09 1.093e+09 1.093e+09 0 0 1
