#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
50.8362 0 0 0 0 0 0 0.109872 0.0514447 0.127808 0.0608372 0.114644 3
64.5328 0.333333 0.333333 0.210819 0 1 0 0.185596 0.121312 0.0240318 0.720311 0.0115157 6
83.6512 0.0344828 0.0344828 0.0241682 0 0 0 0.176119 0.0196728 0.122854 0.234531 0.092579 58
103.291 0.0801394 0.0801394 0.0160547 0 0 0 0.206717 0.0099958 0.16966 0.203847 0.127177 287
128.881 0.0510288 0.0510288 0.00631575 0 0 0 0.209385 0.00479203 0.171588 0.212615 0.13098 1215
160.259 0.0626938 0.0640717 0.00464903 0 0 0 0.230247 0.00316891 0.193174 0.214851 0.13016 2903
199.559 0.0514118 0.0516782 0.00363321 0 0 0 0.238354 0.00270373 0.207466 0.205944 0.142046 3754
248.009 0.0502251 0.0509179 0.00415028 0 0 0 0.251257 0.00300377 0.231088 0.18891 0.144273 2887
310.211 0.0391861 0.0391861 0.00532861 0 0 0 0.276737 0.00443628 0.257862 0.190054 0.148404 1327
387.166 0.0612691 0.0612691 0.0112308 0 0 0 0.305555 0.00715592 0.299203 0.15526 0.163634 457
486.04 0.0310078 0.0310078 0.0153211 0 0 0 0.308036 0.0138056 0.294423 0.181405 0.154557 129
617.568 0.0555556 0.0555556 0.0555556 0 0 0 0.307642 0.0230372 0.290361 0.165413 0.0731643 18
852.493 0 0 0 0 0 0 0.575099 0.188854 0.763952 0 0.377707 2
