#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.5115 0.0671947 0.078244 0.000145106 0 0 0 0.0102005 1.69962e-05 0 0.00726774 0 4594383
62.13 0.062563 0.0735471 0.000267562 0 0 0 0.00926556 2.74172e-05 0 0.00888137 0 1297971
78.4319 0.0796866 0.0929799 0.000434767 0 0 0 0.011923 4.71609e-05 0 0.016732 0 601883
98.5153 0.117967 0.138231 0.000753486 0 0 0 0.0180409 8.82147e-05 0 0.0295723 0 288590
123.827 0.195608 0.23724 0.00147083 0 1 0 0.0308971 0.000183608 0 0.0680227 0 126922
155.798 0.334061 0.436179 0.00303757 0 1 0 0.0592075 0.000417286 0.00865596 0.131368 0.00865596 52655
196.035 0.557014 0.80169 0.00598885 1 1 1 0.12473 0.00096512 0.07414 0.197354 0.07414 21179
246.854 0.732748 1.11607 0.0101058 1 1 1 0.223557 0.00199892 0.18644 0.2398 0.153054 8202
310.036 0.783377 1.14431 0.0152645 1 1 1 0.288502 0.0034034 0.275552 0.21735 0.194738 3056
389.51 0.751342 1.04472 0.0247628 1 1 1 0.338628 0.00567057 0.34046 0.199894 0.216486 1118
491.276 0.717949 1.03419 0.0452542 1 1 1 0.348325 0.00881901 0.357384 0.156334 0.191836 351
610.832 0.588235 0.715686 0.0687937 1 0 1 0.386632 0.0154555 0.40996 0.125919 0.184147 102
776.984 0.555556 0.777778 0.163067 1 1 1 0.30496 0.0301573 0.294112 0.215398 0.149718 27
1017.8 0.4 0.4 0.244949 0 1 0 0.25715 0.0354891 0.288115 0.0401422 0.132875 5
1227.55 0 0 0 0 0 0 0.221083 0.117909 0.260562 0.142124 0.260562 3
