#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#mpeak range: 10.25 - 10.75
#HM   Stats: 2.872060e+10 (median) + 1.526470e+10  / - 8.205900e+09
#SM   Stats: 4.151870e+07 (median) + 7.739030e+07  / - 2.720780e+07
#VMP  Stats: 5.880000e+01 (median) + 1.021000e+01  / - 8.559998e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.693972e-12 (median) + 2.583371e-12  / - 1.065677e-12
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 514849
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 514849
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 514849
sfh 0.064623 0 0 0 #avg: 1.43984e-16; avg_err: 1.39616e-16; sd: 1.00179e-13; counts: 514849
sfh 0.066873 0 0 0 #avg: 3.63337e-17; avg_err: 2.64381e-17; sd: 1.89701e-14; counts: 514849
sfh 0.069123 0 0 0 #avg: 1.24588e-16; avg_err: 7.37772e-17; sd: 5.29373e-14; counts: 514849
sfh 0.071373 0 0 0 #avg: 2.45469e-15; avg_err: 1.42777e-15; sd: 1.02447e-12; counts: 514849
sfh 0.073623 0 0 0 #avg: 3.6252e-15; avg_err: 1.09083e-15; sd: 7.82704e-13; counts: 514849
sfh 0.075873 0 0 0 #avg: 1.19981e-14; avg_err: 2.90187e-15; sd: 2.08218e-12; counts: 514849
sfh 0.078123 0 0 0 #avg: 1.87619e-14; avg_err: 4.57874e-15; sd: 3.28538e-12; counts: 514849
sfh 0.080373 0 0 0 #avg: 3.60592e-14; avg_err: 7.4639e-15; sd: 5.35557e-12; counts: 514849
sfh 0.082623 0 0 0 #avg: 6.27392e-14; avg_err: 8.41742e-15; sd: 6.03974e-12; counts: 514849
sfh 0.085998 0 0 0 #avg: 1.45264e-13; avg_err: 1.57422e-14; sd: 1.12955e-11; counts: 514849
sfh 0.089373 0 0 0 #avg: 2.97483e-13; avg_err: 2.08438e-14; sd: 1.49561e-11; counts: 514849
sfh 0.092748 0 0 0 #avg: 5.73714e-13; avg_err: 3.19302e-14; sd: 2.29108e-11; counts: 514849
sfh 0.096123 0 0 0 #avg: 9.73755e-13; avg_err: 4.66888e-14; sd: 3.35006e-11; counts: 514849
sfh 0.099498 0 0 0 #avg: 1.47916e-12; avg_err: 4.8866e-14; sd: 3.50628e-11; counts: 514849
sfh 0.102873 0 0 0 #avg: 2.24075e-12; avg_err: 5.83574e-14; sd: 4.18731e-11; counts: 514849
sfh 0.106248 0 0 0 #avg: 3.31467e-12; avg_err: 7.74593e-14; sd: 5.55793e-11; counts: 514849
sfh 0.109623 0 0 0 #avg: 4.61956e-12; avg_err: 9.25978e-14; sd: 6.64416e-11; counts: 514849
