#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.316 0.000197611 0.000199247 5.25488e-06 0 0 0 7.84699e-05 7.9245e-07 0 0 0 7332604
62.1114 0.000400224 0.000400608 1.24079e-05 0 0 0 0.000240485 1.90124e-06 0 0 0 2606042
78.7008 0.000839059 0.000842169 2.56745e-05 0 0 0 0.000553764 4.09728e-06 0 0 0 1285965
98.5573 0.00219855 0.00221218 5.81674e-05 0 0 0 0.00105178 8.90753e-06 0 0 0 660435
124.108 0.00617292 0.00629831 0.000144737 0 0 0 0.0020576 2.20722e-05 0 0 0 311036
155.913 0.0187926 0.019714 0.000389369 0 0 0 0.0055392 6.98955e-05 0 0 0 140002
194.647 0.0567699 0.0599771 0.00113482 0 0 0 0.0173529 0.000228131 0 0.0254888 0 48952
241.87 0.120524 0.126799 0.00366174 0 0 0 0.0405679 0.000808315 0 0.0908643 0 9243
303.394 0.184069 0.200215 0.0143997 0 1 0 0.0725026 0.0036062 0.0147641 0.15922 0.0147641 929
387.906 0.232323 0.262626 0.0359257 0 1 0 0.136419 0.00973973 0.105254 0.177788 0.105254 198
496.184 0.292308 0.292308 0.0568529 0 1 0 0.198007 0.0204029 0.161843 0.237621 0.161843 65
612.151 0.409091 0.454545 0.127025 0 1 0 0.191995 0.0328901 0.200195 0.161774 0.18545 22
769.489 0.666667 1 0.447214 1 2 1 0.217426 0.029131 0.245527 0.0404063 0.144222 6
