#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.5523 4.76703e+08 5.56082e+06 4.10865e+08 2.20838e+08 9.00497e+07 3.12064e+09 4.31742e+07 3.91612e+09 5.40147e+08 2.82312e+09 1174
62.6652 4.28091e+08 5.55649e+06 3.75325e+08 1.64822e+08 6.1661e+07 4.2371e+09 2.33729e+07 4.34047e+09 3.37367e+08 4.2435e+08 703
79.4596 4.29256e+08 6.41473e+06 3.75325e+08 1.72649e+08 5.68756e+07 4.37991e+09 1.61711e+07 4.45626e+09 2.7506e+08 4.77585e+08 524
100.462 4.57944e+08 7.8331e+06 3.9259e+08 1.97276e+08 7.37166e+07 4.16404e+09 2.29419e+07 4.28184e+09 3.95991e+08 6.22037e+08 538
126.709 5.08902e+08 8.43675e+06 4.24463e+08 2.89597e+08 1.01837e+08 3.69102e+09 3.23692e+07 3.85294e+09 6.03325e+08 8.72755e+08 720
160.566 5.94397e+08 9.83027e+06 4.78397e+08 3.99645e+08 1.50637e+08 2.5375e+09 3.87571e+07 2.62192e+09 1.35676e+09 1.76851e+09 1187
199.934 6.9385e+08 9.48563e+06 5.57248e+08 4.73848e+08 2.10879e+08 1.52449e+09 2.34137e+07 1.17237e+09 1.5221e+09 6.41496e+08 1972
244.781 7.72677e+08 1.39466e+07 6.37783e+08 5.43777e+08 2.5247e+08 1.12673e+09 2.2516e+07 8.53413e+08 9.43961e+08 3.22537e+08 1098
307.381 8.55285e+08 3.26512e+07 7.18525e+08 7.01124e+08 3.19246e+08 9.61744e+08 4.28197e+07 7.73094e+08 6.35825e+08 3.23348e+08 237
389.649 1.01436e+09 5.73905e+07 9.43961e+08 6.21251e+08 4.0688e+08 7.83712e+08 4.85921e+07 6.84283e+08 4.08715e+08 2.22908e+08 76
488.767 1.15937e+09 9.35673e+07 1.10849e+09 6.11817e+08 5.49555e+08 8.20634e+08 8.16161e+07 6.92559e+08 4.22908e+08 2.48273e+08 37
616.023 9.00878e+08 1.95667e+08 6.33798e+08 1.24032e+09 3.11261e+08 8.20405e+08 1.22191e+08 8.53413e+08 3.18959e+08 4.03668e+08 12
768.601 7.67021e+08 2.95984e+08 8.53413e+08 7.18004e+08 5.33509e+08 5.18169e+08 9.55311e+07 5.30876e+08 2.42217e+08 2.11917e+08 4
996.91 6.92559e+08 6.92559e+08 6.92559e+08 0 0 3.20815e+08 3.20815e+08 3.20815e+08 0 0 1
