#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8804e+07 0.00167968 0.00169007 7.69107e-05 0 0 0 0.000801489 1.19602e-05 0 0 0 288745
1.57403e+08 0.00222217 0.00225426 0.00013623 0 0 0 0.00102361 2.36305e-05 0 0 0 124653
2.48874e+08 0.00286689 0.00290643 0.000171555 0 0 0 0.00118883 3.10771e-05 0 0 0 101155
3.94261e+08 0.00353447 0.00358551 0.000217291 0 0 0 0.00158285 5.00504e-05 0 0 0 78371
6.24613e+08 0.00588332 0.00594887 0.000314739 0 0 0 0.00235527 7.96584e-05 0 0 0 61020
9.89183e+08 0.00702465 0.00728323 0.000408587 0 0 0 0.00345675 0.000125878 0 0 0 46408
1.5667e+09 0.011554 0.0121444 0.000608654 0 0 0 0.00690027 0.000237519 0 0 0 35572
2.4901e+09 0.0187008 0.0197901 0.000886668 0 0 0 0.0116497 0.000355231 0 0 0 27539
3.9457e+09 0.0269025 0.0290676 0.00123151 0 0 0 0.0202057 0.000541004 0 0.00554707 0 21708
6.27085e+09 0.036491 0.0386771 0.00152622 0 0 0 0.0333662 0.000768206 0 0.0263974 0 17840
9.94513e+09 0.0495029 0.0526138 0.00194963 0 0 0 0.0497183 0.00100746 0 0.0823199 0 14787
1.58016e+10 0.0635391 0.0679104 0.00238171 0 0 0 0.0702417 0.00124582 0 0.172123 0 12811
2.49601e+10 0.0729558 0.0776682 0.00266267 0 0 0 0.0952449 0.00147087 0 0.255412 0 11459
3.95999e+10 0.0796378 0.083239 0.00293149 0 0 0 0.121098 0.00170941 0.022665 0.292453 0.022665 9719
6.2336e+10 0.0718937 0.073887 0.00310802 0 0 0 0.141193 0.00199568 0.0587525 0.280316 0.0587525 7525
9.84941e+10 0.0683711 0.0705016 0.00367701 0 0 0 0.167872 0.00249494 0.109973 0.264685 0.109973 5163
1.53435e+11 0.05828 0.0593461 0.00453906 0 0 0 0.191146 0.00337548 0.157022 0.241603 0.157022 2814
2.38856e+11 0.0544465 0.0544465 0.00683808 0 0 0 0.218271 0.00529723 0.204133 0.210461 0.190054 1102
3.7253e+11 0.0420561 0.0420561 0.0137529 0 0 0 0.248961 0.0118018 0.251877 0.184946 0.210872 214
5.58621e+11 0.142857 0.142857 0.0782461 0 0 0 0.338706 0.0340956 0.292951 0.246004 0.0844355 21
8.2016e+11 0 0 0 0 0 0 0.24477 0.24477 0.24477 0 0 1
