#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
46.1221 9.72276e+08 3.45137e+06 7.1696e+08 8.21479e+08 3.54345e+08 1.79846e+09 6.43079e+06 1.28215e+09 1.87775e+09 6.76918e+08 47169
62.4629 9.24458e+08 4.88884e+06 6.87229e+08 8.0973e+08 3.35583e+08 1.5293e+09 8.86945e+06 1.05835e+09 1.50412e+09 4.53118e+08 21546
79.4731 1.03658e+09 6.43448e+06 7.88209e+08 9.3892e+08 4.29728e+08 1.50717e+09 1.08073e+07 1.16825e+09 1.15783e+09 5.63017e+08 15726
99.1039 1.186e+09 8.50357e+06 8.52577e+08 1.21117e+09 4.04784e+08 1.63946e+09 1.32686e+07 1.28215e+09 1.28032e+09 6.76918e+08 11739
124.933 1.34377e+09 1.2739e+07 9.41735e+08 1.39698e+09 4.88708e+08 1.8717e+09 1.83312e+07 1.41789e+09 1.62181e+09 8.1266e+08 7477
156.692 1.6579e+09 2.13818e+07 1.16598e+09 1.87281e+09 6.94765e+08 2.16555e+09 2.58944e+07 1.74201e+09 1.90202e+09 1.02505e+09 4395
196.75 2.08466e+09 3.75989e+07 1.38435e+09 2.62601e+09 8.87296e+08 2.53158e+09 3.98228e+07 1.97444e+09 2.65178e+09 1.25748e+09 2368
246.084 2.59334e+09 6.86667e+07 1.74201e+09 3.39077e+09 1.13449e+09 2.60215e+09 6.07565e+07 1.97444e+09 2.77565e+09 1.25748e+09 1051
310.116 3.30018e+09 1.42233e+08 2.56247e+09 3.86294e+09 1.84551e+09 2.23738e+09 9.03879e+07 1.74201e+09 2.39102e+09 1.13677e+09 327
388.31 3.59639e+09 3.07727e+08 2.68123e+09 4.51068e+09 1.88694e+09 1.8786e+09 1.57172e+08 1.61496e+09 1.42474e+09 1.00973e+09 83
501.071 2.81534e+09 3.86426e+08 2.56247e+09 1.76911e+09 1.51487e+09 1.70461e+09 2.17829e+08 1.39649e+09 1.52337e+09 7.91253e+08 29
608.555 3.89462e+09 1.17806e+09 2.88369e+09 3.11237e+09 2.31418e+09 2.4778e+09 4.60352e+08 2.32608e+09 1.68427e+09 9.29596e+08 7
730.679 7.8623e+08 2.98391e+08 1.08462e+09 0 5.96783e+08 3.10187e+09 4.20646e+08 3.52252e+09 0 8.41292e+08 2
