#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
46.0149 0.0121502 0.000134022 1.02374e+08 496052 0 0 0 0.39898 0.000141199 0.391937 0.108687 0.102286 0.686978 0.000125054 0.695714 0.0879578 0.107552 0.938772 4.69452e-05 0.947709 0.0175651 0.032069 668220
62.3512 0.0178937 0.000243305 1.13968e+08 773636 0 0 0 0.35276 0.000183149 0.34643 0.0933477 0.0876136 0.689849 0.000152959 0.695263 0.073956 0.0851791 0.940494 5.42734e-05 0.946584 0.0154122 0.0250871 296864
78.8391 0.023723 0.000379349 1.70324e+08 1.35319e+06 0 0 0 0.371108 0.00024379 0.365387 0.0858997 0.0832486 0.699017 0.000185216 0.703635 0.0648374 0.076923 0.938072 7.95797e-05 0.944565 0.0151185 0.0243321 160941
98.3299 0.0318527 0.000611025 2.66824e+08 2.4817e+06 0 4.93943e+08 0 0.401909 0.000350846 0.392924 0.0839495 0.0774737 0.693997 0.000246178 0.695021 0.0596561 0.0649992 0.917684 0.000154926 0.927493 0.0224743 0.0388223 82599
123.675 0.0403479 0.00107023 4.28923e+08 5.13226e+06 0 9.41735e+08 0 0.41753 0.000538303 0.409488 0.0765864 0.0751735 0.633508 0.000407932 0.626557 0.0628377 0.055335 0.843828 0.000406048 0.856084 0.0543197 0.0843725 33806
155.269 0.0569745 0.00209727 7.9517e+08 1.24786e+07 0 1.80694e+09 0 0.399706 0.000900776 0.388206 0.0744547 0.0674219 0.551744 0.000789966 0.541503 0.0614066 0.0576196 0.723868 0.000953618 0.718129 0.107033 0.0946153 12216
195.316 0.102398 0.00469539 1.59165e+09 3.17598e+07 7.53298e+08 2.78467e+09 7.53298e+08 0.363863 0.00170356 0.347565 0.0866969 0.0697421 0.486621 0.00174999 0.466116 0.0883681 0.0677932 0.632905 0.00218029 0.612757 0.15998 0.11311 4170
245.581 0.148844 0.00957104 2.85404e+09 7.65721e+07 1.74201e+09 4.54881e+09 1.34641e+09 0.322372 0.00304931 0.306942 0.0782632 0.0757128 0.432436 0.00368109 0.397827 0.129084 0.0714111 0.574268 0.00483101 0.539469 0.244387 0.140685 1384
310.033 0.208531 0.0197998 4.20763e+09 1.67751e+08 3.17688e+09 5.417e+09 2.47009e+09 0.296211 0.00629131 0.27349 0.0892366 0.0762297 0.407125 0.00783318 0.361995 0.191691 0.085469 0.563425 0.0104452 0.515802 0.316255 0.170733 422
387.644 0.288136 0.0418701 5.41154e+09 3.95669e+08 5.44367e+09 4.9085e+09 4.73922e+09 0.302926 0.013811 0.260912 0.115024 0.0649941 0.467343 0.01903 0.40118 0.315028 0.12041 0.621069 0.020355 0.6167 0.262733 0.258389 118
498.072 0.388889 0.0824022 5.65011e+09 7.07704e+08 5.25949e+09 5.3462e+09 4.19084e+09 0.278544 0.0235954 0.257564 0.0820854 0.0916622 0.417477 0.0280486 0.396567 0.219074 0.127733 0.672594 0.0364489 0.716672 0.191193 0.314396 36
608.555 0.142857 0.142857 4.80405e+09 1.40928e+09 5.89762e+09 2.96144e+09 5.32811e+09 0.338702 0.0925146 0.244718 0.0842988 0.0531689 0.414308 0.0832721 0.342251 0.103704 0.0760278 0.523468 0.0947329 0.450154 0.406751 0.151111 7
741.527 0.25 0.25 6.83984e+09 3.2672e+09 1.1969e+10 1.03494e+09 1.08843e+10 0.257382 0.0505019 0.293343 0.0878466 0.14055 0.525112 0.038355 0.585587 0.00261593 0.156764 0.815766 0.0736415 0.879344 0.092176 0.252999 4
