#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.61783e+07 0.00121928 0.00122826 4.72773e-05 0 0 0 0.00139982 1.45904e-05 0 0 0 556884
1.57036e+08 0.00192682 0.00193765 0.00010288 0 0 0 0.00193007 3.10471e-05 0 0 0 184760
2.48791e+08 0.00267115 0.00269191 0.000137352 0 0 0 0.00242364 4.21403e-05 0 0 0 144507
3.94416e+08 0.00393142 0.00394917 0.00018768 0 0 0 0.00305442 5.5871e-05 0 0 0 112682
6.24889e+08 0.00494178 0.00498722 0.000239598 0 0 0 0.00380765 7.47297e-05 0 0 0 88025
9.90308e+08 0.00597949 0.00605295 0.000300914 0 0 0 0.00447174 9.06027e-05 0 0 0 68066
1.56967e+09 0.00843613 0.00854861 0.00040387 0 0 0 0.0057062 0.000121755 0 0 0 53342
2.48323e+09 0.00940156 0.00947463 0.000481816 0 0 0 0.0067759 0.000158224 0 0 0 41057
3.93732e+09 0.0121678 0.0122959 0.000630154 0 0 0 0.00883584 0.000209342 0 0 0 31230
6.25188e+09 0.015513 0.0157226 0.00081636 0 0 0 0.0109594 0.000274621 0 0 0 23851
9.91103e+09 0.0174951 0.0176041 0.000976985 0 0 0 0.0124798 0.000330394 0 0 0 18348
1.5724e+10 0.0191868 0.0193253 0.00115413 0 0 0 0.0144505 0.00039323 0 0.0123783 0 14437
2.49148e+10 0.0248523 0.0252868 0.00148911 0 0 0 0.0184457 0.000510561 0 0.0232653 0 11508
3.93739e+10 0.0258065 0.0265851 0.00174704 0 0 0 0.0202448 0.000592722 0 0.0255507 0 8990
6.22235e+10 0.0237393 0.0237393 0.00184872 0 0 0 0.0194366 0.0006317 0 0.0276319 0 6782
9.83715e+10 0.0220318 0.0220318 0.00209674 0 0 0 0.0192804 0.000748969 0 0.0254722 0 4902
1.54903e+11 0.0173797 0.0173797 0.00238949 0 0 0 0.0198357 0.000978271 0 0.0349999 0 2992
2.41979e+11 0.00828937 0.00828937 0.0024899 0 0 0 0.0188236 0.00132602 0 0.0357612 0 1327
3.80153e+11 0.00808625 0.00808625 0.00465597 0 0 0 0.020824 0.00253285 0 0.0442009 0 371
5.87953e+11 0 0 0 0 0 0 0.0179632 0.0059314 0 0.0365057 0 61
8.90052e+11 0 0 0 0 0 0 0.0340415 0.0292402 0.0120057 0.167722 0.0120057 6
