#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 1.78333 - 1.95
#HM   Stats: 3.577940e+10 (median) + 2.301470e+10  / - 1.435290e+10
#SM   Stats: 4.558540e+07 (median) + 7.528160e+07  / - 2.749490e+07
#VMP  Stats: 7.129000e+01 (median) + 1.177000e+01  / - 7.830002e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 4.790435e-10 (median) + 4.095629e-10  / - 2.205262e-10
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 859903
sfh 0.060123 0 0 0 #avg: 2.53914e-08; avg_err: 2.53914e-08; sd: 2.35456e-05; counts: 859903
sfh 0.062373 0 0 0 #avg: 2.94687e-07; avg_err: 2.94687e-07; sd: 0.000273266; counts: 859903
sfh 0.064623 0 0 0 #avg: 4.44319e-07; avg_err: 2.61308e-07; sd: 0.000242314; counts: 859903
sfh 0.066873 0 0 0 #avg: 1.02466e-06; avg_err: 9.3184e-07; sd: 0.000864103; counts: 859903
sfh 0.069123 0 0 0 #avg: 1.59313e-06; avg_err: 5.78795e-07; sd: 0.000536722; counts: 859903
sfh 0.071373 0 0 0 #avg: 5.95806e-06; avg_err: 1.72553e-06; sd: 0.0016001; counts: 859903
sfh 0.073623 0 0 0 #avg: 1.31509e-05; avg_err: 3.37164e-06; sd: 0.00312655; counts: 859903
sfh 0.075873 0 0 0 #avg: 2.18392e-05; avg_err: 3.97724e-06; sd: 0.00368813; counts: 859903
sfh 0.078123 0 0 0 #avg: 4.22637e-05; avg_err: 6.10448e-06; sd: 0.00566074; counts: 859903
sfh 0.080373 0 0 0 #avg: 7.68191e-05; avg_err: 7.91642e-06; sd: 0.00734097; counts: 859903
sfh 0.082623 0 0 0 #avg: 0.000115509; avg_err: 8.68512e-06; sd: 0.00805379; counts: 859903
sfh 0.085998 0 0 0 #avg: 0.000234307; avg_err: 1.09829e-05; sd: 0.0101846; counts: 859903
sfh 0.089373 0 0 0 #avg: 0.000411638; avg_err: 1.3642e-05; sd: 0.0126503; counts: 859903
sfh 0.092748 0 0 0 #avg: 0.000674535; avg_err: 1.65947e-05; sd: 0.0153884; counts: 859903
sfh 0.096123 0 0 0 #avg: 0.00102409; avg_err: 1.88503e-05; sd: 0.01748; counts: 859903
sfh 0.099498 0 0 0 #avg: 0.00147036; avg_err: 2.06138e-05; sd: 0.0191154; counts: 859903
sfh 0.102873 0 0 0 #avg: 0.00200107; avg_err: 2.36259e-05; sd: 0.0219085; counts: 859903
sfh 0.106248 0 0 0 #avg: 0.00258586; avg_err: 2.60098e-05; sd: 0.0241191; counts: 859903
sfh 0.109623 0 0 0 #avg: 0.00323327; avg_err: 2.74904e-05; sd: 0.0254921; counts: 859903
sfh 0.112998 0 0 0 #avg: 0.00387576; avg_err: 2.89792e-05; sd: 0.0268727; counts: 859903
sfh 0.116373 0 0.000706549 0 #avg: 0.00440834; avg_err: 3.07326e-05; sd: 0.0284986; counts: 859903
sfh 0.119748 0 0.00241871 0 #avg: 0.00491204; avg_err: 3.3532e-05; sd: 0.0310945; counts: 859903
sfh 0.123123 0 0.00409766 0 #avg: 0.00546388; avg_err: 3.51055e-05; sd: 0.0325536; counts: 859903
sfh 0.126498 0 0.00570882 0 #avg: 0.00617108; avg_err: 4.0253e-05; sd: 0.037327; counts: 859903
sfh 0.129873 0 0.00733331 0 #avg: 0.00690021; avg_err: 3.94039e-05; sd: 0.0365396; counts: 859903
sfh 0.133248 0 0.00905336 0 #avg: 0.00765395; avg_err: 3.76757e-05; sd: 0.034937; counts: 859903
sfh 0.136623 0 0.0108141 0 #avg: 0.00842111; avg_err: 3.83427e-05; sd: 0.0355555; counts: 859903
sfh 0.141685 4.80525e-05 0.0134159 4.80525e-05 #avg: 0.00961353; avg_err: 3.84523e-05; sd: 0.0356572; counts: 859903
sfh 0.146748 0.000513073 0.0156066 0.000513073 #avg: 0.0107992; avg_err: 4.06982e-05; sd: 0.0377398; counts: 859903
sfh 0.15181 0.00111205 0.0174105 0.00111205 #avg: 0.0119405; avg_err: 4.27031e-05; sd: 0.039599; counts: 859903
sfh 0.156873 0.00179473 0.0188836 0.00179473 #avg: 0.0130421; avg_err: 4.63244e-05; sd: 0.042957; counts: 859903
sfh 0.161935 0.00258391 0.019728 0.00258391 #avg: 0.0140193; avg_err: 5.47005e-05; sd: 0.0507243; counts: 859903
sfh 0.166998 0.00338095 0.0206814 0.00338095 #avg: 0.0148719; avg_err: 5.58386e-05; sd: 0.0517796; counts: 859903
sfh 0.17206 0.00409191 0.0210073 0.00409191 #avg: 0.0153793; avg_err: 5.13034e-05; sd: 0.0475741; counts: 859903
sfh 0.177123 0.00462347 0.0213052 0.00462347 #avg: 0.0158649; avg_err: 5.34898e-05; sd: 0.0496016; counts: 859903
sfh 0.182185 0.00509874 0.021833 0.00506032 #avg: 0.0163147; avg_err: 4.73014e-05; sd: 0.043863; counts: 859903
