#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#vmpeak range: 2.11667 - 2.28333
#HM   Stats: 7.416180e+11 (median) + 5.341220e+11  / - 3.166180e+11
#SM   Stats: 2.166310e+10 (median) + 2.808010e+10  / - 1.209468e+10
#VMP  Stats: 1.525200e+02 (median) + 2.362999e+01  / - 1.590001e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.707079e-12 (median) + 2.986760e-12  / - 1.096119e-12
sfh 0.055623 0 0 0 #avg: 2.74341e-05; avg_err: 1.63558e-05; sd: 0.00470338; counts: 82696
sfh 0.060123 0 0 0 #avg: 0.000307679; avg_err: 0.000155319; sd: 0.0446647; counts: 82696
sfh 0.062373 0 0 0 #avg: 0.000735494; avg_err: 0.00030601; sd: 0.0879984; counts: 82696
sfh 0.064623 0 0 0 #avg: 0.000984746; avg_err: 0.000198337; sd: 0.0570354; counts: 82696
sfh 0.066873 0 0 0 #avg: 0.00217385; avg_err: 0.000470277; sd: 0.135236; counts: 82696
sfh 0.069123 0 0 0 #avg: 0.00357356; avg_err: 0.000420851; sd: 0.121023; counts: 82696
sfh 0.071373 0 0 0 #avg: 0.00650218; avg_err: 0.000615671; sd: 0.177047; counts: 82696
sfh 0.073623 0 0 0 #avg: 0.00938199; avg_err: 0.000660303; sd: 0.189882; counts: 82696
sfh 0.075873 0 0 0 #avg: 0.013609; avg_err: 0.000811975; sd: 0.233497; counts: 82696
sfh 0.078123 0 0 0 #avg: 0.01891; avg_err: 0.000917885; sd: 0.263954; counts: 82696
sfh 0.080373 0 0 0 #avg: 0.0237391; avg_err: 0.000882248; sd: 0.253706; counts: 82696
sfh 0.082623 0 0 0 #avg: 0.0279154; avg_err: 0.000792045; sd: 0.227766; counts: 82696
sfh 0.085998 0 0.00488014 0 #avg: 0.0428816; avg_err: 0.00117621; sd: 0.338239; counts: 82696
sfh 0.089373 0 0.0269166 0 #avg: 0.0585098; avg_err: 0.00177323; sd: 0.509923; counts: 82696
sfh 0.092748 0 0.0614026 0 #avg: 0.0735418; avg_err: 0.00145037; sd: 0.417078; counts: 82696
sfh 0.096123 0 0.0983434 0 #avg: 0.0901669; avg_err: 0.00152606; sd: 0.438846; counts: 82696
sfh 0.099498 0.000901824 0.133398 0.000901824 #avg: 0.106419; avg_err: 0.00183554; sd: 0.527842; counts: 82696
sfh 0.102873 0.00735623 0.157475 0.00735623 #avg: 0.123697; avg_err: 0.00219832; sd: 0.632165; counts: 82696
sfh 0.106248 0.0165351 0.175997 0.0165351 #avg: 0.141476; avg_err: 0.00232888; sd: 0.669709; counts: 82696
sfh 0.109623 0.0261447 0.193212 0.0261447 #avg: 0.159011; avg_err: 0.00229932; sd: 0.66121; counts: 82696
sfh 0.112998 0.035168 0.210755 0.035168 #avg: 0.177225; avg_err: 0.00218454; sd: 0.628202; counts: 82696
sfh 0.116373 0.0430728 0.227739 0.0430728 #avg: 0.196757; avg_err: 0.0023595; sd: 0.678514; counts: 82696
sfh 0.119748 0.0514205 0.247927 0.0502375 #avg: 0.21841; avg_err: 0.00273317; sd: 0.78597; counts: 82696
sfh 0.123123 0.0595921 0.271679 0.0564573 #avg: 0.238992; avg_err: 0.00332085; sd: 0.95497; counts: 82696
sfh 0.126498 0.0690091 0.290747 0.0637321 #avg: 0.258619; avg_err: 0.00317551; sd: 0.913173; counts: 82696
