#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.68222e+07 0.00699461 0.000101724 6.44552e+07 349675 0 0 0 0.371001 0.000105939 0.369427 0.0856709 0.0845115 0.690786 9.0012e-05 0.695681 0.0667447 0.0750142 0.938632 3.22184e-05 0.943806 0.0166376 0.0258617 671231
1.57038e+08 0.00719357 0.000174252 6.92478e+07 622710 0 0 0 0.374979 0.000174472 0.374369 0.0825642 0.0834424 0.692135 0.000139175 0.694217 0.0647104 0.0675139 0.939072 5.09028e-05 0.943679 0.0160094 0.0243923 235210
2.48607e+08 0.00752053 0.000202123 7.43362e+07 745848 0 0 0 0.381803 0.000190543 0.381974 0.0780438 0.0806622 0.695743 0.000151809 0.697709 0.0625339 0.0664487 0.940143 5.49717e-05 0.944407 0.0153297 0.0229302 182700
3.93946e+08 0.00808095 0.00023733 8.31316e+07 907603 0 0 0 0.389918 0.000207432 0.390075 0.0742953 0.0766789 0.700661 0.000166968 0.702796 0.0600783 0.0661452 0.940789 6.00839e-05 0.944757 0.0145738 0.021445 142310
6.25214e+08 0.00906527 0.000284516 9.47193e+07 1.11779e+06 0 0 0 0.399482 0.000224982 0.398709 0.0714818 0.0714984 0.705165 0.000181188 0.707796 0.0565447 0.0637538 0.940404 6.634e-05 0.944131 0.0140011 0.0201881 110973
9.90616e+08 0.00942474 0.00032579 1.08391e+08 1.3686e+06 0 0 0 0.408581 0.000245267 0.407558 0.0697243 0.0688233 0.708003 0.00019547 0.711163 0.052757 0.0617052 0.938539 7.5278e-05 0.942072 0.0138264 0.0193099 87960
1.57191e+09 0.0109137 0.0003909 1.25099e+08 1.65787e+06 0 0 0 0.418402 0.000267181 0.416896 0.0692556 0.0667268 0.707237 0.00020243 0.710254 0.048005 0.0564629 0.934196 8.71904e-05 0.937856 0.0138024 0.0192019 70645
2.49147e+09 0.0127044 0.00046786 1.49918e+08 2.07991e+06 0 0 0 0.426329 0.000292661 0.424819 0.0681717 0.066316 0.700535 0.000207186 0.703109 0.0439203 0.0501965 0.926858 0.000106098 0.930895 0.0143708 0.0195544 57303
3.95186e+09 0.0132569 0.000525077 1.82667e+08 2.58748e+06 0 3.36501e+08 0 0.434155 0.000318544 0.432481 0.0677815 0.0654099 0.688642 0.00021124 0.690448 0.0406637 0.0447256 0.915833 0.000129342 0.920323 0.0156124 0.0210426 47447
6.27682e+09 0.0154339 0.000624174 2.27734e+08 3.32922e+06 0 4.49546e+08 0 0.438068 0.000343612 0.436755 0.0665557 0.0640593 0.669972 0.000221457 0.672529 0.0367861 0.040633 0.899534 0.000170773 0.905221 0.0173798 0.0233302 39005
9.93141e+09 0.0176454 0.000730627 2.85371e+08 4.18089e+06 0 5.89973e+08 0 0.43766 0.000368622 0.437721 0.0627939 0.0627145 0.646381 0.000241023 0.649782 0.0337371 0.038321 0.877963 0.000212475 0.884574 0.0199727 0.0272273 32473
1.57531e+10 0.0176518 0.000796904 3.73441e+08 5.55431e+06 0 7.90916e+08 0 0.43213 0.000402012 0.433126 0.0612851 0.0625063 0.617579 0.000291778 0.62372 0.0326555 0.0409238 0.849211 0.000279895 0.857705 0.0224394 0.031678 27306
2.49543e+10 0.0228303 0.000985915 4.99197e+08 7.20475e+06 0 1.05478e+09 0 0.418864 0.0004415 0.421874 0.0591532 0.0639265 0.583233 0.000369015 0.593252 0.0342388 0.0499488 0.811296 0.000372084 0.822864 0.0254847 0.0374792 22952
3.95035e+10 0.0268554 0.00116629 6.44418e+08 9.21717e+06 0 1.37934e+09 0 0.400044 0.000500048 0.404728 0.0596595 0.0688955 0.546188 0.000460971 0.559544 0.0393522 0.0632592 0.766474 0.000482256 0.781587 0.0289122 0.0440571 19214
6.23685e+10 0.0349237 0.00152224 8.49244e+08 1.23518e+07 0 1.80694e+09 0 0.374933 0.000576727 0.380472 0.0602085 0.0720123 0.506026 0.000579917 0.520439 0.0479094 0.0801417 0.711668 0.000653148 0.73476 0.0307578 0.0749082 14546
9.78321e+10 0.0630555 0.00248567 1.08597e+09 1.7496e+07 3.66331e+08 1.92777e+09 3.66331e+08 0.348594 0.000707127 0.353563 0.0622659 0.0758438 0.4662 0.000736782 0.478402 0.0559741 0.0863888 0.654056 0.000885296 0.684632 0.0352129 0.113761 9563
1.52596e+11 0.189273 0.00583237 1.47022e+09 2.96255e+07 7.1696e+08 2.56349e+09 7.1696e+08 0.32164 0.000991423 0.325561 0.0608108 0.073289 0.426537 0.00105648 0.433743 0.0632838 0.0825886 0.593323 0.00136378 0.623766 0.0502661 0.134026 4512
2.38415e+11 0.485935 0.0132587 2.06463e+09 5.70276e+07 1.28215e+09 3.08564e+09 9.37884e+08 0.288651 0.00165426 0.289568 0.0644299 0.0673047 0.384575 0.00180058 0.387505 0.0685811 0.0742256 0.5351 0.00239741 0.54499 0.0866147 0.105276 1422
