#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.8741 0.000340552 0.000340552 1.72416e-05 0 0 0 0.000341882 5.22466e-06 0 0 0 1145200
62.8009 0.000740168 0.000740168 3.2699e-05 0 0 0 0.000798043 1.00423e-05 0 0 0 691735
79.6172 0.00296434 0.00297191 7.5084e-05 0 0 0 0.00231526 2.22639e-05 0 0 0 528279
98.3034 0.00788285 0.00793881 0.000162144 0 0 0 0.0052253 5.07266e-05 0 0 0 303824
123.721 0.0188189 0.0190286 0.000392373 0 0 0 0.01304 0.000145671 0 0 0 123971
155.465 0.0368861 0.0375163 0.000885993 0 0 0 0.0356205 0.000423917 0 0.0581499 0 47606
195.836 0.049645 0.0501562 0.00166262 0 0 0 0.0800867 0.00102443 0 0.199279 0 17605
245.909 0.0550385 0.0556804 0.00294015 0 0 0 0.142454 0.00207156 0.0843815 0.235259 0.0843815 6232
309.06 0.0519084 0.0529262 0.00515348 0 0 0 0.207706 0.00400074 0.178804 0.223733 0.178804 1965
386.221 0.0713012 0.0713012 0.0108741 0 0 0 0.266726 0.00715441 0.26831 0.169433 0.184633 561
486.467 0.0285714 0.0285714 0.0141307 0 0 0 0.295426 0.013831 0.284746 0.187649 0.172019 140
617.568 0.0555556 0.0555556 0.0555556 0 0 0 0.307642 0.0230372 0.290361 0.165413 0.0731643 18
805.615 0 0 0 0 0 0 0.484266 0.141912 0.386245 0.377707 0.0836434 3
