#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.81773e+07 0.169923 0.191287 0.00144467 0 1 0 0.144582 0.000368219 0.118955 0.13957 0.0863158 96520
1.57784e+08 0.164913 0.18458 0.00215993 0 1 0 0.157417 0.000595296 0.131277 0.151904 0.092562 41337
2.50562e+08 0.166548 0.18491 0.00224092 0 1 0 0.167384 0.000621677 0.146309 0.147684 0.100881 37905
3.97248e+08 0.17229 0.191136 0.00230408 0 1 0 0.169841 0.000616346 0.151187 0.142691 0.103674 36665
6.27237e+08 0.172432 0.191325 0.00244965 0 1 0 0.170355 0.000666681 0.150303 0.146135 0.10332 32552
9.93288e+08 0.175106 0.195266 0.00267357 0 1 0 0.177021 0.000745626 0.157266 0.151086 0.10955 27926
1.57223e+09 0.185869 0.20898 0.00302866 0 1 0 0.186903 0.000844471 0.167476 0.153629 0.112794 23452
2.49809e+09 0.201014 0.227076 0.00341667 0 1 0 0.196503 0.000950994 0.175428 0.162355 0.11867 19914
3.95935e+09 0.217491 0.249267 0.00382838 0 1 0 0.211883 0.0010918 0.18996 0.172198 0.126595 17403
6.27352e+09 0.230774 0.270984 0.00438108 0 1 0 0.229779 0.00127464 0.206529 0.180539 0.138254 15071
9.96759e+09 0.265913 0.318703 0.0050418 0 1 0 0.254246 0.00149748 0.229483 0.195778 0.150316 13260
1.57657e+10 0.299209 0.36933 0.00583876 0 1 0 0.284229 0.00173253 0.25694 0.220198 0.167228 11751
2.50387e+10 0.345198 0.447349 0.00676207 0 1 0 0.321944 0.00196312 0.298869 0.239109 0.192697 10788
3.95466e+10 0.38029 0.508506 0.00762562 0 1 0 0.365255 0.00218786 0.3443 0.260301 0.211666 9640
6.24145e+10 0.415087 0.565178 0.00892137 0 1 0 0.400057 0.00250057 0.393363 0.253345 0.238563 7702
9.84516e+10 0.415907 0.566217 0.01061 0 1 0 0.435339 0.00314034 0.434947 0.263559 0.268034 5482
1.54354e+11 0.424077 0.584392 0.0138534 0 1 0 0.467435 0.00434884 0.492093 0.247587 0.334244 3306
2.42377e+11 0.411765 0.567136 0.0198783 0 1 0 0.535593 0.00619328 0.590647 0.191925 0.371831 1564
3.8175e+11 0.367769 0.479339 0.0322272 0 1 0 0.642833 0.00935844 0.713243 0.107632 0.310189 484
5.97117e+11 0.271739 0.358696 0.0683949 0 1 0 0.739099 0.0162477 0.791333 0.0694354 0.177544 92
9.68979e+11 0.0666667 0.0666667 0.0666667 0 0 0 0.837177 0.013258 0.824273 0.0639052 0.0428473 15
