#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.1724 0.226533 0.264986 0.000566262 0 1 0 0.144022 0.00013147 0.111595 0.152792 0.0808458 872645
62.4262 0.220307 0.257345 0.000892147 0 1 0 0.134982 0.000186869 0.109547 0.13319 0.0790637 344029
79.1087 0.20509 0.235411 0.00107476 0 1 0 0.15094 0.000247932 0.127861 0.138787 0.089617 213584
99.0489 0.220093 0.253436 0.00135203 0 1 0 0.17548 0.000326571 0.157132 0.146456 0.109844 143271
124.533 0.267533 0.315169 0.00195394 0 1 0 0.209729 0.000467476 0.194986 0.159029 0.131023 83844
156.917 0.349716 0.434895 0.00302094 0 1 0 0.261849 0.000708747 0.252558 0.177189 0.163487 48345
197.704 0.442351 0.590282 0.00452207 0 1 0 0.330806 0.00108975 0.326382 0.207741 0.20581 29142
248.529 0.454692 0.616198 0.00612642 0 1 0 0.399613 0.00154342 0.402966 0.218299 0.229351 16730
312.332 0.408904 0.53222 0.00773768 0 1 0 0.447884 0.0020362 0.452093 0.205908 0.216113 8985
393.262 0.35696 0.456661 0.0100833 0 1 0 0.459255 0.00265567 0.461231 0.194381 0.193847 4684
493.917 0.329396 0.402887 0.0133858 0 1 0 0.454435 0.00336439 0.449903 0.172049 0.154037 2286
620.694 0.292958 0.350235 0.0181275 0 1 0 0.438274 0.00454987 0.436513 0.145865 0.147798 1065
779.278 0.237762 0.275058 0.0257285 0 1 0 0.402451 0.00660803 0.386804 0.149695 0.117357 429
972.866 0.214286 0.24026 0.039148 0 1 0 0.363162 0.00899882 0.361829 0.11392 0.110002 154
1217.11 0.05 0.05 0.0348991 0 0 0 0.304273 0.0130641 0.322851 0.0425855 0.0805857 40
1622.9 0 0 0 0 0 0 0.238268 0.0309365 0.269204 0 0.061873 2
