#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.48249e+09 4.82905e+08 7.90547e+06 4.2435e+08 2.21805e+08 1.01203e+08 1.6529e+09 1.60231e+07 1.69834e+09 3.41727e+08 3.65726e+08 538
1.64719e+10 5.38097e+08 9.81565e+06 4.51982e+08 3.09735e+08 1.21503e+08 1.56306e+09 1.74633e+07 1.57905e+09 4.61019e+08 5.02745e+08 676
2.54412e+10 5.37727e+08 7.20117e+06 4.55301e+08 2.97997e+08 1.17934e+08 1.44663e+09 1.36243e+07 1.45711e+09 4.72159e+08 5.12454e+08 1128
3.97781e+10 5.39205e+08 6.75791e+06 4.59494e+08 3.01542e+08 1.31735e+08 1.35455e+09 1.32139e+07 1.33261e+09 5.40147e+08 5.21825e+08 1353
6.29412e+10 5.66163e+08 7.54721e+06 4.70295e+08 3.35049e+08 1.39816e+08 1.25728e+09 1.39639e+07 1.20565e+09 6.09881e+08 5.30864e+08 1352
9.9893e+10 5.94222e+08 7.91792e+06 5.0879e+08 3.44229e+08 1.70142e+08 1.14513e+09 1.38052e+07 1.0763e+09 6.22037e+08 4.70296e+08 1337
1.57124e+11 5.85128e+08 8.12407e+06 4.9269e+08 3.52794e+08 1.55323e+08 1.07353e+09 1.40598e+07 1.01076e+09 6.28269e+08 4.74045e+08 1236
2.4712e+11 5.85682e+08 9.17591e+06 5.07642e+08 3.28356e+08 1.68994e+08 1.02245e+09 1.61208e+07 9.44654e+08 5.73748e+08 4.07939e+08 947
3.90262e+11 5.8272e+08 1.16724e+07 4.94759e+08 3.56343e+08 1.56111e+08 1.03841e+09 2.0141e+07 9.44654e+08 6.34393e+08 4.07939e+08 608
6.17561e+11 5.90799e+08 1.40723e+07 4.87529e+08 3.7093e+08 1.46251e+08 1.01268e+09 2.43597e+07 9.44654e+08 6.34393e+08 4.07939e+08 405
9.62607e+11 6.10689e+08 1.92437e+07 5.17828e+08 3.8097e+08 1.7918e+08 9.81081e+08 3.18788e+07 8.77994e+08 6.40409e+08 4.1105e+08 228
1.51897e+12 5.91358e+08 2.82502e+07 5.12454e+08 3.23544e+08 1.70727e+08 9.38538e+08 4.88952e+07 8.77994e+08 5.79115e+08 4.1105e+08 101
2.44925e+12 5.79752e+08 4.31604e+07 4.4948e+08 4.465e+08 1.12114e+08 9.12659e+08 7.03008e+07 8.10788e+08 6.4632e+08 3.43845e+08 45
4.19289e+12 6.6002e+08 9.71317e+07 5.12454e+08 5.99649e+08 1.68609e+08 8.9892e+08 1.1322e+08 8.77994e+08 3.91441e+08 4.1105e+08 17
5.66235e+12 8.10582e+08 1.54367e+08 8.51102e+08 3.6136e+08 3.73392e+08 7.73053e+08 1.495e+08 8.77994e+08 2.63275e+08 4.1105e+08 4
7.99559e+12 3.54357e+08 3.54357e+08 3.54357e+08 0 0 1.5184e+09 1.5184e+09 1.5184e+09 0 0 1
