#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
39.6051 0.965812 0.0168715 5.03745e+08 5.56517e+07 4.49746e+08 5.63628e+08 4.49746e+08 0.221573 0.0067043 0.203911 0.0763852 0.0463952 0.263151 0.006866 0.256042 0.0731338 0.0665392 0.366362 0.00670963 0.375625 0.0650598 0.0872098 117
64.02 1 0 4.21274e+08 2.58284e+08 0 1.093e+09 0 0.254665 0.0197544 0.247131 0.0492975 0.0572634 0.356186 0.0156177 0.33803 0.0608338 0.0189895 0.43682 0.0146531 0.451301 0.0182817 0.0503975 5
81.7619 1 0 1.22444e+09 3.28476e+08 1.01337e+09 8.60745e+08 1.01337e+09 0.239163 0.0208202 0.238805 0.0631373 0.0793255 0.328047 0.0211771 0.339361 0.0572897 0.0690668 0.395463 0.0212799 0.415233 0.0522823 0.0477137 14
100.729 1 0 9.02802e+08 1.35222e+08 6.92559e+08 1.33403e+09 6.92559e+08 0.226016 0.00843248 0.227474 0.0411577 0.0634931 0.310499 0.00821685 0.305919 0.0667765 0.0450943 0.386789 0.00776354 0.389672 0.0612667 0.0533385 48
131.967 1 0 3.38544e+08 2.12112e+07 0 8.35998e+08 0 0.216646 0.00213414 0.21106 0.0587158 0.0492361 0.321814 0.00210093 0.322809 0.0536718 0.0542613 0.436531 0.00138476 0.446217 0.0198262 0.0388176 647
163.743 0.99985 0.000149611 5.8853e+08 8.48812e+06 4.49746e+08 7.22627e+08 4.49746e+08 0.24985 0.000752306 0.244213 0.0675043 0.0542912 0.360376 0.000651578 0.368128 0.0434884 0.0606469 0.440076 0.000469015 0.450449 0.0206223 0.0402809 6684
201.685 0.999795 0.000102399 8.97473e+08 5.71783e+06 7.73094e+08 8.69819e+08 7.73094e+08 0.267529 0.00043048 0.266061 0.0637382 0.0595898 0.361117 0.000361957 0.36783 0.0423145 0.0552221 0.422809 0.000315006 0.433041 0.0296596 0.0507765 19530
249.888 0.999861 8.01171e-05 1.28944e+09 5.92311e+06 1.17237e+09 1.00526e+09 7.22627e+08 0.252698 0.000376323 0.251611 0.0571715 0.0552144 0.333396 0.000351499 0.337669 0.0464295 0.055555 0.390304 0.000341214 0.396776 0.0435269 0.0564317 21618
311.792 1 0 1.67363e+09 8.09242e+06 1.64291e+09 9.7901e+08 9.50354e+08 0.227787 0.000444458 0.225754 0.0526184 0.0483938 0.298825 0.000445746 0.300637 0.04809 0.0513495 0.353678 0.000457922 0.357223 0.0479654 0.0548995 12753
391.758 0.999825 0.000174856 1.90333e+09 1.26565e+07 1.95053e+09 9.58918e+08 1.09711e+09 0.202556 0.00057835 0.199719 0.0461494 0.0397275 0.267616 0.000617826 0.26741 0.0472046 0.0463567 0.324222 0.000665286 0.325224 0.0494213 0.0504767 5719
492.157 1 0 1.87635e+09 2.12944e+07 1.95053e+09 9.58918e+08 1.17743e+09 0.185721 0.000799533 0.183393 0.0387493 0.0349626 0.246814 0.000918944 0.245447 0.0441395 0.040566 0.308505 0.00107453 0.306982 0.0495009 0.0485 2186
617.765 1 0 1.75404e+09 3.57038e+07 1.79737e+09 1.04086e+09 1.10482e+09 0.171499 0.00119134 0.169807 0.0341064 0.029936 0.228906 0.00139944 0.229374 0.0369955 0.0402127 0.297396 0.00177911 0.297546 0.0483541 0.0475246 788
779.358 1 0 1.62719e+09 6.31465e+07 1.56521e+09 1.20137e+09 1.03434e+09 0.166207 0.00205682 0.167114 0.0298346 0.0334819 0.22131 0.00251113 0.220495 0.0390392 0.039558 0.299898 0.00321341 0.29494 0.056091 0.0442925 250
959.853 1 0 1.21594e+09 1.44463e+08 1.17237e+09 8.54215e+08 1.17237e+09 0.153623 0.0036236 0.15556 0.0254372 0.0256048 0.207371 0.00527007 0.211838 0.0258069 0.0405677 0.30933 0.00846096 0.302931 0.0700181 0.0433564 41
1159.53 1 0 6.47386e+08 3.84448e+08 6.11817e+08 7.18525e+08 6.11817e+08 0.155478 0.0180884 0.162885 0.0195556 0.0417771 0.203437 0.016707 0.211079 0.0167077 0.0396333 0.290498 0.0194805 0.292735 0.0303308 0.0370402 3
1455.08 1 0 1.12889e+09 4.36327e+08 1.56521e+09 0 8.72654e+08 0.162048 0.0141863 0.176234 0 0.0283725 0.216396 0.00197123 0.218367 0 0.00394246 0.310809 0.0405998 0.351409 0 0.0811996 2
