#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
50.8362 1 0 1.20055e+08 1.20055e+08 0 3.60165e+08 0 0.189525 0.0138083 0.178749 0.0381844 0.00585771 0.22851 0.0182052 0.240817 0.011215 0.0481375 0.273295 0.0259862 0.289948 0.0176582 0.0676148 3
64.5328 1 0 3.48957e+08 2.83101e+08 0 1.73358e+09 0 0.162185 0.0243697 0.150966 0.0880338 0.0494104 0.204524 0.029134 0.260155 0.00278562 0.15273 0.261002 0.0255513 0.295869 0.0144463 0.13974 6
83.6512 1 0 3.3467e+08 6.2544e+07 0 9.44654e+08 0 0.159751 0.00508736 0.14991 0.0432976 0.0237006 0.200554 0.00455385 0.193489 0.0392243 0.0242701 0.261537 0.00377737 0.261278 0.0334456 0.0301402 58
103.291 1 0 4.21883e+08 3.07989e+07 0 1.01076e+09 0 0.157226 0.00198664 0.15447 0.0331138 0.0294459 0.205146 0.00203901 0.20453 0.0378483 0.0343627 0.266456 0.00175622 0.272091 0.0226184 0.0354008 287
128.881 1 0 4.61668e+08 1.51684e+07 3.60165e+08 7.16137e+08 3.60165e+08 0.161494 0.00105644 0.158953 0.0384924 0.0330582 0.214219 0.00105141 0.213936 0.03799 0.0373909 0.27168 0.000859055 0.277001 0.0239298 0.0349447 1215
160.259 0.999656 0.000344471 5.39777e+08 1.01709e+07 4.66944e+08 6.09358e+08 4.66944e+08 0.167001 0.000663443 0.164974 0.0373434 0.0338698 0.220268 0.000666338 0.220281 0.0373974 0.0364867 0.273543 0.000593512 0.280384 0.0237069 0.0388199 2903
199.559 1 0 5.89974e+08 8.89268e+06 5.36715e+08 6.04553e+08 5.36715e+08 0.176502 0.000614878 0.17401 0.0401461 0.0351796 0.230949 0.000604478 0.232489 0.0378361 0.0400622 0.277398 0.000547531 0.285515 0.0237677 0.0430214 3754
248.009 0.999654 0.00034638 6.51205e+08 1.0004e+07 6.06006e+08 5.99643e+08 6.06006e+08 0.186353 0.000733553 0.184407 0.0417232 0.0377145 0.237837 0.000696899 0.240169 0.0365899 0.0414479 0.276672 0.000627687 0.282959 0.0272857 0.0414399 2887
310.211 1 0 7.58363e+08 1.47651e+07 7.43049e+08 5.89564e+08 7.43049e+08 0.185798 0.00103825 0.185298 0.0382872 0.0376667 0.234158 0.00100983 0.236159 0.0363593 0.0412309 0.268215 0.000964198 0.273432 0.0299124 0.0418788 1327
387.166 1 0 8.51559e+08 2.38889e+07 8.10788e+08 5.84386e+08 4.50623e+08 0.176833 0.00156963 0.175574 0.0365181 0.0318689 0.224201 0.00163014 0.228429 0.032396 0.0387551 0.258084 0.00161672 0.262634 0.0288798 0.0405047 457
486.04 1 0 8.6655e+08 4.66117e+07 8.10788e+08 5.84386e+08 4.50623e+08 0.169064 0.00296836 0.165512 0.0358937 0.028543 0.212735 0.00331694 0.213432 0.0401141 0.0412412 0.246639 0.00340581 0.244564 0.0441403 0.0411686 129
617.568 1 0 8.5608e+08 6.94748e+07 8.10788e+08 4.58646e+08 2.74073e+08 0.164322 0.00576162 0.160182 0.0398634 0.0201282 0.214012 0.00798998 0.222625 0.0254568 0.0498808 0.250524 0.00758966 0.256005 0.0262038 0.0426937 18
852.493 1 0 1.58532e+09 5.09014e+08 2.09433e+09 0 1.01803e+09 0.124688 0.0141593 0.138848 0 0.0283186 0.171417 0.0378386 0.209256 0 0.0756773 0.204772 0.0337666 0.238539 0 0.0675332 2
