#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 11.75 - 12.25
#HM   Stats: 7.526470e+11 (median) + 3.414730e+11  / - 1.460290e+11
#SM   Stats: 3.066070e+10 (median) + 3.929120e+10  / - 1.726260e+10
#VMP  Stats: 1.777800e+02 (median) + 2.222000e+01  / - 1.620999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 7.116997e-10 (median) + 7.205476e-10  / - 3.602747e-10
sfh 0.055623 0 0 0 #avg: 9.11009e-05; avg_err: 6.48577e-05; sd: 0.0090912; counts: 19649
sfh 0.060123 0 0 0 #avg: 0.00145278; avg_err: 0.000901188; sd: 0.126321; counts: 19649
sfh 0.062373 0 0 0 #avg: 0.00169738; avg_err: 0.000509587; sd: 0.0714295; counts: 19649
sfh 0.064623 0 0 0 #avg: 0.00699493; avg_err: 0.00277456; sd: 0.388914; counts: 19649
sfh 0.066873 0 0 0 #avg: 0.00916162; avg_err: 0.00214705; sd: 0.300955; counts: 19649
sfh 0.069123 0 0 0 #avg: 0.012876; avg_err: 0.00279172; sd: 0.391319; counts: 19649
sfh 0.071373 0 0 0 #avg: 0.018096; avg_err: 0.00273354; sd: 0.383164; counts: 19649
sfh 0.073623 0 0 0 #avg: 0.0280761; avg_err: 0.00542953; sd: 0.761064; counts: 19649
sfh 0.075873 0 0 0 #avg: 0.0340756; avg_err: 0.00289819; sd: 0.406243; counts: 19649
sfh 0.078123 0 0 0 #avg: 0.0478875; avg_err: 0.00374821; sd: 0.525392; counts: 19649
sfh 0.080373 0 0 0 #avg: 0.0607645; avg_err: 0.00365771; sd: 0.512707; counts: 19649
sfh 0.082623 0 0.0132743 0 #avg: 0.0695876; avg_err: 0.00365504; sd: 0.512332; counts: 19649
sfh 0.085998 0 0.0528445 0 #avg: 0.102716; avg_err: 0.00458038; sd: 0.642038; counts: 19649
sfh 0.089373 0 0.107115 0 #avg: 0.126433; avg_err: 0.00480548; sd: 0.673591; counts: 19649
