#mpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.19109e+09 0.0737789 0.0835951 0.000175306 0 0 0 0.0129819 2.58324e-05 0 0.00667881 0 3187973
1.56687e+10 0.0640398 0.0752498 0.000260441 0 0 0 0.00913211 2.74165e-05 0 0 0 1397958
2.47099e+10 0.0584794 0.0687664 0.00030041 0 0 0 0.00820904 2.96805e-05 0 0.00448964 0 966170
3.91007e+10 0.0574145 0.0677126 0.000366093 0 0 0 0.00814055 3.54444e-05 0 0.00851553 0 644489
6.20009e+10 0.0616888 0.0729426 0.000468766 0 0 0 0.00860027 4.49344e-05 0 0.00865276 0 423237
9.83209e+10 0.0712266 0.0837214 0.000619038 0 0 0 0.00985327 6.02665e-05 0 0.00906686 0 273395
1.55853e+11 0.0890942 0.105557 0.000863063 0 0 0 0.012453 8.72831e-05 0 0.0173041 0 175915
2.46923e+11 0.119659 0.141838 0.00123109 0 0 0 0.0166726 0.000129762 0 0.027275 0 112946
3.90983e+11 0.169866 0.206513 0.00186934 0 1 0 0.0245957 0.000210019 0 0.0517235 0 70538
6.19271e+11 0.241739 0.304847 0.00283938 0 1 0 0.0373248 0.000343301 0 0.0856502 0 44606
9.79861e+11 0.351713 0.475473 0.00452853 0 1 0 0.0601853 0.000587946 0.00911021 0.131876 0.00911021 26624
1.54984e+12 0.516399 0.771522 0.00733208 1 1 1 0.10754 0.00107082 0.0526273 0.187758 0.0526273 15275
2.44942e+12 0.686134 1.11051 0.0104451 1 1 1 0.183204 0.00181829 0.13265 0.243317 0.123634 9058
3.90209e+12 0.818471 1.41966 0.0143099 1 1 1 0.29206 0.00291702 0.267068 0.264024 0.206238 5035
6.13864e+12 0.881996 1.52549 0.0180321 1 1 0 0.393616 0.00398172 0.408599 0.211407 0.263321 2805
9.75842e+12 0.88896 1.48181 0.0236043 1 1 0 0.496597 0.00506401 0.51852 0.182901 0.238637 1567
1.55803e+13 0.853114 1.28672 0.0290881 1 1 0 0.590896 0.00591489 0.610598 0.146723 0.195929 851
2.43103e+13 0.822622 1.24422 0.0433626 1 1 1 0.627221 0.00871288 0.667413 0.11533 0.209429 389
3.8813e+13 0.725581 1.09767 0.0637434 1 1 1 0.68759 0.00982866 0.718174 0.100651 0.176872 215
6.03325e+13 0.697917 1.08333 0.100073 1 1 1 0.714674 0.0147674 0.756371 0.0779322 0.150857 96
9.48722e+13 0.5 0.75 0.120945 1 1 1 0.753116 0.0214125 0.772733 0.0994053 0.138567 48
1.60064e+14 0.6 0.733333 0.206252 1 0 1 0.783167 0.0324574 0.817421 0.0844656 0.160048 15
2.35409e+14 0.8 0.8 0.2 1 0 1 0.807733 0.042363 0.820582 0.0876336 0.114793 5
3.75618e+14 0.4 0.4 0.244949 0 1 0 0.739421 0.128342 0.846737 0.0944099 0.61448 5
6.06629e+14 0.333333 0.333333 0.333333 0 1 0 0.844852 0.0312503 0.821515 0.0852179 0.0152067 3
