#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
44.7974 0.000220104 0.000220221 5.0798e-06 0 0 0 0.000214178 1.54282e-06 0 0 0 8541427
62.4912 0.000529814 0.000530404 1.25158e-05 0 0 0 0.000614823 3.87123e-06 0 0 0 3391754
78.5508 0.00148645 0.00148938 2.95707e-05 0 0 0 0.00150165 8.98121e-06 0 0 0 1707423
98.4709 0.00409485 0.00412047 7.12e-05 0 0 0 0.0031605 2.14137e-05 0 0 0 819567
123.975 0.00965034 0.0097402 0.000163566 0 0 0 0.00629247 5.0805e-05 0 0 0 367241
155.884 0.0181198 0.0183645 0.000340847 0 0 0 0.011568 0.000111357 0 0 0 159384
195.812 0.0281725 0.0285325 0.000667164 0 0 0 0.0184896 0.000224883 0 0.0232144 0 63892
245.589 0.0382439 0.0387003 0.00131892 0 0 0 0.0258903 0.000436381 0 0.0484305 0 21912
307.719 0.0475117 0.0490723 0.00293842 0 0 0 0.0327484 0.00096201 0 0.0708432 0 5767
384.803 0.0532491 0.0532491 0.00674839 0 0 0 0.0407245 0.00236881 0 0.0963841 0 1108
483.062 0.0728477 0.0728477 0.0212196 0 0 0 0.0532348 0.00728266 0 0.138766 0 151
616.43 0.047619 0.047619 0.047619 0 0 0 0.0470257 0.0143545 0.0218071 0.0839223 0.0218071 21
856.04 0 0 0 0 0 0 0 0 0 0 0 1
