#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
39.5029 0.0911765 0.0970588 0.0171238 0 0 0 0.100683 0.00563195 0.0683104 0.107414 0.0579936 340
62.8184 0 0 0 0 0 0 0.0602049 0.0162584 0.0251829 0.0987117 0.0170672 15
82.0966 0 0 0 0 0 0 0.232535 0.0508652 0.175238 0.239357 0.135922 20
100.666 0.140351 0.157895 0.0547807 0 0 0 0.200626 0.021084 0.187373 0.193016 0.149845 57
131.99 0.0656934 0.0671533 0.00979045 0 0 0 0.0865851 0.00382448 0.0534278 0.11107 0.0453121 685
163.737 0.107047 0.11312 0.00399065 0 0 0 0.131295 0.00150892 0.0920639 0.152431 0.0691979 7081
201.62 0.110509 0.117667 0.00239815 0 0 0 0.178195 0.000991989 0.143337 0.178001 0.10487 20677
249.863 0.104447 0.109836 0.00218257 0 0 0 0.241191 0.00102682 0.220474 0.180969 0.138613 22825
311.83 0.0863475 0.0893863 0.00254635 0 0 0 0.303786 0.00140917 0.296224 0.177934 0.169811 13492
391.796 0.0795773 0.0820538 0.00364078 0 0 0 0.343384 0.00215836 0.344922 0.173859 0.187994 6057
492.327 0.0924078 0.094577 0.00624898 0 0 0 0.341983 0.00356095 0.34831 0.174189 0.196117 2305
617.447 0.0812425 0.083632 0.00986855 0 0 0 0.31749 0.0060469 0.319887 0.183138 0.196396 837
779.35 0.0722433 0.0722433 0.0159943 0 0 0 0.295593 0.0106308 0.293708 0.189481 0.211704 263
958.713 0.0909091 0.0909091 0.0438403 0 0 0 0.223767 0.0240664 0.221702 0.150931 0.170024 44
1159.53 0 0 0 0 0 0 0.132676 0.0551901 0.108849 0.129079 0.0575974 3
1455.08 0 0 0 0 0 0 0.187327 0.077953 0.26528 0 0.155906 2
