#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#sm range: 10.25 - 10.75
#HM   Stats: 8.292650e+11 (median) + 3.947050e+11  / - 2.741180e+11
#SM   Stats: 2.763240e+10 (median) + 1.516050e+10  / - 7.450300e+09
#VMP  Stats: 2.160600e+02 (median) + 2.230000e+01  / - 1.856999e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.888097e-09 (median) + 1.986161e-09  / - 1.029113e-09
sfh 0.055623 0 0 0 #avg: 0.000108197; avg_err: 0.000108197; sd: 0.00790062; counts: 5333
sfh 0.060123 0 0 0 #avg: 0.00189613; avg_err: 0.000819887; sd: 0.0598686; counts: 5333
sfh 0.062373 0 0 0 #avg: 0.0119593; avg_err: 0.00444676; sd: 0.324704; counts: 5333
sfh 0.064623 0 0 0 #avg: 0.0241074; avg_err: 0.00821262; sd: 0.59969; counts: 5333
sfh 0.066873 0 0 0 #avg: 0.0379043; avg_err: 0.00886565; sd: 0.647375; counts: 5333
sfh 0.069123 0 0 0 #avg: 0.0562595; avg_err: 0.0115308; sd: 0.841983; counts: 5333
sfh 0.071373 0 0 0 #avg: 0.0843581; avg_err: 0.0145621; sd: 1.06334; counts: 5333
sfh 0.073623 0 0 0 #avg: 0.143572; avg_err: 0.0295509; sd: 2.15782; counts: 5333
sfh 0.075873 0 0.0262759 0 #avg: 0.170245; avg_err: 0.0207102; sd: 1.51227; counts: 5333
sfh 0.078123 0 0.0821443 0 #avg: 0.215659; avg_err: 0.0228478; sd: 1.66836; counts: 5333
sfh 0.080373 0 0.159238 0 #avg: 0.244044; avg_err: 0.0211637; sd: 1.54538; counts: 5333
sfh 0.082623 0 0.244238 0 #avg: 0.244689; avg_err: 0.0166132; sd: 1.2131; counts: 5333
sfh 0.085998 0 0.377184 0 #avg: 0.316762; avg_err: 0.0152479; sd: 1.11341; counts: 5333
sfh 0.089373 0.0153717 0.500155 0.0153717 #avg: 0.397177; avg_err: 0.0188626; sd: 1.37736; counts: 5333
sfh 0.092748 0.0436503 0.644164 0.0436503 #avg: 0.509281; avg_err: 0.0241431; sd: 1.76294; counts: 5333
sfh 0.096123 0.0820356 0.77592 0.0820356 #avg: 0.632941; avg_err: 0.0278454; sd: 2.03329; counts: 5333
sfh 0.099498 0.116578 0.868483 0.116578 #avg: 0.74979; avg_err: 0.0333749; sd: 2.43705; counts: 5333
sfh 0.102873 0.15106 0.98884 0.15106 #avg: 0.872387; avg_err: 0.0372985; sd: 2.72356; counts: 5333
sfh 0.106248 0.186113 1.19395 0.180641 #avg: 1.02644; avg_err: 0.0420418; sd: 3.06992; counts: 5333
sfh 0.109623 0.232642 1.42466 0.218979 #avg: 1.29482; avg_err: 0.0867792; sd: 6.33666; counts: 5333
sfh 0.112998 0.272866 1.65402 0.250168 #avg: 1.45343; avg_err: 0.0794093; sd: 5.79851; counts: 5333
sfh 0.116373 0.334239 1.97339 0.305401 #avg: 1.70198; avg_err: 0.0901068; sd: 6.57965; counts: 5333
sfh 0.119748 0.39872 2.29614 0.359299 #avg: 1.93433; avg_err: 0.0882035; sd: 6.44067; counts: 5333
sfh 0.123123 0.489847 2.51034 0.439405 #avg: 2.14733; avg_err: 0.0842577; sd: 6.15254; counts: 5333
sfh 0.126498 0.546977 2.86193 0.482975 #avg: 2.44768; avg_err: 0.099482; sd: 7.26423; counts: 5333
sfh 0.129873 0.634241 3.19359 0.561118 #avg: 2.76199; avg_err: 0.128946; sd: 9.41569; counts: 5333
sfh 0.133248 0.708715 3.65039 0.621437 #avg: 3.05191; avg_err: 0.129685; sd: 9.46968; counts: 5333
sfh 0.136623 0.842594 3.86139 0.740107 #avg: 3.26244; avg_err: 0.123954; sd: 9.05121; counts: 5333
sfh 0.141685 1.0401 4.52167 0.909773 #avg: 3.71213; avg_err: 0.128947; sd: 9.41575; counts: 5333
sfh 0.146748 1.25611 5.37146 1.09025 #avg: 4.28112; avg_err: 0.144777; sd: 10.5717; counts: 5333
sfh 0.15181 1.47442 6.11607 1.26318 #avg: 4.99629; avg_err: 0.172187; sd: 12.5732; counts: 5333
sfh 0.156873 1.72931 7.31083 1.47972 #avg: 5.55601; avg_err: 0.16992; sd: 12.4076; counts: 5333
sfh 0.161935 2.05181 8.16569 1.74299 #avg: 6.12515; avg_err: 0.16401; sd: 11.9761; counts: 5333
sfh 0.166998 2.52187 9.57343 2.16459 #avg: 6.94686; avg_err: 0.179156; sd: 13.0821; counts: 5333
sfh 0.17206 3.00769 10.348 2.58687 #avg: 7.69298; avg_err: 0.197315; sd: 14.4081; counts: 5333
sfh 0.177123 3.49416 10.8368 2.99177 #avg: 8.31531; avg_err: 0.19343; sd: 14.1243; counts: 5333
sfh 0.182185 3.87577 12.238 3.28041 #avg: 8.81481; avg_err: 0.189771; sd: 13.8572; counts: 5333
