#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.316 0 0 105056 2931.2 0 0 0 0.300939 2.82125e-05 0.298364 0.0862367 0.080717 0.385927 2.3221e-05 0.392145 0.0586625 0.067365 0.469274 1.00103e-05 0.475952 0.0155634 0.0272617 7332604
62.1114 0 0 175647 5733.81 0 0 0 0.244493 4.06478e-05 0.236173 0.0733217 0.0570351 0.357234 3.70377e-05 0.361563 0.0532181 0.062958 0.466778 1.49328e-05 0.472187 0.0145354 0.0243687 2606042
78.7008 0 0 392335 12583.8 0 0 0 0.230249 5.49117e-05 0.222906 0.0677486 0.0534732 0.36171 5.04516e-05 0.366016 0.0510471 0.0607675 0.469956 1.79419e-05 0.474251 0.0129878 0.0207628 1285965
98.5573 0 0 1.1916e+06 32601.5 0 0 0 0.239772 7.78489e-05 0.23373 0.0682797 0.0560922 0.370551 6.58431e-05 0.37427 0.0478105 0.056087 0.472461 2.21406e-05 0.476089 0.0117577 0.0184205 660435
124.108 0 0 4.30125e+06 98956 0 0 0 0.263362 0.000117509 0.258565 0.0704191 0.0604544 0.393774 8.79298e-05 0.39862 0.0425968 0.0525232 0.480487 2.39617e-05 0.48332 0.00835606 0.0135347 311036
155.913 0 0 2.11145e+07 376066 0 0 0 0.300048 0.000172331 0.298977 0.0664438 0.0646535 0.421015 9.59778e-05 0.423768 0.0312264 0.0347313 0.484556 2.86225e-05 0.486622 0.00670955 0.0102527 140002
194.647 0 0 9.39577e+07 1.43314e+06 0 0 0 0.314146 0.000257064 0.314071 0.0562782 0.0560643 0.413594 0.000163912 0.414385 0.0357741 0.0346755 0.475927 9.01347e-05 0.480909 0.0107641 0.0191784 48952
241.87 0 0 2.47677e+08 5.35842e+06 0 6.35825e+08 0 0.298343 0.00056661 0.297298 0.0550297 0.0516043 0.38594 0.000467126 0.386762 0.0467095 0.0441515 0.455209 0.000363187 0.465395 0.0207003 0.0435439 9243
303.394 0 0 4.80559e+08 2.41004e+07 0 1.17237e+09 0 0.278603 0.00180972 0.278674 0.0502352 0.0556218 0.357764 0.00166931 0.357065 0.0511089 0.0502386 0.428157 0.00158682 0.439798 0.0345503 0.062765 929
387.906 0 0 1.06719e+09 7.52392e+07 7.94653e+08 1.45795e+09 7.94653e+08 0.247187 0.00392588 0.242402 0.0578689 0.0509105 0.316713 0.00371423 0.316121 0.0480378 0.0511489 0.386396 0.00413181 0.391322 0.056845 0.0684022 198
496.184 0 0 1.64293e+09 1.45085e+08 1.40753e+09 1.35905e+09 1.00387e+09 0.230231 0.00744674 0.228013 0.041313 0.0516256 0.301736 0.00862128 0.2969 0.0503604 0.0539026 0.378231 0.00994591 0.378348 0.0909581 0.0683285 65
612.151 0 0 2.45757e+09 2.76448e+08 2.54895e+09 1.42973e+09 1.69473e+09 0.204531 0.00908751 0.213744 0.0331237 0.062969 0.294618 0.0176497 0.302043 0.078621 0.0881545 0.384601 0.0207973 0.403373 0.0893914 0.122068 22
769.489 0 0 2.58756e+09 2.86981e+08 3.01175e+09 4.49746e+08 1.44033e+09 0.187166 0.0114255 0.200671 0.0100937 0.0671451 0.249779 0.0108957 0.253541 0.0365328 0.0355266 0.387044 0.0348636 0.442932 0.0104689 0.166257 6
