#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.95 - 3.11667
#HM   Stats: 5.727940e+13 (median) + 0.000000e+00  / - 0.000000e+00
#SM   Stats: 2.322630e+11 (median) + 0.000000e+00  / - 0.000000e+00
#VMP  Stats: 9.906100e+02 (median) + 0.000000e+00  / - 0.000000e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.390836e-11 (median) + 0.000000e+00  / - 0.000000e+00
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.064623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.066873 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.069123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 1
sfh 0.071373 2.59965e-13 0 0 #avg: 2.59965e-13; avg_err: 2.59965e-13; sd: 0; counts: 1
sfh 0.073623 3.14913e-13 0 0 #avg: 3.14913e-13; avg_err: 3.14913e-13; sd: 0; counts: 1
sfh 0.075873 1.87244e-12 0 0 #avg: 1.87244e-12; avg_err: 1.87244e-12; sd: 0; counts: 1
sfh 0.078123 3.4318e-12 0 0 #avg: 3.4318e-12; avg_err: 3.4318e-12; sd: 0; counts: 1
sfh 0.080373 7.67242e-12 0 0 #avg: 7.67242e-12; avg_err: 7.67242e-12; sd: 0; counts: 1
sfh 0.082623 4.32734e-12 0 0 #avg: 4.32734e-12; avg_err: 4.32734e-12; sd: 0; counts: 1
sfh 0.085998 3.99866e-12 0 0 #avg: 3.99866e-12; avg_err: 3.99866e-12; sd: 0; counts: 1
sfh 0.089373 6.37721e-12 0 0 #avg: 6.37721e-12; avg_err: 6.37721e-12; sd: 0; counts: 1
sfh 0.092748 8.81031e-12 0 0 #avg: 8.81031e-12; avg_err: 8.81031e-12; sd: 0; counts: 1
sfh 0.096123 1.05565e-11 0 0 #avg: 1.05565e-11; avg_err: 1.05565e-11; sd: 0; counts: 1
sfh 0.099498 2.06313e-11 0 0 #avg: 2.06313e-11; avg_err: 2.06313e-11; sd: 0; counts: 1
