#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
41.3146 1 0 4.17928e+08 5.58817e+07 3.15921e+08 5.37493e+08 3.15921e+08 0.22308 0.0123878 0.182252 0.163025 0.0362974 0.249502 0.012166 0.212724 0.219776 0.0526038 0.314054 0.0110394 0.297272 0.142401 0.0944867 78
63.0259 1 0 2.19009e+08 1.02135e+08 0 6.11817e+08 0 0.413642 0.0316152 0.455949 0.025204 0.0536142 0.426526 0.0294118 0.46803 0.0201397 0.0404744 0.437192 0.0237505 0.47013 0.0202439 0.0406153 13
82.0966 1 0 1.20626e+09 2.83013e+08 1.01337e+09 1.31382e+09 1.01337e+09 0.410947 0.0172398 0.435795 0.0455176 0.0962858 0.412875 0.0172584 0.437767 0.0455295 0.0963911 0.414804 0.0172771 0.439739 0.0455983 0.0964963 20
100.531 1 0 7.41809e+08 1.04429e+08 6.11817e+08 9.53396e+08 6.11817e+08 0.364512 0.0153541 0.405416 0.0708805 0.177745 0.389974 0.0114974 0.417335 0.0609551 0.141666 0.414528 0.00821649 0.419353 0.0609564 0.0660172 56
131.977 1 0 3.46527e+08 2.16005e+07 0 8.53413e+08 0 0.218337 0.00275932 0.209384 0.0618606 0.0514284 0.312718 0.0024032 0.312185 0.0591788 0.0624683 0.424162 0.00175226 0.435237 0.0260068 0.0494414 610
162.967 1 0 6.33556e+08 1.00931e+07 5.30876e+08 7.20614e+08 5.30876e+08 0.238301 0.000829584 0.233771 0.0611208 0.0544183 0.345329 0.00078875 0.353946 0.0454627 0.066859 0.428654 0.000644105 0.440743 0.0266497 0.0503519 5232
199.823 1 0 1.06809e+09 8.56844e+06 9.3351e+08 1.01702e+09 9.3351e+08 0.254307 0.000576344 0.252523 0.0610245 0.0586842 0.344291 0.00052734 0.351404 0.0442213 0.0602903 0.405252 0.000503707 0.415398 0.0387177 0.0591067 10593
248.188 1 0 1.68248e+09 1.11329e+07 1.64291e+09 9.7901e+08 9.50354e+08 0.245533 0.000656402 0.244335 0.0570608 0.0559443 0.317643 0.000633964 0.320634 0.0500897 0.0577127 0.366655 0.000660011 0.371332 0.0531837 0.0612543 7450
310.704 1 0 2.27792e+09 1.66504e+07 2.25261e+09 1.00568e+09 1.00112e+09 0.226607 0.000914009 0.223771 0.0546172 0.0498983 0.289209 0.000968835 0.288808 0.0525975 0.0533076 0.334439 0.00103427 0.334346 0.0588498 0.0571928 3418
390.116 1 0 2.84233e+09 2.528e+07 2.83824e+09 8.21568e+08 8.1165e+08 0.202863 0.00139066 0.198724 0.046381 0.0412666 0.262571 0.00160284 0.256793 0.0547622 0.0456083 0.310375 0.00181227 0.302826 0.0696052 0.0510189 1242
489.817 1 0 3.14077e+09 4.71456e+07 3.18951e+09 8.51102e+08 8.62314e+08 0.192873 0.00262408 0.189259 0.0447514 0.0425051 0.251262 0.00337201 0.24389 0.0621061 0.0513455 0.305935 0.00383701 0.296055 0.0885962 0.0585504 366
616.896 1 0 3.41459e+09 8.23548e+07 3.52816e+09 7.53685e+08 9.06235e+08 0.181571 0.00434291 0.177039 0.0322767 0.0348005 0.252045 0.00763638 0.235493 0.0751278 0.0498265 0.314409 0.00829223 0.297643 0.116318 0.0719573 103
756.353 1 0 3.2536e+09 2.15062e+08 3.32655e+09 1.01391e+09 7.0463e+08 0.181922 0.0102844 0.182122 0.0261737 0.0437683 0.238929 0.014445 0.22939 0.0383354 0.057466 0.305521 0.0158736 0.28882 0.10867 0.0546875 26
891.55 1 1 4.28184e+09 4.28184e+09 4.28184e+09 0 0 0.184068 0.184068 0.184068 0 0 0.200177 0.200177 0.200177 0 0 0.332017 0.332017 0.332017 0 0 1
1149.47 1 1 3.78915e+09 3.78915e+09 3.78915e+09 0 0 0.193678 0.193678 0.193678 0 0 0.385112 0.385112 0.385112 0 0 0.477491 0.477491 0.477491 0 0 1
