#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
7.72071e+07 7.95314e+08 2.82729e+06 5.80006e+08 6.6806e+08 2.33234e+08 1.52625e+09 6.17335e+06 1.14106e+09 1.30303e+09 5.71547e+08 45721
1.57639e+08 8.21865e+08 4.85319e+06 5.84172e+08 6.91665e+08 2.374e+08 1.50508e+09 1.02827e+07 1.05478e+09 1.2713e+09 4.72732e+08 17253
2.50021e+08 8.67347e+08 5.68527e+06 6.05234e+08 7.74108e+08 2.5599e+08 1.47752e+09 1.07505e+07 1.05478e+09 1.2713e+09 4.49546e+08 14649
3.97685e+08 9e+08 6.11996e+06 6.76918e+08 7.82374e+08 3.26469e+08 1.50708e+09 1.15664e+07 1.16825e+09 1.25767e+09 5.63017e+08 13083
6.28473e+08 9.36902e+08 6.87698e+06 6.84684e+08 8.26562e+08 3.33038e+08 1.53201e+09 1.24369e+07 1.16825e+09 1.27584e+09 5.63017e+08 11834
9.94884e+08 9.72574e+08 7.63111e+06 6.9722e+08 9.11903e+08 3.43219e+08 1.564e+09 1.31665e+07 1.16825e+09 1.27584e+09 5.63017e+08 10485
1.57964e+09 9.99972e+08 8.41281e+06 7.09108e+08 9.34111e+08 3.52836e+08 1.63832e+09 1.46305e+07 1.28215e+09 1.28032e+09 6.76918e+08 9545
2.51041e+09 1.02975e+09 9.08132e+06 7.1696e+08 9.97565e+08 3.56372e+08 1.64849e+09 1.49631e+07 1.28215e+09 1.28032e+09 6.76918e+08 8720
3.97349e+09 1.07447e+09 1.00112e+07 7.38254e+08 1.02516e+09 3.74676e+08 1.75861e+09 1.63463e+07 1.39649e+09 1.40387e+09 7.91253e+08 8334
6.31432e+09 1.14685e+09 1.09876e+07 8.17669e+08 1.07241e+09 4.48875e+08 1.80583e+09 1.67186e+07 1.39649e+09 1.52337e+09 7.91253e+08 8079
9.98173e+09 1.22537e+09 1.22597e+07 8.29125e+08 1.21837e+09 4.1183e+08 1.87915e+09 1.65822e+07 1.51125e+09 1.52846e+09 7.94287e+08 7935
1.58818e+10 1.33836e+09 1.37638e+07 9.0946e+08 1.31621e+09 4.59914e+08 2.02404e+09 1.7654e+07 1.62642e+09 1.77491e+09 9.0946e+08 7935
2.51273e+10 1.47244e+09 1.51069e+07 9.75515e+08 1.49222e+09 5.19048e+08 2.1629e+09 1.87159e+07 1.74201e+09 1.90202e+09 1.02505e+09 8232
3.97826e+10 1.59278e+09 1.66223e+07 1.05481e+09 1.67309e+09 5.93275e+08 2.36657e+09 1.97109e+07 1.85802e+09 2.27501e+09 1.14106e+09 8067
6.26297e+10 1.72638e+09 1.89743e+07 1.14531e+09 1.93293e+09 6.75662e+08 2.51024e+09 2.19283e+07 1.97444e+09 2.40471e+09 1.14531e+09 7266
9.80247e+10 1.86164e+09 2.40472e+07 1.19286e+09 2.22581e+09 7.12771e+08 2.56557e+09 2.60871e+07 1.97444e+09 2.52813e+09 1.14531e+09 5310
1.51555e+11 2.13086e+09 3.80387e+07 1.39649e+09 2.6972e+09 8.24848e+08 2.45519e+09 3.55449e+07 1.97444e+09 2.28152e+09 1.14531e+09 2455
2.33783e+11 2.40044e+09 8.72435e+07 1.66959e+09 2.99461e+09 1.06435e+09 2.2021e+09 6.80002e+07 1.74201e+09 2.02384e+09 1.02505e+09 538
3.66438e+11 2.25011e+09 2.54803e+08 1.39649e+09 3.70561e+09 8.12413e+08 1.98503e+09 2.20103e+08 1.24807e+09 2.51778e+09 6.42832e+08 67
5.93517e+11 4.38007e+09 2.84659e+09 7.22667e+09 0 5.69318e+09 1.18481e+09 4.41609e+08 1.62642e+09 0 8.83218e+08 2
