#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3123 9.1021e+08 1.26206e+06 6.89768e+08 7.32661e+08 3.31287e+08 1.92687e+09 2.63961e+06 1.43556e+09 1.96577e+09 8.23623e+08 301130
62.2694 8.16094e+08 2.22825e+06 5.89973e+08 6.85865e+08 2.41955e+08 1.54303e+09 4.77063e+06 1.14531e+09 1.29878e+09 5.75801e+08 78144
78.9761 9.00617e+08 3.26991e+06 6.79528e+08 7.60236e+08 3.29079e+08 1.50749e+09 6.18223e+06 1.16825e+09 1.15783e+09 5.63017e+08 46013
99.3738 1.00848e+09 4.3805e+06 7.1696e+08 9.52629e+08 3.57418e+08 1.62391e+09 7.76101e+06 1.28215e+09 1.28032e+09 6.76918e+08 32646
125.104 1.15354e+09 6.10679e+06 8.25923e+08 1.12837e+09 4.54343e+08 1.83559e+09 9.71532e+06 1.44789e+09 1.59182e+09 8.42654e+08 23750
157.281 1.38179e+09 9.02856e+06 9.65486e+08 1.36529e+09 5.07318e+08 2.1469e+09 1.25746e+07 1.74201e+09 1.90202e+09 1.02505e+09 16754
197.451 1.73635e+09 1.45334e+07 1.18919e+09 1.92077e+09 7.03795e+08 2.57137e+09 1.78912e+07 2.09125e+09 2.41132e+09 1.26213e+09 11015
247.237 2.30547e+09 2.74789e+07 1.56627e+09 2.85303e+09 9.80199e+08 2.54537e+09 2.51633e+07 1.97444e+09 2.52813e+09 1.14531e+09 5402
309.699 2.80636e+09 5.0561e+07 1.99178e+09 3.4073e+09 1.30455e+09 2.31563e+09 3.54074e+07 1.85802e+09 2.15061e+09 1.02889e+09 2061
388.217 3.37688e+09 9.65528e+07 2.71107e+09 3.58376e+09 1.89835e+09 2.01348e+09 5.75098e+07 1.62642e+09 1.65403e+09 9.0946e+08 675
486.876 2.98696e+09 1.66133e+08 2.42592e+09 3.25086e+09 1.59679e+09 1.65094e+09 7.98416e+07 1.39649e+09 1.16598e+09 6.79528e+08 169
599.89 3.45979e+09 4.64717e+08 2.88369e+09 4.42083e+09 1.94195e+09 1.85974e+09 2.96502e+08 1.51125e+09 1.28911e+09 6.93578e+08 31
769.082 2.70281e+09 5.47607e+08 2.31717e+09 2.40759e+09 1.82933e+09 1.75606e+09 2.92932e+08 1.62642e+09 1.53348e+09 9.0946e+08 12
1102.41 1.53348e+09 1.53348e+09 1.53348e+09 0 0 1.62642e+09 1.62642e+09 1.62642e+09 0 0 1
