#For SF galaxies, QTime is the duration of the last period when they were quenched.
#vmpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
45.3157 4.60934e-05 2.50709e-06 122384 3331.86 0 0 0 0.300999 2.82107e-05 0.298451 0.0862047 0.0807488 0.386012 2.3208e-05 0.392235 0.0586045 0.0673075 0.469312 1.00056e-05 0.475988 0.0155355 0.0272261 7332944
62.1114 5.75582e-06 1.48614e-06 178806 5801.42 0 0 0 0.244576 4.06541e-05 0.236283 0.0732931 0.0570851 0.357371 3.70149e-05 0.361708 0.0531716 0.0629002 0.466833 1.49078e-05 0.472233 0.0145065 0.0243227 2606057
78.7009 1.55519e-05 3.47749e-06 413387 13972.8 0 0 0 0.230363 5.49277e-05 0.223034 0.0677662 0.0535189 0.361849 5.0411e-05 0.366165 0.0509794 0.060725 0.470002 1.79108e-05 0.474287 0.0129651 0.020724 1286015
98.5575 8.781e-05 1.15295e-05 1.26794e+06 35008.8 0 0 0 0.239888 7.78673e-05 0.233846 0.0682827 0.0561151 0.370641 6.57832e-05 0.374351 0.0477694 0.056001 0.472477 2.21311e-05 0.476102 0.0117459 0.0184025 660517
124.125 0.00217174 8.33761e-05 5.00324e+06 111101 0 0 0 0.263296 0.000117401 0.258506 0.0703927 0.0604584 0.393568 8.80965e-05 0.398463 0.0426627 0.0526919 0.480355 2.46017e-05 0.483279 0.00837764 0.0136368 311732
156.281 0.0478285 0.000556434 4.82703e+07 622351 0 0 0 0.297585 0.000170482 0.296532 0.0673952 0.0657019 0.417857 0.000103669 0.422256 0.0316666 0.0379782 0.48207 4.70047e-05 0.486129 0.00700536 0.012127 147088
196.692 0.296654 0.00173107 3.46363e+08 2.48672e+06 0 8.99794e+08 0 0.300453 0.00023536 0.301938 0.0600483 0.0641706 0.396964 0.000186239 0.403141 0.0390146 0.0496546 0.457972 0.000157876 0.473105 0.016405 0.0504465 69630
247.532 0.712161 0.00252826 1.12511e+09 5.69753e+06 1.01337e+09 1.16426e+09 1.01337e+09 0.267588 0.000332566 0.26778 0.0594941 0.0610691 0.347279 0.000320652 0.350569 0.0526016 0.0593059 0.405329 0.000334587 0.411677 0.0577534 0.0671871 32070
311.279 0.935927 0.00203928 2.01426e+09 8.77721e+06 2.02659e+09 1.02386e+09 1.09308e+09 0.236087 0.000453181 0.234062 0.0564487 0.0528732 0.306315 0.000494685 0.305004 0.0562993 0.0554603 0.362028 0.000554197 0.360197 0.0740769 0.0640415 14421
391.673 0.968345 0.00221389 2.65729e+09 1.23117e+07 2.69447e+09 8.99794e+08 9.74166e+08 0.212642 0.000637416 0.209572 0.0518186 0.0465696 0.282869 0.000854363 0.27495 0.0626639 0.0540786 0.34511 0.000980927 0.335878 0.10283 0.0680316 6255
492.432 0.972574 0.00335553 3.05779e+09 1.8296e+07 3.12022e+09 7.95898e+08 8.67612e+08 0.197607 0.00094839 0.194054 0.0453727 0.041595 0.274216 0.00157225 0.259395 0.0771681 0.0543191 0.350423 0.00178187 0.337284 0.121199 0.0790739 2370
617.311 0.974389 0.00539308 3.34084e+09 3.0072e+07 3.39429e+09 7.68259e+08 8.45346e+08 0.186406 0.00157153 0.181611 0.0427009 0.0370511 0.270358 0.00285999 0.250771 0.119108 0.0561153 0.365411 0.0032143 0.378834 0.0933874 0.121486 859
779.129 0.977695 0.00902057 3.53623e+09 4.94743e+07 3.65981e+09 6.22037e+08 7.50362e+08 0.180736 0.00258089 0.174577 0.0436141 0.0319241 0.288569 0.0056734 0.262556 0.14756 0.0630059 0.392984 0.00531084 0.417172 0.0614392 0.135059 269
958.713 1 0 3.9278e+09 9.64914e+07 3.97868e+09 5.34093e+08 6.52126e+08 0.177964 0.00889534 0.167595 0.0367623 0.0316035 0.308961 0.0156363 0.316796 0.115398 0.121067 0.422085 0.0106704 0.438203 0.043763 0.0956481 44
1159.53 1 0 3.80801e+09 1.29194e+08 3.78915e+09 2.51459e+08 1.94889e+08 0.15792 0.0218519 0.161803 0.0318746 0.0435233 0.259572 0.0645366 0.222776 0.162336 0.0519489 0.398671 0.0556776 0.427383 0.0501082 0.136243 3
1455.08 1 0 4.00964e+09 3.09668e+07 4.04061e+09 0 6.19336e+07 0.17299 0.00874723 0.181737 0 0.0174945 0.442315 0.0494803 0.491795 0 0.0989606 0.485123 0.0100733 0.495197 0 0.0201467 2
