#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8804e+07 0.00167283 0.00168322 7.67583e-05 0 0 0 0.00079698 1.1816e-05 0 0 0 288733
1.57403e+08 0.00222238 0.00225447 0.000136243 0 0 0 0.00100305 2.15825e-05 0 0 0 124641
2.4887e+08 0.00281835 0.00285791 0.000170187 0 0 0 0.00111743 2.51401e-05 0 0 0 101123
3.94254e+08 0.00348592 0.003537 0.000215951 0 0 0 0.00139298 3.43074e-05 0 0 0 78315
6.2453e+08 0.00547032 0.00550317 0.000301639 0 0 0 0.0018126 4.98793e-05 0 0 0 60874
9.89006e+08 0.00639539 0.00661218 0.000389618 0 0 0 0.00219644 6.64019e-05 0 0 0 46127
1.56608e+09 0.00916488 0.0095646 0.000541572 0 0 0 0.0031371 0.000108328 0 0 0 35025
2.48753e+09 0.0136981 0.0144862 0.000771334 0 0 0 0.00412077 0.000139394 0 0 0 26646
3.93715e+09 0.0193688 0.0210894 0.00109481 0 0 0 0.00578778 0.000209824 0 0 0 20342
6.25659e+09 0.024427 0.0256829 0.00131497 0 0 0 0.00745984 0.000257345 0 0 0 15925
9.91623e+09 0.0295245 0.0312373 0.00165762 0 0 0 0.00927449 0.000339112 0 0 0 12261
1.57322e+10 0.0401827 0.0427785 0.00219382 0 0 0 0.0118135 0.000453159 0 0.00569728 0 9631
2.48389e+10 0.0438294 0.0454184 0.00248245 0 0 0 0.0135536 0.000517024 0 0.0140054 0 7552
3.93696e+10 0.0433986 0.045596 0.00296227 0 0 0 0.0148175 0.000622054 0 0.015366 0 5461
6.18171e+10 0.0471014 0.0487737 0.00374459 0 0 0 0.0155325 0.000735163 0 0.0235725 0 3588
9.7785e+10 0.0455446 0.0470297 0.0048651 0 0 0 0.017724 0.00106696 0 0.0296264 0 2020
1.52537e+11 0.0406593 0.0417582 0.00681456 0 0 0 0.0208775 0.00177617 0 0.0302399 0 910
2.3804e+11 0.0364964 0.0364964 0.0113493 0 0 0 0.0273937 0.00380981 0 0.04383 0 274
3.58459e+11 0.0540541 0.0540541 0.0376874 0 0 0 0.0323373 0.00871817 0.010067 0.0635274 0.010067 37
5.38947e+11 1 1 1 1 0 0 0.0863435 0.0863435 0.0863435 0 0 1
