#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.57622e+09 4.93792e+08 6.681e+06 4.2435e+08 2.20541e+08 1.03535e+08 2.71869e+09 5.0153e+07 3.59426e+09 6.87579e+08 2.82117e+09 985
1.61021e+10 4.65741e+08 6.69035e+06 4.01037e+08 2.12348e+08 8.25871e+07 3.79323e+09 3.78391e+07 4.10191e+09 4.10865e+08 7.75354e+08 771
2.51033e+10 4.65868e+08 6.59629e+06 4.05994e+08 1.99157e+08 8.28467e+07 4.16341e+09 2.1358e+07 4.28184e+09 3.41727e+08 4.9269e+08 826
3.96528e+10 4.61511e+08 6.69986e+06 3.90856e+08 2.03021e+08 6.82307e+07 4.20014e+09 1.89217e+07 4.34047e+09 3.37367e+08 6.15695e+08 824
6.34992e+10 4.81325e+08 7.40601e+06 4.05994e+08 2.38674e+08 8.41409e+07 4.1067e+09 2.17568e+07 4.28184e+09 3.95991e+08 7.53685e+08 871
1.00451e+11 5.30984e+08 8.88368e+06 4.42101e+08 2.90618e+08 1.17321e+08 3.88084e+09 2.43425e+07 3.97868e+09 6.44891e+08 7.89168e+08 1014
1.59373e+11 5.45826e+08 8.47216e+06 4.42101e+08 3.21988e+08 1.18954e+08 3.69391e+09 2.57517e+07 3.91612e+09 5.96655e+08 1.00667e+09 1186
2.52209e+11 5.85935e+08 9.64579e+06 4.68813e+08 3.65604e+08 1.41054e+08 3.35778e+09 2.99326e+07 3.65981e+09 7.39229e+08 1.55751e+09 1386
4.01412e+11 6.14076e+08 9.10154e+06 4.8097e+08 4.07711e+08 1.47718e+08 2.95338e+09 3.05659e+07 3.25829e+09 9.64245e+08 1.84937e+09 1692
6.37523e+11 6.63565e+08 9.0214e+06 5.17181e+08 4.96193e+08 1.75454e+08 2.56049e+09 2.77729e+07 2.69447e+09 1.28421e+09 1.76096e+09 2179
1.00178e+12 6.99396e+08 8.64321e+06 5.51839e+08 5.35377e+08 2.0547e+08 2.06766e+09 2.46482e+07 1.87412e+09 1.72015e+09 1.18156e+09 2571
1.57094e+12 7.6802e+08 1.06496e+07 6.11817e+08 5.73741e+08 2.40508e+08 1.72501e+09 2.51766e+07 1.33034e+09 1.85917e+09 7.18525e+08 2192
2.42505e+12 8.39995e+08 1.55325e+07 6.44668e+08 6.39192e+08 2.59355e+08 1.42592e+09 2.87931e+07 1.01337e+09 1.46218e+09 4.82497e+08 1271
3.81809e+12 9.005e+08 2.49147e+07 7.73094e+08 6.35825e+08 3.71537e+08 1.33949e+09 4.50545e+07 9.3351e+08 1.34316e+09 4.02633e+08 498
6.09955e+12 1.11038e+09 5.34429e+07 8.78042e+08 9.11532e+08 4.28296e+08 1.13226e+09 5.84848e+07 8.43689e+08 1.10684e+09 3.6828e+08 191
9.70875e+12 1.31855e+09 7.71312e+07 1.25149e+09 8.7528e+08 7.20614e+08 1.07573e+09 8.58483e+07 7.43944e+08 9.2192e+08 2.78744e+08 96
1.5309e+13 1.57578e+09 1.31228e+08 1.38802e+09 1.30645e+09 7.72935e+08 1.00587e+09 1.2364e+08 6.92559e+08 9.29919e+08 2.55713e+08 50
2.35701e+13 1.808e+09 1.63239e+08 1.87051e+09 1.17993e+09 1.10853e+09 9.23846e+08 9.38828e+07 7.73094e+08 6.35825e+08 3.23348e+08 36
3.82906e+13 1.8571e+09 2.19343e+08 1.58738e+09 1.46307e+09 8.71019e+08 9.03535e+08 1.04701e+08 7.73094e+08 3.99279e+08 3.02798e+08 21
6.07004e+13 1.57296e+09 4.00172e+08 2.01807e+09 2.34537e+08 1.56832e+09 4.38604e+08 5.40935e+07 5.30876e+08 0 2.07528e+08 4
8.19435e+13 2.14589e+09 4.34817e+08 1.78299e+09 1.22876e+09 1.40079e+08 4.83306e+08 1.12384e+08 4.49746e+08 2.42813e+08 1.42133e+08 3
1.3525e+14 2.68057e+09 2.68057e+09 2.68057e+09 0 0 1.17237e+09 1.17237e+09 1.17237e+09 0 0 1
