#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
44.3372 9.13742e+08 1.25082e+06 6.89768e+08 7.41497e+08 3.30226e+08 1.91519e+09 2.59735e+06 1.39649e+09 2.00484e+09 7.91253e+08 308718
62.2779 8.22645e+08 2.20437e+06 5.93776e+08 6.88376e+08 2.45758e+08 1.52938e+09 4.64404e+06 1.05478e+09 1.38931e+09 4.87418e+08 81205
78.9825 9.06908e+08 3.21876e+06 6.79528e+08 7.9011e+08 3.29079e+08 1.49139e+09 5.99628e+06 1.13677e+09 1.18931e+09 5.31541e+08 47962
99.3746 1.01395e+09 4.30335e+06 7.1696e+08 9.62536e+08 3.57418e+08 1.60717e+09 7.53118e+06 1.16825e+09 1.39422e+09 5.63017e+08 34044
125.099 1.16182e+09 5.99637e+06 8.29125e+08 1.14173e+09 4.44136e+08 1.81568e+09 9.44981e+06 1.39649e+09 1.52337e+09 7.91253e+08 24827
157.331 1.38958e+09 8.81943e+06 9.73121e+08 1.37515e+09 5.13264e+08 2.12067e+09 1.22298e+07 1.71425e+09 1.92978e+09 9.97289e+08 17590
197.568 1.74897e+09 1.41518e+07 1.19286e+09 1.94901e+09 7.0167e+08 2.52601e+09 1.71701e+07 1.97444e+09 2.52813e+09 1.1712e+09 11797
247.533 2.27367e+09 2.57168e+07 1.54808e+09 2.80476e+09 9.63951e+08 2.50921e+09 2.36736e+07 1.97444e+09 2.52813e+09 1.14637e+09 6010
309.988 2.76147e+09 4.61187e+07 1.97444e+09 3.2937e+09 1.27967e+09 2.25244e+09 3.21722e+07 1.85802e+09 2.02994e+09 1.02889e+09 2394
389.676 3.25463e+09 8.43399e+07 2.58691e+09 3.45188e+09 1.78663e+09 1.92187e+09 5.00381e+07 1.51125e+09 1.73649e+09 8.34329e+08 840
490.509 3.04072e+09 1.34389e+08 2.56247e+09 2.99711e+09 1.73334e+09 1.56221e+09 6.72323e+07 1.28215e+09 1.16194e+09 5.92384e+08 252
608.384 3.42608e+09 3.08562e+08 3.01613e+09 3.7346e+09 2.07379e+09 1.59521e+09 1.72848e+08 1.22212e+09 1.10396e+09 4.90424e+08 60
772.575 2.6912e+09 4.52895e+08 2.31717e+09 2.13509e+09 1.23255e+09 1.67927e+09 2.60734e+08 1.28215e+09 1.39907e+09 5.65192e+08 15
1055.38 2.34669e+09 8.1321e+08 3.1599e+09 0 1.62642e+09 1.73246e+09 1.06037e+08 1.83849e+09 0 2.12074e+08 2
