#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final z=0 stellar mass
#vmpeak range: 2.78333 - 2.95
#HM   Stats: 3.030880e+13 (median) + 1.438240e+13  / - 5.602900e+12
#SM   Stats: 1.666040e+11 (median) + 1.566340e+11  / - 8.368440e+10
#VMP  Stats: 6.591500e+02 (median) + 9.266998e+01  / - 3.148004e+01
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 2.368310e-12 (median) + 3.120042e-12  / - 1.369067e-12
sfh 0.055623 0 0 0 #avg: 2.6512e-14; avg_err: 2.43049e-14; sd: 3.60501e-13; counts: 221
sfh 0.060123 0 0 0 #avg: 3.1911e-12; avg_err: 1.72581e-12; sd: 2.55979e-11; counts: 221
sfh 0.062373 0 1.84613e-12 0 #avg: 4.63732e-12; avg_err: 2.03212e-12; sd: 3.01413e-11; counts: 221
sfh 0.064623 0 7.20088e-12 0 #avg: 7.64386e-12; avg_err: 2.18897e-12; sd: 3.24677e-11; counts: 221
sfh 0.066873 3.72133e-14 1.73502e-11 3.72133e-14 #avg: 1.12741e-11; avg_err: 2.09827e-12; sd: 3.11224e-11; counts: 221
sfh 0.069123 6.85001e-13 2.41012e-11 6.85001e-13 #avg: 2.09338e-11; avg_err: 4.51152e-12; sd: 6.69166e-11; counts: 221
sfh 0.071373 2.68217e-12 2.77825e-11 2.68217e-12 #avg: 2.82248e-11; avg_err: 5.95465e-12; sd: 8.83217e-11; counts: 221
sfh 0.073623 5.14565e-12 4.32687e-11 5.14565e-12 #avg: 3.57834e-11; avg_err: 6.55175e-12; sd: 9.71781e-11; counts: 221
sfh 0.075873 7.67796e-12 6.67062e-11 7.61313e-12 #avg: 4.45427e-11; avg_err: 7.25106e-12; sd: 1.07551e-10; counts: 221
sfh 0.078123 1.09265e-11 6.57558e-11 1.05124e-11 #avg: 5.03377e-11; avg_err: 7.2211e-12; sd: 1.07106e-10; counts: 221
sfh 0.080373 1.38729e-11 7.39657e-11 1.31591e-11 #avg: 5.68042e-11; avg_err: 8.6957e-12; sd: 1.28978e-10; counts: 221
sfh 0.082623 1.37194e-11 7.27279e-11 1.23709e-11 #avg: 5.06498e-11; avg_err: 6.4661e-12; sd: 9.59078e-11; counts: 221
sfh 0.085998 1.93306e-11 1.0725e-10 1.6094e-11 #avg: 8.08603e-11; avg_err: 1.16157e-11; sd: 1.72289e-10; counts: 221
