#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.72894e+09 0.278608 0.000598779 5.43676e+08 1.45757e+06 0 1.28215e+09 0 0.445327 0.000171906 0.435538 0.122758 0.110507 0.703369 0.000145227 0.716072 0.0859733 0.116883 0.922408 9.06348e-05 0.946603 0.0204864 0.0704729 560573
1.58164e+10 0.304595 0.000741612 5.627e+08 1.75322e+06 0 1.39649e+09 0 0.378732 0.000176245 0.372168 0.101265 0.0977363 0.674151 0.000165598 0.686011 0.0849174 0.11048 0.916245 0.000106813 0.939825 0.0213468 0.0707335 385131
2.48929e+10 0.326604 0.000814128 6.13051e+08 1.97085e+06 0 1.51125e+09 0 0.357663 0.000183035 0.350385 0.0991788 0.0936936 0.670977 0.00017308 0.681866 0.0821635 0.104513 0.913422 0.000118594 0.938268 0.0214522 0.0753084 331824
3.92727e+10 0.358155 0.000940228 7.06959e+08 2.39948e+06 0 1.85802e+09 0 0.354507 0.000197176 0.348476 0.0928474 0.0887004 0.673692 0.000186216 0.684265 0.0768893 0.0972375 0.909152 0.000142202 0.937053 0.0215334 0.0861608 260038
6.23141e+10 0.405537 0.0011199 8.83843e+08 3.14189e+06 0 2.32608e+09 0 0.359735 0.000218445 0.355256 0.085891 0.0848069 0.672621 0.000214659 0.684729 0.0734897 0.0975034 0.899545 0.000184783 0.93347 0.0231093 0.107599 192219
9.87473e+10 0.453935 0.00132408 1.08485e+09 4.04763e+06 0 2.80036e+09 0 0.371467 0.000246204 0.368157 0.0815188 0.0826829 0.669574 0.000247948 0.683658 0.0697092 0.0992959 0.88622 0.000236984 0.925346 0.0274758 0.126884 141388
1.5599e+11 0.497828 0.00161179 1.30842e+09 5.4078e+06 5.60837e+08 2.71961e+09 5.60837e+08 0.386416 0.000302952 0.38289 0.0797194 0.0824771 0.66016 0.000293605 0.672488 0.0681085 0.0967857 0.866678 0.000311219 0.906376 0.0388421 0.14096 96232
2.4689e+11 0.536692 0.00199997 1.57336e+09 7.51166e+06 8.29125e+08 2.93672e+09 8.29125e+08 0.398164 0.000370011 0.395315 0.078382 0.0821173 0.636745 0.000353805 0.644524 0.0698769 0.0904944 0.836098 0.000418007 0.870326 0.0581235 0.147339 62166
3.91306e+11 0.577243 0.00247834 1.92451e+09 1.05889e+07 1.16825e+09 3.33432e+09 1.16825e+09 0.40203 0.000448587 0.399634 0.0771521 0.0805367 0.598876 0.000436677 0.602615 0.0718837 0.0863363 0.789992 0.000563063 0.815761 0.0812011 0.151549 39732
6.19274e+11 0.626377 0.0030291 2.34094e+09 1.47481e+07 1.62642e+09 3.47568e+09 1.62642e+09 0.397194 0.000554336 0.393796 0.0768034 0.0773064 0.557048 0.000550432 0.555337 0.0741547 0.0775518 0.734668 0.00073687 0.749413 0.101611 0.144666 25507
