#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
6.75727e+07 8.96792e+08 2.04233e+08 1.10102e+09 0 4.08466e+08 5.46954e+08 2.26139e+08 7.73094e+08 0 4.52279e+08 2
2.32914e+08 5.11041e+08 5.11041e+08 5.11041e+08 0 0 2.3272e+09 2.3272e+09 2.3272e+09 0 0 1
3.49859e+08 1.40892e+09 1.40892e+09 1.40892e+09 0 0 1.35766e+09 1.35766e+09 1.35766e+09 0 0 1
1.15742e+09 8.56898e+08 8.56898e+08 8.56898e+08 0 0 2.40139e+09 2.40139e+09 2.40139e+09 0 0 1
1.5069e+09 1.09101e+09 3.17912e+08 1.40892e+09 0 6.35825e+08 1.59782e+09 4.37136e+07 1.64153e+09 0 8.74272e+07 2
2.48974e+09 7.97291e+08 2.2113e+08 5.92175e+08 5.89384e+08 2.1685e+08 1.69231e+09 5.7885e+08 8.53413e+08 1.46342e+09 1.60855e+08 7
4.13524e+09 8.43497e+08 1.41984e+08 6.31703e+08 7.15926e+08 3.09166e+08 1.11284e+09 2.21673e+08 9.3351e+08 1.46788e+09 4.52329e+08 14
6.70223e+09 9.77579e+08 1.56062e+08 1.01337e+09 5.63468e+08 6.28385e+08 1.54175e+09 3.63116e+08 1.25149e+09 1.29746e+09 8.01745e+08 14
1.02027e+10 9.10251e+08 1.51236e+08 6.37783e+08 6.7061e+08 3.13003e+08 1.39917e+09 2.19762e+08 8.53413e+08 1.98482e+09 2.41596e+08 27
1.58913e+10 9.09253e+08 7.40308e+07 8.01745e+08 6.41235e+08 3.51999e+08 1.21256e+09 1.24878e+08 9.59173e+08 1.14312e+09 5.09427e+08 49
2.65276e+10 9.09091e+08 6.20722e+07 7.43944e+08 7.41134e+08 2.94198e+08 1.19807e+09 8.98798e+07 9.59173e+08 9.53995e+08 3.47356e+08 71
4.02654e+10 8.69989e+08 5.23121e+07 7.58478e+08 5.38978e+08 3.08733e+08 1.10609e+09 8.54437e+07 8.50804e+08 1.02331e+09 3.7099e+08 90
6.37053e+10 8.18881e+08 4.40403e+07 6.92559e+08 5.00609e+08 2.42813e+08 1.10633e+09 7.45934e+07 8.53413e+08 8.6689e+08 3.22537e+08 95
9.86478e+10 8.18699e+08 5.37482e+07 6.92559e+08 4.96868e+08 2.9212e+08 1.05012e+09 8.11244e+07 8.01745e+08 8.41168e+08 2.70868e+08 81
1.53661e+11 8.49966e+08 6.2339e+07 6.92559e+08 7.1636e+08 2.42813e+08 8.09592e+08 6.40081e+07 6.12424e+08 7.17917e+08 2.11985e+08 65
2.34472e+11 8.63213e+08 7.34192e+07 7.81121e+08 4.70369e+08 2.50244e+08 8.07173e+08 5.72584e+07 7.73094e+08 2.4028e+08 2.90596e+08 29
3.67479e+11 9.39664e+08 9.57923e+07 8.6689e+08 4.63452e+08 3.06334e+08 5.9869e+08 6.72563e+07 6.11817e+08 1.61277e+08 2.92858e+08 13
5.84134e+11 1.57142e+09 1.57142e+09 1.57142e+09 0 0 5.30876e+08 5.30876e+08 5.30876e+08 0 0 1
