#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#SF Units: Msun/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#mpeak range: 10.25 - 10.75
#HM   Stats: 3.008820e+10 (median) + 1.526470e+10  / - 9.117600e+09
#SM   Stats: 5.585240e+07 (median) + 1.075426e+08  / - 3.666500e+07
#VMP  Stats: 6.218000e+01 (median) + 1.078000e+01  / - 8.849998e+00
#ICL  Stats: 0.000000e+00 (median) + 0.000000e+00  / - 0.000000e+00
#SSFR Stats: 1.505207e-12 (median) + 2.413426e-12  / - 9.518772e-13
sfh 0.055623 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 242675
sfh 0.060123 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 242675
sfh 0.062373 0 0 0 #avg: 0; avg_err: 0; sd: 0; counts: 242675
sfh 0.064623 0 0 0 #avg: 6.26558e-07; avg_err: 6.26558e-07; sd: 0.000308655; counts: 242675
sfh 0.066873 0 0 0 #avg: 1.01372e-07; avg_err: 1.01372e-07; sd: 4.99379e-05; counts: 242675
sfh 0.069123 0 0 0 #avg: 6.32295e-07; avg_err: 4.59181e-07; sd: 0.000226202; counts: 242675
sfh 0.071373 0 0 0 #avg: 4.98387e-06; avg_err: 2.24654e-06; sd: 0.00110669; counts: 242675
sfh 0.073623 0 0 0 #avg: 1.26677e-05; avg_err: 7.43878e-06; sd: 0.00366449; counts: 242675
sfh 0.075873 0 0 0 #avg: 2.10225e-05; avg_err: 7.10174e-06; sd: 0.00349845; counts: 242675
sfh 0.078123 0 0 0 #avg: 2.32495e-05; avg_err: 5.78897e-06; sd: 0.00285176; counts: 242675
sfh 0.080373 0 0 0 #avg: 3.73057e-05; avg_err: 8.26027e-06; sd: 0.00406917; counts: 242675
sfh 0.082623 0 0 0 #avg: 5.07598e-05; avg_err: 7.84488e-06; sd: 0.00386454; counts: 242675
sfh 0.085998 0 0 0 #avg: 0.000101223; avg_err: 1.11887e-05; sd: 0.0055118; counts: 242675
sfh 0.089373 0 0 0 #avg: 0.000215131; avg_err: 2.47776e-05; sd: 0.0122059; counts: 242675
sfh 0.092748 0 0 0 #avg: 0.000314161; avg_err: 2.19602e-05; sd: 0.010818; counts: 242675
sfh 0.096123 0 0 0 #avg: 0.000460935; avg_err: 2.60761e-05; sd: 0.0128456; counts: 242675
sfh 0.099498 0 0 0 #avg: 0.000624054; avg_err: 2.59239e-05; sd: 0.0127706; counts: 242675
sfh 0.102873 0 0 0 #avg: 0.00083976; avg_err: 2.83297e-05; sd: 0.0139557; counts: 242675
sfh 0.106248 0 0 0 #avg: 0.00106857; avg_err: 2.77846e-05; sd: 0.0136872; counts: 242675
sfh 0.109623 0 0 0 #avg: 0.00143102; avg_err: 6.31804e-05; sd: 0.0311239; counts: 242675
sfh 0.112998 0 0 0 #avg: 0.0017289; avg_err: 7.66467e-05; sd: 0.0377576; counts: 242675
sfh 0.116373 0 0 0 #avg: 0.00193406; avg_err: 5.47149e-05; sd: 0.0269536; counts: 242675
sfh 0.119748 0 0 0 #avg: 0.0021824; avg_err: 5.28205e-05; sd: 0.0260204; counts: 242675
sfh 0.123123 0 0 0 #avg: 0.00249288; avg_err: 6.16378e-05; sd: 0.030364; counts: 242675
sfh 0.126498 0 0.000154653 0 #avg: 0.00282816; avg_err: 5.77716e-05; sd: 0.0284594; counts: 242675
sfh 0.129873 0 0.000791005 0 #avg: 0.00323833; avg_err: 6.05007e-05; sd: 0.0298038; counts: 242675
sfh 0.133248 0 0.0015752 0 #avg: 0.00370627; avg_err: 6.94221e-05; sd: 0.0341987; counts: 242675
sfh 0.136623 0 0.00245141 0 #avg: 0.00414669; avg_err: 6.66959e-05; sd: 0.0328557; counts: 242675
sfh 0.141685 0 0.00364197 0 #avg: 0.00481258; avg_err: 6.98272e-05; sd: 0.0343983; counts: 242675
sfh 0.146748 0 0.00501501 0 #avg: 0.00543189; avg_err: 7.10001e-05; sd: 0.034976; counts: 242675
sfh 0.15181 0 0.00638612 0 #avg: 0.00600337; avg_err: 6.69347e-05; sd: 0.0329733; counts: 242675
sfh 0.156873 0 0.00787799 0 #avg: 0.00659432; avg_err: 6.47794e-05; sd: 0.0319116; counts: 242675
sfh 0.161935 8.2841e-05 0.00902561 8.2841e-05 #avg: 0.00721238; avg_err: 6.86269e-05; sd: 0.033807; counts: 242675
